1.0,[1.11708692]
3.25,[1.09996057]
5.5,[1.09051496]
7.75,[1.08358918]
10.0,[1.07798525]
12.25,[1.07321232]
14.5,[1.0690168]
16.75,[1.06524909]
19.0,[1.06181287]
21.25,[1.05864218]
23.5,[1.05568967]
25.75,[1.05292011]
28.0,[1.05030651]
30.25,[1.04782769]
32.5,[1.0454667]
34.75,[1.04320975]
37.0,[1.04104543]
39.25,[1.03896421]
41.5,[1.03695804]
43.75,[1.03502003]
46.0,[1.03314425]
48.25,[1.03132555]
50.5,[1.02955943]
52.75,[1.02784194]
55.0,[1.02616956]
57.25,[1.02453918]
59.5,[1.02294802]
61.75,[1.02139357]
64.0,[1.01987357]
66.25,[1.01838598]
68.5,[1.01692895]
70.75,[1.01550078]
73.0,[1.01409994]
75.25,[1.012725]
77.5,[1.01137466]
79.75,[1.01004772]
82.0,[1.00874308]
84.25,[1.0074597]
86.5,[1.00619664]
88.75,[1.004953]
91.0,[1.00372796]
93.25,[1.00252075]
95.5,[1.00133065]
97.75,[1.00015699]
100.0,[0.99899914]
