T [K],vel [m/s],dist [m],X_NH3,X_NO2,X_NO,X_N2O,X_H2,X_O2,X_O3,X_H,X_O,X_OH,X_HO2,X_H2O,X_H2O2,X_CO,X_CO2,X_HOCO,X_CH2O,X_HCO,X_NH2,X_NH,X_N,X_NNH,X_N2H4,X_N2H3,X_tHNNH,X_cHNNH,X_H2NN,X_NH2OH,X_H2NO,X_HNOH,X_HNO,X_HON,X_HONO,X_HNO2,X_NO3,X_HONO2,X_H2NCO,X_HNCO,X_NCO,X_AR,X_HE,X_N2,tau [ms]
550.8789639726715,0.13441862831125032,0.0,0.2546213476445951,1.015108729943324e-16,-2.5751281323382166e-14,-4.1759314881703614e-17,1.8407869914488373e-14,0.15652951699463116,6.354112389684353e-19,-3.6380428531949725e-14,2.023276127505531e-14,1.189943145296251e-18,-2.224497560648627e-16,-1.0525113361157092e-15,1.4151591011475472e-14,-7.26524784969922e-16,3.0876522223879185e-18,5.727599805692807e-19,1.2200686835914815e-15,6.270184415529575e-19,-2.0913710263160644e-14,8.01222918901792e-14,1.0760740612029314e-14,7.6454062286196745e-19,-7.525131435629769e-15,-8.731166701255162e-15,8.880905920882433e-15,-1.3848571596173182e-15,2.9763440454570466e-14,5.5626673204442e-15,8.890197537741182e-15,-6.905152230923659e-15,7.514591258067939e-19,7.752475958929823e-19,-6.489365133877783e-15,3.1128055894551094e-16,4.759506422532741e-19,1.0407016506772306e-15,5.3381212527626575e-19,-4.831323289045646e-15,1.2405951932626869e-16,7.539174308909489e-19,2.5823057527376436e-18,0.5888491353606948,-30.791543781488663
550.8789639857681,0.13441862831425314,0.005000000000000001,0.2546213476448068,2.9944935292307055e-14,6.618708509122978e-14,-4.484299396833441e-17,7.476312989902524e-14,0.15652951699476905,-4.653370235061532e-19,-6.311972658207941e-21,1.3052813620220309e-18,5.752276099807247e-20,-5.039009703345685e-14,1.1181064448790717e-13,2.1517454209583243e-14,-7.289615411672824e-16,1.3879376471646904e-18,-9.371310032171485e-26,1.218873861128872e-15,-5.812689232248107e-26,-2.842859047344072e-12,1.307139428609894e-18,3.4173234439988304e-19,-1.5334391705394195e-26,1.5013899541725513e-12,-8.745149140424606e-15,8.881480185430197e-15,-1.3863098563524776e-15,1.8179400154973557e-18,5.559771612377286e-15,8.60317763967936e-15,-6.8030242060128515e-15,2.000133071376198e-18,-7.146233624754681e-19,-6.488775592532802e-15,3.1019830721912894e-16,-4.435423129025724e-19,1.0397402463693416e-15,-1.0966547006726592e-19,-4.8324416093000064e-15,1.2283874977184325e-16,-7.008854076935763e-19,-2.16511971626664e-18,0.5888491353615152,-22.031843591950004
550.8789639751716,0.1344186283122571,0.010000000000000002,0.2546213476435871,2.996449485131378e-14,6.528197929794817e-14,-4.03381126780345e-17,3.4802489096029017e-12,0.1565295169940509,3.589370279317869e-18,5.765408550837547e-24,1.3512908494990633e-22,4.320899369920441e-22,-8.265285037184707e-14,1.1256587940169243e-13,3.775294853377901e-14,-7.16232570878712e-16,9.758216175623884e-18,7.207118430549484e-25,1.2232749336271408e-15,4.470487808446404e-25,-2.777760228106618e-13,-1.4707501427231205e-20,2.9737980986992006e-22,3.2757820261731687e-26,2.1818295806423773e-13,-8.736884195739597e-15,8.887029815085813e-15,-1.3809594930478646e-15,4.566840379088372e-22,5.564361327534414e-15,8.451399219512806e-15,-6.662382667905384e-15,2.510739378470805e-19,4.773059596608351e-18,-6.483342113949423e-15,3.139548742002468e-16,2.943495981333597e-18,1.043075405612974e-15,8.164728571051054e-19,-4.827835925348363e-15,1.268491855320706e-16,4.657671418173944e-18,1.528960793003863e-17,0.5888491353587814,-13.27214340241135
550.8789639721782,0.13441862832116167,0.0125,0.25462134762321625,2.9953344864345477e-14,6.500239310215219e-14,-4.5433193215883904e-17,8.106685658815927e-11,0.15652951698182876,-1.5358248462168991e-18,-1.434558716341364e-23,-1.0296287964879592e-21,8.032837196497945e-22,-1.0278270465404489e-13,1.1340517372387607e-13,4.763546625569332e-14,-7.313078251499965e-16,-8.291152223590276e-19,-1.796212818358195e-24,1.2177069090750604e-15,-1.1141623115364444e-24,4.527355799595476e-13,-8.81161295989728e-21,-7.136018066530264e-22,-7.939789383338581e-26,-1.4731555766791622e-13,-8.74119944000711e-15,8.880262835508219e-15,-1.3877439800602357e-15,-9.834487283561087e-22,5.557203469300505e-15,8.376700774957124e-15,-6.599527213396752e-15,9.187034208287166e-18,-2.189056498284287e-18,-6.487343782361633e-15,3.0910754582675094e-16,-1.3304316728665302e-18,1.0387893884736618e-15,-1.4273300704578587e-18,-4.8331505261653716e-15,1.212658077017933e-16,-2.138377498768539e-18,-7.522380009864662e-18,0.5888491353134326,-8.892293307642026
550.8789639711663,0.13441862843251692,0.01375,0.25462134738711145,2.9950890203024125e-14,6.491831735623765e-14,-4.63620383770245e-17,9.84362503238867e-10,0.1565295168400643,-2.6263851803178274e-18,-6.4491723469509815e-24,4.0383098605901655e-22,1.0074266953914978e-21,-1.1370686840025226e-13,1.1791238466033658e-13,5.2973373019294653e-14,-7.34969245851105e-16,-3.0679456389868258e-18,-8.909180407407265e-25,1.2165317767342093e-15,-5.5262325936568225e-25,7.051222527520544e-13,-6.001919595884481e-21,-3.540233790379181e-22,-3.7034689529718983e-26,-2.7335259725177746e-13,-8.741817488529079e-15,8.878938257709666e-15,-1.389135827675668e-15,-6.0364351521627785e-22,5.555691425215358e-15,8.343341283996534e-15,-6.566092434240743e-15,1.582071448735347e-17,-3.621306986569465e-18,-6.487962231628764e-15,3.08063560896939e-16,-2.254373813649095e-18,1.0378564420582374e-15,-1.3426129816371814e-18,-4.834651602543588e-15,1.2046232097838867e-16,-3.540708204976194e-18,-1.1099784312487915e-17,0.5888491347878811,-6.702368260257361
550.8789639708933,0.13441863020202885,0.015,0.2546213436433293,2.996856657761662e-14,6.496850704039601e-14,-3.6858162256682825e-17,1.53084712043338e-08,0.15652951459226339,4.9911886575146375e-18,6.185682131477492e-23,7.685190369753723e-21,1.2866605279622156e-21,-1.2526763905724998e-13,3.112616592227387e-13,5.866794509154477e-14,-7.144038547988606e-16,1.2602508379676932e-17,5.8410128456603056e-24,1.2247622285096236e-15,3.6231019891869295e-24,9.194353530776144e-13,-3.7523345131971736e-21,2.320260648822398e-21,2.71217259750274e-25,-3.8004072417565553e-13,-8.732734787499853e-15,8.892841415553863e-15,-1.3787837376979727e-15,2.4143422472961596e-21,5.566834022516248e-15,8.334177144754802e-15,-6.521332495221888e-15,2.8489148645054704e-17,6.495436926115245e-18,-6.480346967039681e-15,3.1524723553919363e-16,4.165760445270951e-18,1.0442513287743444e-15,1.911706196358572e-18,-4.832573130317259e-15,1.3452131225769023e-16,6.354732734765371e-18,1.6580505159847912e-17,0.5888491264550602,-4.5124432128727
550.878963981588,0.13441864094976536,0.015625,0.2546213209076393,2.9945273477816774e-14,6.618302622197997e-14,-1.608503335180493e-17,1.0228357779857125e-07,0.1565295009443124,-6.780025766438676e-18,-2.7848674704458574e-23,-1.63517064464291e-20,7.535230253085639e-22,-1.3133456628206748e-13,3.784217108883109e-12,6.165515685055423e-14,-7.451976026381363e-16,-1.164165684269801e-17,-1.7962660758449742e-23,1.2120236900371866e-15,-1.1142014990178774e-23,1.0249693961520605e-12,-8.470153478486329e-21,-7.13356486574468e-21,-8.146029406287422e-25,-4.32707919223476e-13,-8.744209018693358e-15,8.963075009782469e-15,-1.3841005275463155e-15,-8.333948152955572e-21,5.577537871188066e-15,8.536050056923768e-15,-6.518207550729735e-15,2.196748451073471e-17,-9.234325663845832e-18,-6.4911717901754906e-15,3.0413530597721245e-16,-5.72366750952819e-18,1.0343787006614404e-15,-6.6274123713508695e-18,-4.86471251025889e-15,1.4172081090362633e-16,-9.022953919214785e-18,-2.825512467833847e-17,0.5888490758600704,-3.417480689180366
550.8789640893601,0.13441867628619017,0.0159375,0.254621246161831,3.000914608514571e-14,7.96814328058604e-14,4.341929724530007e-16,3.880933508142352e-07,0.15652945609981458,-4.471699247662314e-18,5.113684982380445e-22,7.130228622792515e-21,1.3284490881755217e-21,-1.3402941405299596e-13,3.594037451407329e-11,6.402034589413802e-14,-7.396581678908242e-16,-6.800268122956942e-18,5.00956093188603e-24,1.2145812042238895e-15,3.1073684300770294e-24,1.0784542116745167e-12,-3.897510173569935e-21,1.9852449556423984e-21,2.35125666739506e-25,-4.592410120546166e-13,-8.720899940270933e-15,9.898941265361145e-15,-1.2714503952130024e-15,2.0077036204863512e-21,5.863855841804308e-15,1.1018631005924332e-14,-6.490976291054361e-15,6.552264896398414e-17,-5.846135927716463e-18,-6.487772679671738e-15,3.0634240645938466e-16,-3.875358132982726e-18,1.0362200004409804e-15,-3.9035145050981776e-18,-4.9014777826905905e-15,1.8352025524064522e-16,-5.73695949919034e-18,-1.492160606481369e-17,0.5888489096084029,-2.869999427334201
550.8789655233126,0.13441884311636082,0.01625,0.25462089332892235,3.1190730452272604e-14,2.69870169726735e-13,8.68735725809248e-15,1.7356748302792313e-06,0.15652924470689975,9.323900615564108e-18,2.6101841468452254e-21,4.679290495947822e-20,2.2842019207420764e-21,-1.3455260975667124e-13,4.436704991403113e-10,7.836488793604977e-14,-7.050678917600478e-16,2.1580403810521814e-17,4.3830743015692406e-23,1.2294845126538833e-15,2.7187728681916785e-23,1.1350639309256516e-12,3.813140636403532e-21,1.7403295075438905e-20,2.0216848733621944e-24,-4.857886013882984e-13,-8.352382425518029e-15,2.3777072858089045e-14,3.719287264802964e-16,1.951179804421094e-20,1.0041128201148822e-14,4.734743917553753e-14,-6.241542110500244e-15,7.762574832268224e-16,1.2455554171697444e-17,-6.450996371880465e-15,3.2077557120260136e-16,7.743064964579169e-18,1.0478371877292509e-15,7.411602391794987e-18,-5.045998326779027e-15,3.574460248793084e-16,1.216877077154271e-17,2.251611574745217e-17,0.5888481258447157,-2.3225181654880322
550.8789845702579,0.134419632624342,0.0165625,0.25461922462592373,5.374122217388635e-14,2.9472671067469978e-12,1.6027813995303767e-13,8.089611347312497e-06,0.15652824850981484,6.467426134503389e-18,1.1635815268436891e-20,7.701341558974655e-21,1.3962093887589024e-21,-1.1616424009358614e-13,5.613749678860351e-09,2.6622714582843506e-13,-7.151830601851194e-16,1.4919759378364388e-17,5.299052515549368e-24,1.2258494016212264e-15,3.2879814401695206e-24,1.2176566809768775e-12,-3.877958473632762e-21,2.0826181696469554e-21,4.813668792250432e-25,-5.044519046565154e-13,-2.28923721557115e-15,2.2976690409929943e-13,2.4524927381607593e-14,2.2491966256656672e-21,7.116189722797755e-14,5.778016761763496e-13,-2.9832767097288906e-15,1.3369402118774892e-14,6.2068760911678866e-18,-5.967920110888553e-15,3.472803687367237e-16,6.22625051376644e-18,1.0469890526182706e-15,4.000157454030701e-18,-5.642337155577826e-15,9.475043137063858e-16,6.2500753472435645e-18,-6.181028526726733e-17,0.5888444316342374,-1.775036903641867
550.8790818110805,0.13442114170951816,0.01671875,0.25461604198935284,2.2236668941490396e-13,1.741799745629383e-11,1.2251889472283776e-12,2.0118775093588544e-05,0.15652636472191944,-6.071592445025064e-17,2.823327144692132e-20,-6.010900027706227e-19,-1.300767643889708e-20,-3.4193481635029206e-14,3.084469066570088e-08,1.3048524356157957e-12,-8.581682199143122e-16,-1.1963807461399274e-16,-5.956096376647299e-22,1.1557347362265358e-15,-3.694625052995556e-22,1.3650449467687309e-12,-1.2470968410846776e-19,-2.360157943590018e-19,-2.5596342306421326e-23,-4.599402146777201e-13,3.751024512729821e-14,1.4035393279101582e-12,1.6211577623812295e-13,-2.671074257314484e-19,4.156169563490195e-13,3.5496222600425462e-12,1.520513500463196e-14,1.0078607246787218e-13,-7.173185133371217e-17,-2.2348896656681754e-15,5.082107636343697e-16,-5.4658990304423266e-17,9.919298233276255e-16,-5.7358980345192e-17,-6.401000791405893e-15,1.5684364441527438e-15,-7.083799189337663e-17,-2.525820226619413e-16,0.5888374436422238,-1.5012962727187842
550.879776112661,0.1344255524447331,0.016875,0.25460679913324075,1.9633295997138016e-12,1.2655624006525008e-10,1.1556030593324012e-11,5.449322474728867e-05,0.1565209933436992,3.112587412706512e-16,1.6395660468450458e-19,2.9196174263419682e-18,7.457080349095142e-20,5.069060009771945e-13,2.0343205722754522e-07,9.36067046148264e-12,-3.871370082181197e-17,6.289476436699451e-16,2.8792354055026575e-21,1.5461869319687416e-15,1.785886802731217e-21,2.048734805737262e-12,5.741594047069246e-19,1.1399750316882363e-18,1.4884978718480243e-22,1.111650673563396e-13,4.005480088766575e-13,1.0713954768424929e-11,1.2544172754699186e-12,1.3043792769343018e-18,3.120109308153362e-12,2.6738656493086543e-11,1.5822691526404467e-13,8.816798878328884e-13,3.684634635815798e-16,3.9024693306776e-14,3.300729888413183e-15,2.763358703780631e-16,1.3921528645577764e-15,2.7185408370642044e-16,-7.620403411742348e-15,3.562165240950792e-15,3.640980688002256e-16,1.9667391144737264e-16,0.5888175106708412,-1.2275556417957016
