Pressure,Mass burning rate
1.0340361113156176, 0.024886383763203596
1.1043675918427471, 0.025775844739507954
1.1746990723698758, 0.026759824230746066
1.2294013350020876, 0.027511671582914128
1.3019655609427776, 0.02855934052741413
1.3935081228987238, 0.029703809915114947
1.4638396034258534, 0.030623798610528347
1.5419856929004414, 0.031718707295489854
1.6056189371868905, 0.032579718723416265
1.6826486539546996, 0.0336161198501532
1.780331265797935, 0.034749315564989336
1.8638054977367, 0.035793833104547576
1.9585644621765157, 0.03678552948868307
2.076309579682941, 0.03793399982495066
2.192682131258848, 0.039046411457906986
2.313548082979543, 0.04000761200161876
2.4312881911212534, 0.04096334414065447
2.557884856070088, 0.04193548331530552
2.6985478171243473, 0.0428596291328613
2.8574448657226776, 0.04371795918447754
3.0345760018650774, 0.04460275043927926
3.206497398709172, 0.04534185943238682
3.3784187955532667, 0.04589043703175443
3.5503401923973614, 0.04638297598590441
3.722261589241456, 0.046714870823763834
3.894182986085549, 0.04696083973895623
4.066104382929644, 0.047105939092756885
4.238025779773738, 0.047187527981977555
4.409947176617833, 0.04714583185171943
4.581868573461928, 0.047036889347200156
4.753789970306021, 0.046879380016825595
4.925711367150115, 0.04660979339601577
5.09763276399421, 0.04634020677520595
5.269554160838305, 0.04594733513491733
5.441475557682399, 0.04553578394622284
5.613396954526492, 0.04501589137677426
5.785318351370587, 0.044484791078282154
5.957239748214682, 0.04387150076680418
6.129161145058776, 0.04325447454564504
6.301082541902871, 0.0425291069437318
6.473003938746966, 0.04184109843863032
6.644925335591059, 0.041134410385122964
6.816846732435153, 0.04037168368639798
6.988768129279248, 0.03966125972320944
7.160689526123343, 0.038939628030977384
7.332610922967437, 0.0382067886097018
7.50453231981153, 0.03752625192396268
7.676453716655625, 0.03684945114790472
7.84837511349972, 0.03618012219120912
8.020296510343815, 0.03542486731184648
8.19221790718791, 0.03471070743897678
8.364139304032001, 0.03395171664993296
8.536060700876096, 0.033278651783556185
8.70798209772019, 0.03254207645259942
8.879903494564285, 0.03182044476036737
9.05182489140838, 0.031184738990802343
9.223746288252475, 0.030496730485700868
9.39566768509657, 0.029887176083904073
9.567589081940664, 0.02927014986274493
9.739510478784759, 0.028731577744890463
9.911431875628853, 0.028163118349586604
10.083353272472948, 0.027680584876949778
10.255274669317043, 0.0271756359462259
10.427196066161137, 0.026764084757531406
10.599117463005232, 0.026352533568836913
10.771038859849323, 0.025982077386635355
10.942960256693418, 0.025645244391564362
11.114881653537513, 0.0252897318480875
11.286803050381607, 0.02496037067237887
11.458724447225702, 0.02467210450316317
11.630645844069797, 0.024409989701715692
11.802567240913891, 0.02408436443568824
11.974488637757986, 0.023874552369777223
12.14641003460208, 0.023601229839286225
12.318331431446175, 0.023402625502418742
12.490252828290267, 0.02314424661065244
12.662174225134361, 0.022934434544741415
12.834095621978456, 0.022791868853091563
13.00601701882255, 0.022600736335586423
13.177938415666645, 0.022409603818081283
13.34985981251074, 0.022345492229736114
13.521781209354835, 0.022191718809042728
13.69370260619893, 0.022060360846436394
13.865624003043024, 0.021914059245105366
14.037545399887119, 0.021857419476122547
14.209466796731213, 0.021811987436183247
14.381388193575305, 0.021751611757519253
14.5533095904194, 0.021665084711087024
14.725230987263494, 0.02158229357433597
14.897152384107589, 0.021484558798860222
15.069073780951683, 0.02140923948147152
15.240995177795778, 0.02136007153185105
15.412916574639873, 0.021325847220955284
15.584837971483967, 0.02128788700037834
15.756759368328062, 0.021276078147569627
15.928680765172157, 0.02127547702380444
16.10060216201625, 0.021237516803227496
16.272523558860343, 0.021233179769781126
16.444444955704437, 0.021232578646015937
16.616366352548532, 0.02123197752225075
16.788287749392627, 0.02123137639848556
16.96020914623672, 0.021230775274720372
17.132130543080816, 0.021230174150955183
17.30405193992491, 0.021229573027189995
17.475973336769005, 0.021228971903424806
17.6478947336131, 0.021228370779659618
17.819816130457195, 0.02122776965589443
17.991737527301286, 0.021227168532129234
18.16365892414538, 0.021226567408364046
18.335580320989475, 0.021225966284598857
18.50750171783357, 0.02122536516083367
18.679423114677665, 0.02122476403706848
18.85134451152176, 0.021239106552027993
19.023265908365854, 0.021264656796031033
19.19518730520995, 0.021264055672265844
19.367108702054043, 0.02129334182595006
19.539030098898138, 0.02130021252154722
19.710951495742233, 0.02132949867523143
19.882872892586324, 0.021351313009553292
19.98446280890329, 0.02138458098718627
