T [K],vel [m/s],dist [m],X_AR,X_N2,X_HE,X_H2,X_H,X_O2,X_O,X_H2O,X_OH,X_OHV,X_H2O2,X_HO2,X_CO,X_CO2,X_HOCO,X_CH4,X_CH3,X_OCHO,X_C2H6,X_N,X_NO,X_NOV,X_NO2,X_N2O,X_NH3,X_HNO,X_HON,X_HONO,X_H2NO,X_NNH,X_NH2,X_NH,X_HNOH,X_NO3,X_HONO2,X_HNO3,X_N2H2,X_N2H3,X_N2H4,X_H2NN,X_NH2OH,X_HNO2,X_N2O4,X_N2O3,tau [ms]
551.483360349913,0.3024572892078221,0.0,5.145357003004337e-19,0.5888491353607611,-6.631788931192102e-18,-1.3032406857441122e-13,-3.9056023756425735e-15,0.1565295169946594,-4.719298455821897e-14,2.4591843943637704e-14,8.104470482522804e-19,-3.881415965527825e-14,5.729814048453447e-14,1.6758899904465233e-16,5.273768814223988e-19,4.197392754350369e-19,3.892930388321575e-19,5.70894056885384e-19,5.729852017423412e-19,3.8929303646824334e-19,3.8658112435883986e-19,-6.10135589912394e-14,3.60451141216332e-16,5.186593777721176e-19,2.3221145465202504e-16,-2.9368522402825214e-14,0.2546213476446468,5.246556775158535e-19,5.294950122785026e-19,-5.0562963215449984e-14,-4.8566992266199333e-14,5.200181609607652e-19,2.1285454123178144e-17,8.70115298126204e-19,-1.3499993381183916e-15,4.104129927918491e-19,9.917306019729802e-15,-4.046893675278162e-16,3.923512456714815e-14,1.6774222048274765e-15,1.1290409533015762e-14,2.061204570877523e-13,-7.055865775563543e-15,4.0242914091528456e-19,2.684073191872845e-19,2.878700723812966e-16,-437.2486320248152
551.4833603490267,0.30245728920739107,0.16000000000000003,-7.013013072646259e-19,0.5888491353607417,-1.0778679633124044e-17,-1.3033056279360775e-13,-1.2067225886226535e-20,0.15652951699444986,-7.702409123509573e-18,-1.227350313165961e-13,-1.0119489021113898e-19,-1.3802056171961293e-22,-5.657971568938421e-15,1.226646408107786e-13,-7.138303432930609e-19,-1.6097880614872773e-18,-1.1984187742609086e-24,-7.761807087423319e-19,-7.81222546333754e-19,-9.201932839079718e-25,-5.164085483894427e-19,-2.3799738808197053e-18,-6.077366658407297e-14,-7.135486833361866e-19,2.0636374408448978e-13,-2.937227863890449e-14,0.2546213476448936,-3.505918824264729e-18,-2.99975458897865e-23,-5.055279487370063e-14,-4.8798089451345096e-14,7.306655240518627e-28,9.923610399958992e-15,-1.1502807306812195e-21,-1.301976194224761e-15,-5.569760294319335e-19,9.910105567586777e-15,-4.056586525429136e-16,3.923365622834152e-14,1.6715865064878152e-15,-1.8032356109129615e-14,1.737097674628054e-17,-7.057599038851413e-15,-3.9312683792959584e-18,-9.79803764745496e-26,2.8722380813742127e-16,-312.4488552344981
551.4833603483003,0.3024572892070125,0.32000000000000006,4.730235148127519e-19,0.5888491353606795,-6.7581837479679604e-18,-1.3032695577117322e-13,5.5358825829281565e-24,0.15652951699446316,-5.675383070513968e-23,-1.228437374986906e-13,-7.903821076050382e-23,9.687823848685514e-27,2.4133761547615333e-14,6.3195403499439e-14,4.851670185594976e-19,1.1014012406518567e-18,2.0158436911782897e-24,5.251283346056035e-19,5.26989544767775e-19,1.5478449298184416e-24,3.5538561657873067e-19,-2.191613998242576e-23,-6.093333410629414e-14,4.766142034929155e-19,2.063795034578299e-13,-2.9370508105198277e-14,0.2546213476448665,-2.3818881700840916e-18,5.045639660732924e-23,-5.054461610374673e-14,-4.8787928199437233e-14,1.6839816725560527e-27,2.2115803421882169e-13,-4.183829783709732e-21,-1.2529469336140831e-15,3.7704079598647727e-19,9.904804896332995e-15,-4.0472765390633616e-16,3.923387893462436e-14,1.6702774938907427e-15,-1.2362865864416557e-13,1.5799791292464413e-21,-7.056863908344752e-15,-4.081295207217033e-18,-8.393765689378034e-26,2.878475304323438e-16,-187.64907844418096
551.4833603484825,0.30245728920710463,0.4,7.67258565193494e-19,0.5888491353606794,-5.821241788123144e-18,-1.303110499055318e-13,2.9590907533398017e-24,0.1565295169945018,6.002846175666523e-22,-1.228479590813645e-13,-3.428262883004269e-24,4.89442165813869e-27,6.278830970084705e-14,-1.4105354290132219e-14,7.854012480227043e-19,1.7846457148555935e-18,1.0183974808158444e-24,8.50147509222278e-19,8.536764510495848e-19,7.819646258258009e-25,5.754711692330909e-19,3.561544633050429e-23,-6.093785145461914e-14,7.746997290653921e-19,2.0637510415336806e-13,-2.936959652918514e-14,0.2546213476448663,-2.2658895708198234e-18,2.549391598295724e-23,-5.0539944130981375e-14,-4.8803285633506765e-14,4.998542865171728e-28,2.2158966649389265e-13,-9.257643886099761e-24,-1.2291820382427832e-15,6.129283347936524e-19,9.901924468596468e-15,-4.0449349736183195e-16,3.923414631547568e-14,1.6702492948631883e-15,-1.2389955795428297e-13,6.016768733845082e-23,-7.0567855636274365e-15,-4.115420242445946e-18,-8.823652710212551e-26,2.8800596135758427e-16,-125.24919004902246
551.4833603486968,0.30245728920721543,0.44,-4.2756938149121998e-19,0.5888491353606858,-9.878529119348643e-18,-1.2971107984009852e-13,-2.5074869387723478e-23,0.15652951699452877,-5.508063085097007e-22,-1.2285378773763499e-13,-1.0068821156620647e-23,-3.9647502160862203e-26,8.804817531899924e-14,-6.465454611941642e-14,-4.344683662076178e-19,-9.751450319596614e-19,-8.249457654074482e-24,-4.735279590172425e-19,-4.770010074356818e-19,-6.334271248318301e-24,-3.1207375479145954e-19,-2.8848752698035557e-22,-6.093090179516193e-14,-4.362030926166337e-19,2.063676219596934e-13,-2.937021516345334e-14,0.25462134764486916,-2.7996132414443233e-18,-2.0645920253756313e-22,-5.053931035159386e-14,-4.881785946642434e-14,-7.274424616115612e-27,1.986546904183409e-13,1.5843909760675693e-21,-1.218774211394326e-15,-3.3738081640866978e-19,9.899418860374462e-15,-4.054422485288965e-16,3.923303879154406e-14,1.6692528802444685e-15,-1.1248301733889916e-13,-4.033960067137091e-22,-7.058101256823899e-15,-4.3372899940186736e-18,-1.2850645979313048e-25,2.873706862293789e-16,-94.0492458514432
551.4833603489899,0.30245728920737724,0.48,-9.052352141976554e-19,0.588849135360677,-1.0660756603111345e-17,-9.683748424569828e-14,-1.1173812277288105e-23,0.1565295169945575,-5.607319263204589e-23,-1.2284718338713735e-13,2.1400218561651148e-23,-1.8000141613450937e-26,1.1913659682036255e-13,-1.2687713520981163e-13,-9.198723644566383e-19,-2.1275989184301175e-18,-3.745363259849831e-24,-9.89876491392431e-19,-9.953815757150891e-19,-2.8758304889440824e-24,-6.875427887740618e-19,-1.310162831638829e-22,-6.091270748839698e-14,-9.188287996809348e-19,2.0636275727336536e-13,-2.937032870820129e-14,0.2546213476448651,-2.9105433421245544e-18,-9.376522594332887e-23,-5.053772624499329e-14,-4.8834224300363954e-14,-3.477112477803926e-27,1.6340304874747365e-13,2.7113066211064908e-21,-1.20775529923156e-15,-7.345563981444438e-19,9.89746503735989e-15,-4.0583957364051506e-16,3.9232698826043385e-14,1.6689348089874075e-15,-9.490221768167178e-14,-1.8015044327533474e-22,-7.058690721152596e-15,-4.2735782197092245e-18,-1.089067233874177e-25,2.870897009414094e-16,-62.84930165386393
551.4833603491504,0.30245728920764847,0.5,7.033458361173517e-18,0.5888491353602902,1.550266839147063e-17,5.779775212045404e-13,3.3026905384171952e-22,0.15652951699447,1.3621307566763888e-20,-1.2276273142582082e-13,4.416378567468928e-22,5.1972195819272035e-25,1.3613218069261983e-13,-1.607979666959873e-13,7.183174911167653e-18,1.625251634512196e-17,1.081376454627134e-22,7.793429884124526e-18,7.833758960134223e-18,8.303267872713002e-23,5.2277674585825265e-18,3.781023809908622e-21,-6.086341747234235e-14,7.125361191848379e-18,2.0639104190337458e-13,-2.936386950001398e-14,0.25462134764469113,1.164644588107515e-18,2.7059464196667203e-21,-5.052596897143866e-14,-4.8833890138292143e-14,8.988323476100994e-26,1.4437313050208136e-13,6.156425197152669e-21,-1.1940013366737556e-15,5.6003693271402765e-18,9.903002658674246e-15,-3.995233576161331e-16,3.9240699030517626e-14,1.6757932728641058e-15,-8.534810044053603e-14,5.3982025375144985e-21,-7.050724622957077e-15,-2.0710990470021006e-18,3.7741055877903206e-25,2.9133434975340726e-16,-47.24932955507427
551.483360349233,0.3024572892096642,0.51,6.817099138836485e-18,0.5888491353561661,1.3104432078344489e-17,7.672195181689952e-12,1.44301130123549e-23,0.1565295169933664,9.294828554592355e-22,-1.22761006385707e-13,6.17622292888406e-23,2.2193379126982828e-26,1.4498768335466198e-13,-1.7852642785964946e-13,6.957366431456375e-18,1.5860136062895604e-17,4.6212133431358514e-24,7.526098023438641e-18,7.563512805745126e-18,3.547739313369395e-24,5.112202006877263e-18,1.6362827315620782e-22,-6.085744914691793e-14,6.902919206983207e-18,2.0638960380162613e-13,-2.936394587289731e-14,0.25462134764283834,-2.9415810550748823e-19,1.1713119187445207e-22,-5.052458469274507e-14,-4.8837796431806666e-14,3.57028026718351e-27,1.3457091104731284e-13,3.2746152629451203e-21,-1.1913920105397787e-15,5.466858967196852e-18,9.90248007974494e-15,-3.996566424112161e-16,3.924052178901667e-14,1.675665429000737e-15,-8.046021765989836e-14,2.426163637743243e-22,-7.0509725025265264e-15,-3.0987066092350204e-18,-7.253921666959329e-26,2.9127890597985135e-16,-39.449343505679416
551.4833603493155,0.30245728923801285,0.52,-5.934156539918828e-18,0.5888491352969432,-2.6343410248523636e-17,1.094825161942558e-10,-1.1170599381295292e-21,0.15652951697740003,-4.452309704429471e-20,-1.2285413380285142e-13,-1.3096929340390734e-21,-1.7600952304683685e-24,1.5418611991075728e-13,-1.9709575961574125e-13,-6.049963711118301e-18,-1.3835216923469764e-17,-3.662125940286171e-22,-6.537354650123764e-18,-6.570917790094395e-18,-2.81194900256362e-22,-4.46213013816632e-18,-1.2799788243458226e-20,-6.09099037382597e-14,-6.0126788599023845e-18,2.0634089043002738e-13,-2.9374129574406645e-14,0.25462134761623173,-1.0045714813983903e-17,-9.160506367386535e-21,-5.053879182361517e-14,-4.885416786292101e-14,-3.0569600345610055e-25,1.2469222631435414e-13,-7.353982573980004e-21,-1.2014983046355003e-15,-4.764551370463269e-18,9.891882901207061e-15,-4.0986484711053516e-16,3.922783230506197e-14,1.6647196334170248e-15,-7.563002257424863e-14,-1.8240782715331442e-20,-7.063877096536706e-15,-8.832266014230801e-18,-1.684496218983941e-24,2.843642640704899e-16,-31.649357456284612
551.4833603494055,0.3024572896442954,0.53,1.1095728284738051e-17,0.5888491344469788,2.6772645575882207e-17,1.5705923402725611e-09,1.4877352577633677e-21,0.1565295167481263,6.047292965634819e-20,-1.215084480400529e-13,1.858701642522309e-21,2.342170203631582e-24,1.6376709061210166e-13,-2.160738137432076e-13,1.1322429908966038e-17,2.5814366384550628e-17,4.873076375165947e-22,1.2248081804769218e-17,1.2309507953943767e-17,3.7417972729128254e-22,8.321131107793729e-18,1.7363812419830472e-20,-6.082746708804214e-14,1.123702004664953e-17,2.064042383257976e-13,-2.936041142539181e-14,0.2546213472343721,4.054615362920744e-18,1.2183403955118299e-20,-5.0519942705073306e-14,-4.883964688045825e-14,4.0625514265610138e-25,1.1544392224584144e-13,1.696863440641849e-20,-1.1813800463081839e-15,8.89764069099636e-18,9.905123436727407e-15,-3.962350052101076e-16,3.9245045756726384e-14,1.6793908471736967e-15,-7.088277845221156e-14,2.425947816756892e-20,-7.046703983935064e-15,3.912574235644419e-19,2.02570166870181e-24,2.935952150490522e-16,-23.84937140688981
