T [K],vel [m/s],dist [m],X_NO,X_NH3,X_H2,X_O2,X_H,X_O,X_OH,X_HO2,X_H2O,X_H2O2,X_NH2,X_NH,X_N,X_NNH,X_NH2OH,X_H2NO,X_HNOH,X_HNO,X_HON,X_NO2,X_HONO,X_HNO2,X_NO3,X_HONO2,X_N2O,X_N2H4,X_N2H3,X_N2H2,X_H2NN,X_AR,X_HE,X_N2,tau [ms]
552.9783505010298,0.23435826652666095,0.0,-1.5034125007419857e-14,0.25462134764459177,4.8510908123535725e-14,0.15652951699462614,-2.127837297494923e-14,2.2578861109374003e-14,-8.182267920893376e-19,-3.6895219948475455e-17,1.4207831590449076e-14,-1.6259768364602207e-14,3.782146320136719e-14,-8.78194546039553e-19,-2.8100456831319426e-14,-5.249720393578927e-19,-6.380196438434791e-15,1.8789346434545717e-15,-9.803955795043977e-15,-5.346496754159264e-19,-1.156546479136895e-18,2.7167410864800006e-17,-4.07457812418834e-15,-3.5869491682747404e-19,1.7253138556797578e-17,7.6463336305086e-15,5.537728662266311e-16,-4.203605196980807e-15,2.5485843480996645e-15,-1.5791234221205424e-14,1.9185376699738717e-14,-5.228038916538429e-19,-1.780607455444704e-18,0.588849135360748,-568.7547382515705
552.9783505008153,0.23435826652657588,0.16000000000000003,-4.315207449808887e-14,0.25462134764459743,4.8503369829461154e-14,0.15652951699465342,-1.2098212809385581e-20,-2.6524495512512724e-19,-3.1030684741006104e-21,-2.169096509605009e-14,8.698730503641806e-15,-1.630879531624826e-14,4.5952510009082375e-14,5.445131819312515e-24,-1.0383330694776544e-18,-2.6088744884639934e-29,-6.382329689094687e-15,8.694692943752087e-16,-8.783662700422336e-15,-4.7968289436199255e-20,-4.992685259801155e-19,1.9215924229747592e-14,-4.0713555331546595e-15,-1.097194158450995e-19,1.766113013067857e-17,7.645211476290413e-15,5.542831320919405e-16,-3.959791030127429e-15,2.286645551123724e-15,-1.5790591644320896e-14,1.250521563077629e-18,1.1868616509276358e-19,4.2054438082158476e-19,0.5888491353607355,-406.4825983906435
552.9783505007824,0.23435826652656197,0.32000000000000006,-4.315713301866154e-14,0.25462134764459643,4.8514916252298996e-14,0.15652951699465328,2.7054332155014873e-24,1.4609400564164514e-22,3.2115047525690675e-24,-2.2128132998010888e-14,8.704645606323545e-15,-1.6358768705614228e-14,5.3773107189690336e-14,-1.1052206814037824e-22,-1.6277825242610701e-24,8.568722366488101e-28,-6.384116959753563e-15,-3.257852920591128e-17,-7.868640094433385e-15,-7.94113496879063e-20,2.1505262030952642e-19,1.9217264755124e-14,-4.067822376679711e-15,-8.385697058097095e-20,1.8105486038568522e-17,7.644125843456776e-15,5.548633205674125e-16,-7.27625072316273e-15,1.802743302088843e-15,-1.5789896818100964e-14,1.152004570654063e-22,8.159502869607144e-19,2.782366521167472e-18,0.5888491353607331,-244.2104585297165
552.9783505004804,0.23435826652644245,0.4,-4.320798061931912e-14,0.25462134764458727,4.907278441660723e-14,0.15652951699464906,-3.767354872875434e-24,2.0199772376047824e-24,-5.083693813483598e-23,-2.347613308556118e-14,8.658361832489761e-15,-1.6386150233675345e-14,1.2470798112953347e-13,-2.775664513799447e-21,-5.051610239716802e-23,-1.281535253321738e-27,-6.3857814827191214e-15,-4.581134825184827e-16,-7.436893684290435e-15,-1.6060629385194486e-20,-2.792888509340234e-19,1.9215475146444722e-14,-4.067173320782631e-15,-1.7500741265395273e-19,1.7798081728959676e-17,7.643054793268977e-15,5.54512108852306e-16,-4.136742503582544e-14,4.3479431228761865e-16,-1.5790385678492245e-14,-9.956180121844814e-23,3.335234718252091e-19,1.1157023731283497e-18,0.5888491353607119,-163.07438859925304
552.9783505003305,0.23435826652638692,0.44,-4.323326101484574e-14,0.2546213476445782,6.664166899008196e-14,0.1565295169946445,-5.423939845139329e-24,1.325400874867743e-23,-4.9910230605508165e-23,-2.4425978380281047e-14,8.63534716363251e-15,-1.6400511506344885e-14,1.6001438884654808e-13,-2.7880008079548234e-21,-7.280303732633769e-23,-1.8334447158248802e-27,-6.386719965935628e-15,-6.645989751445203e-16,-7.227220171489379e-15,7.872958607225458e-20,-6.513709187133807e-19,1.9214295445657607e-14,-4.067034083499832e-15,-2.0887853023269093e-19,1.7570333632249382e-17,7.642445441099545e-15,5.542462607599924e-16,-5.807501127071307e-14,-5.252415199757051e-16,-1.5790751544873442e-14,-1.3858699028715358e-22,-2.924863356838823e-20,-2.33198303094794e-19,0.5888491353606913,-122.50635363402135
552.978350500208,0.23435826652649885,0.48,-4.3265653586673395e-14,0.2546213476443808,8.079275790943118e-13,0.1565295169945272,-4.5989802570588186e-23,-1.441227811695753e-21,-7.487076648405086e-23,-2.5615777973593773e-14,8.599589402623993e-15,-1.6418048377404492e-14,1.8898858930466064e-13,-2.780178031831646e-21,-6.205258133513999e-22,-1.4998929948857062e-26,-6.390108757494847e-15,-8.674833573602674e-16,-7.025851789880968e-15,-2.227873235572382e-19,-3.52220300897464e-18,1.920843022615528e-14,-4.0700802779216994e-15,-7.118998844617426e-19,1.5748267784904392e-17,7.640245428578319e-15,5.520112726288548e-16,-7.14117129742936e-14,-1.7069736533386423e-15,-1.579355597102388e-14,-8.277612507274647e-22,-2.8347769602695807e-18,-8.69321384973646e-18,0.5888491353602515,-81.93831866878965
552.9783505001557,0.2343582665290238,0.5,-4.3238039586149736e-14,0.2546213476412895,1.262884478129814e-11,0.15652951699267184,2.3180404677577737e-22,9.109040534589145e-21,1.842655256439787e-22,-2.6179801826253966e-14,8.6498131354705e-15,-1.641803171549145e-14,2.0166540155529517e-13,7.906288315762728e-22,3.129830293141104e-21,7.507385157654421e-26,-6.382964173953427e-15,-9.584139155517435e-16,-6.9178390273622075e-15,2.28261610936619e-18,3.998840601119819e-18,1.9221979564902577e-14,-4.0614557874933214e-15,1.8433524489658766e-18,2.0454473548944476e-17,7.644749565037468e-15,5.578857762651872e-16,-7.707041921152509e-14,-2.3370059113113685e-15,-1.5786227072964253e-14,3.807981189442118e-21,4.508707321726254e-18,1.533776473004615e-17,0.5888491353533716,-61.65430118617377
552.9783505001315,0.23435826654995395,0.51,-4.323888648061579e-14,0.2546213476158821,1.0983363885267262e-10,0.1565295169774183,4.21283024593144e-23,1.9529217407501192e-21,1.5341456416114083e-23,-2.6500826386076662e-14,8.689193573519964e-15,-1.6421481329143598e-14,2.074930471948027e-13,-1.3034067406153324e-21,5.688830679369812e-22,1.3522642671240855e-26,-6.38275745080707e-15,-1.006889969490505e-15,-6.867589269275017e-15,1.4118820828943268e-18,4.3415874069255235e-18,1.92225471840848e-14,-4.060135291884197e-15,1.2986046731581136e-18,2.0746397860087735e-17,7.644945549565947e-15,5.582168922260919e-16,-7.96580328956921e-14,-2.6655734538803356e-15,-1.578588580133908e-14,6.371911053405244e-22,4.850892947832075e-18,1.4298994405879826e-17,0.588849135296825,-51.51229244486577
552.9783505001118,0.23435826678651106,0.52,-4.3299498931474245e-14,0.25462134732884795,1.208006173349394e-09,0.15652951680509333,-8.060832093028657e-22,-3.01727773528704e-20,-7.533657005585445e-22,-2.6942735199611934e-14,9.92451545656658e-15,-1.6437984772097454e-14,2.127880467264703e-13,-1.1205533579094573e-20,-1.090072572802512e-20,-2.6201492023773976e-25,-6.395477935478291e-15,-1.067978493581929e-15,-6.8306237672469976e-15,-4.8518069993328366e-18,-8.415757990935793e-18,1.919885263779142e-14,-4.0726479023771306e-15,-4.5810378174478895e-18,1.2684965832603523e-17,7.636807063093824e-15,5.482321314176778e-16,-8.20539959795998e-14,-3.0150523619843985e-15,-1.5798328522418494e-14,-1.3559239196320407e-20,-7.613010051527575e-18,-2.4277320730521756e-17,0.5888491346580081,-41.37028370355789
552.9783505002306,0.23435826945914798,0.53,-4.325418441544165e-14,0.25462134408602816,1.3614626473555036e-08,0.15652951485825664,4.8690298254126025e-22,1.8066468176111068e-20,4.078380091141948e-22,-2.7216864461081872e-14,5.433659767643527e-14,-1.643012068038646e-14,2.1785843224576526e-13,3.984342847382589e-21,6.313643718385481e-21,1.5173012363156646e-25,-6.387645148904701e-15,-1.1035296958147727e-15,-6.773448160161029e-15,1.633192128009806e-18,-4.0644762015280894e-19,1.9213744964316245e-14,-4.066002166353886e-15,3.5534989352752827e-19,1.7597626212844945e-17,7.641612302519557e-15,5.549671205410898e-16,-8.418370362769914e-14,-3.3558736346567867e-15,-1.579050417095589e-14,7.731579050445472e-21,1.9305967555721493e-19,4.135897042197429e-18,0.5888491274409976,-31.22827496224989
