T [K],vel [m/s],dist [m],X_H,X_H2,X_O,X_OX,X_OH,X_OHX,X_H2O,X_O2,X_O2X,X_HO2,X_H2O2,X_O3,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_N2H2,X_N2H3,X_N2H4,X_NO,X_HNO,X_H2NO,X_HNOH,X_NH2OH,X_N2O,X_HNNO,X_NO2,X_HONO,X_NO3,X_HNO3,X_N2O3,X_N2O4,X_HE,X_AR,X_N2,tau [ms]
550.8789091646061,0.10879928420805178,0.0,-1.1738973743352343e-15,1.092607021893093e-14,5.957456713630585e-19,5.955578839308633e-19,7.421428598365417e-16,4.5289707806199324e-15,-2.511663596095324e-17,0.1565295169941289,4.4940443906133523e-13,8.67008581175636e-17,-4.865237360315349e-16,9.692223841371042e-19,-1.1101825240723907e-15,-8.447833008341807e-15,-4.607092393792648e-15,0.25462134764465455,3.9704118192111776e-19,1.864524705983653e-15,3.3302030417773737e-19,8.600215972228685e-20,-5.875743431555601e-17,4.050263883113233e-19,-1.3433794549189882e-15,1.0216431530227148e-14,3.415106144538043e-17,3.411163429251948e-17,3.0761894779086717e-19,-3.370677386400868e-17,7.000780048993341e-15,2.4503491833648484e-19,-1.2434625863570542e-15,2.0632004459287605e-19,-3.860999545360335e-15,1.2576720499122813e-18,3.7756811300133485e-19,0.5888491353607541,-38.13339084360008
550.8789088619734,0.1087992841483159,0.005000000000000001,-3.253472883794434e-23,3.8954459814412806e-13,2.2731666734253007e-20,-2.4106713994780706e-27,-1.7424135997968576e-21,1.3682073434610397e-23,-4.5534965312850175e-15,0.1565295168862618,1.0830773181220116e-10,2.07252714913431e-14,-1.0397189111544269e-14,2.2286871648734536e-16,-3.002097617698514e-20,-1.2184418838687218e-19,-8.118509845376808e-15,0.25462134764451444,-1.1775281395849703e-27,1.8633903703401142e-15,-3.1546183828345376e-26,-7.322266398153133e-17,-9.63464856408853e-15,4.728618834533092e-19,6.884872288453772e-16,8.16861275137067e-15,3.822274725681741e-17,3.3228727219775185e-17,-6.883291891587732e-20,-7.743406976305096e-15,7.009956017631123e-15,-9.215482046353001e-20,-1.2438522825619239e-15,-1.0959063478401585e-24,-1.0938510360014266e-23,-1.4504489506505968e-18,-3.9954318965373383e-19,0.5888491353605294,-27.296343116174423
550.878908834941,0.10879928414489137,0.010000000000000002,-7.288610493474226e-25,1.949525332220108e-11,5.319039469453072e-21,-1.4881246242583297e-26,5.557521196666816e-23,-9.069333207517906e-27,-4.4167022058595765e-15,0.15652951687382669,1.1785545291461219e-10,7.301777957357569e-14,-3.643784921091042e-14,6.44670628678963e-17,-9.364468174098833e-23,-6.580928341933395e-23,2.5963334531568348e-14,0.25462134763960986,-8.124674746234817e-27,1.858783207061236e-15,-2.436039332158991e-25,-1.608238264214785e-14,-9.645393481833988e-15,6.592956411637659e-19,2.306232173828782e-15,6.529162244921869e-15,3.9758206651174986e-17,2.9857207076249464e-17,-4.314734574593544e-19,-7.751595185187751e-15,7.0199338029013765e-15,-5.780920643106673e-19,-1.2452351945624673e-15,-1.4519977653443109e-24,-3.5810172545326986e-27,-8.343655250723397e-18,-2.674572819905152e-18,0.5888491353491715,-16.45929538874877
550.8789088321181,0.10879928418078053,0.0125,4.463840766371417e-24,3.8342029031325584e-10,4.694871017621186e-21,9.235449685954078e-26,8.179532078858683e-23,5.628544289244636e-26,-4.09121740155423e-15,0.15652951681847274,1.1863208230857402e-10,1.0700652626272387e-13,-5.3301365196701966e-14,4.704818408973137e-17,5.8807455300871255e-22,3.3933712572261416e-22,1.6408256752123023e-13,0.2546213475463591,5.15607163485084e-26,1.872080159979658e-15,1.2603182939595887e-24,-8.476425294196065e-14,-9.593132927442163e-15,2.552535917321978e-18,3.0397928776420915e-15,5.80855483811218e-15,4.907733423009843e-17,3.928019113068943e-17,1.9744918300942336e-18,-7.734748988683564e-15,7.032150613509107e-15,2.192612636389907e-18,-1.2404746154348418e-15,5.410043997160056e-25,2.222373121780106e-26,1.5117137576782932e-17,4.5829441797296534e-18,0.5888491351329875,-11.040771525035947
550.8789088315415,0.10879928453682355,0.01375,-2.13311987623602e-24,3.9404169030568705e-09,1.8130694324351403e-21,-5.557175181357627e-26,2.327948879350385e-23,-3.3868193960490673e-26,3.250950716616178e-15,0.15652951628517922,1.187409368560567e-10,1.2581847560124526e-13,-6.266865804917577e-14,2.4919409859331332e-17,-3.415742125488522e-22,-2.671199059716138e-22,2.4917717551731806e-13,0.2546213466350623,-3.0791395655047576e-26,1.868298462797995e-15,-1.01881142782293e-24,-1.2712625462957476e-13,-9.578515521564333e-15,2.0085148837512912e-18,3.3829763392816253e-15,5.463712725852014e-15,4.756270388603559e-17,3.78215350272603e-17,7.136730570988556e-20,-7.740611564546227e-15,7.033622159996587e-15,4.980181656442169e-19,-1.241938226903276e-15,-2.3177979461922304e-24,-1.3372563441938051e-26,6.591471780586421e-18,2.2294809120215765e-18,0.588849133020413,-8.331509593179534
550.8789088363593,0.10879928929780656,0.015,-3.99720644971803e-24,5.148077726091779e-08,-2.0038132223351715e-21,-2.2481661094649053e-25,-4.8338393719761564e-23,-1.3701434457524248e-25,3.3600360167705663e-13,0.15652950915926656,1.1877156117989502e-10,1.463579470383573e-13,-7.290057509343847e-14,-6.493387103666606e-18,-1.4314511584787516e-21,-9.59587417514654e-22,3.4818524354190943e-13,0.2546213344539478,-1.2500001612778386e-25,1.9083847361419696e-15,-3.633720380686365e-24,-1.7642963461176788e-13,-8.658127471142674e-15,1.2401711603617794e-18,3.793474225461687e-15,5.1338467055682806e-15,4.615184647633412e-17,5.429933846725816e-17,-3.5468507143068865e-18,-7.720962389983773e-15,7.03363413037116e-15,-3.4142986720879677e-18,-1.2472650506780468e-15,-5.583475995367417e-24,-5.409889671380703e-26,-1.4074117968264596e-17,-5.742329929338736e-18,0.5888491047866552,-5.622247661323125
550.8789089226938,0.10879931376618653,0.015625,8.249266553851689e-23,2.956951583192662e-07,1.0511599055311884e-20,8.30114911525877e-25,3.3259740976303604e-22,5.059122132211744e-25,6.041445769849823e-12,0.15652947255527555,1.1877825906839363e-10,1.5755273935826015e-13,-7.817835768525812e-14,5.161882223342145e-17,5.272877883006373e-21,3.305672617309893e-21,4.0388162522077344e-13,0.2546212718573981,4.625312985153467e-25,2.9215698187066684e-15,1.2089995529720759e-23,-2.0297291756999572e-13,8.091844520616622e-15,1.384854879145078e-17,5.574926086475499e-15,4.999018578229758e-15,1.6880871334117082e-16,6.522934584769088e-16,6.1251637245481586e-18,-6.867250891334e-15,7.119014884253148e-15,5.38409206444953e-18,-1.2372435847789126e-15,1.456761401664024e-23,1.9975549136220994e-25,2.880429520231636e-17,9.1703865902497e-18,0.5888489597670467,-4.267616695394917
550.8789096433162,0.10879938281793672,0.0159375,1.0920486793195356e-22,9.84012095076967e-07,-7.47319406197555e-21,-1.1614321219156776e-24,-3.00145066029109e-22,-7.078361839256961e-25,5.6373882998910946e-11,0.15652936939854561,1.1878022987444207e-10,1.6513014361690249e-13,-8.049603886648531e-14,8.027772851334585e-18,-7.327021236538227e-21,-4.753231065054029e-21,4.441469360572671e-13,0.2546210952603687,-6.43148968508425e-25,1.182567348344747e-14,-1.7710665169661123e-23,-2.156295108165802e-13,1.5708634508004455e-13,1.5053435449899255e-16,1.99975024395172e-14,4.9690701466964455e-15,1.1204653178111825e-15,7.298241094996078e-15,-1.0624173794111927e-18,1.5136165333900676e-15,7.936218498224979e-15,-6.385616367756992e-19,-1.2422234575964115e-15,-2.3510724910956377e-23,-2.7948228344235827e-25,1.3380504011607863e-17,9.16409140618398e-19,0.5888485511533126,-3.590301212430813
550.8789178818739,0.10879966631042585,0.01625,9.80196358469762e-22,3.8001387048173796e-06,4.022418211185435e-20,3.834664689973582e-24,1.5202093810134425e-21,2.3370294531982207e-24,6.651955882342252e-10,0.15652894746607354,1.1878151402370455e-10,1.9991572574613612e-13,-7.629959120190219e-14,1.463513668673437e-16,2.4398563114313403e-20,1.5454356174339962e-20,5.715396861834154e-13,0.2546203709880091,2.183858211243685e-24,1.22546670070834e-13,5.698671647599809e-23,-2.0824982314108802e-13,1.983622212580055e-12,3.610635190190161e-15,1.9587657096160647e-13,5.61601973569699e-15,1.298299577548782e-14,1.1077353627744223e-13,2.1374396708607785e-17,1.1969782820062896e-13,2.090237557842775e-14,1.950937798744648e-17,-1.2008471143518732e-15,7.199321206701774e-23,1.5438785827733223e-24,8.27228240120554e-17,3.3099771257708554e-17,0.5888468806201738,-2.912985729466709
550.8789542263229,0.10880014091874614,0.01640625,2.705955893184151e-21,8.472781408541991e-06,-7.195946623420941e-21,-2.0918515557528514e-24,4.837494007361144e-22,-1.2749827884322393e-24,3.5029076905510298e-09,0.15652824781410254,1.1878445089193797e-10,3.509552806315e-13,-3.197767596285035e-14,8.872455211486018e-17,-1.3286120800135965e-20,-8.515379929340005e-21,8.912155749048789e-13,0.254619162191729,-7.554978640585679e-25,6.511709858358146e-13,-3.135475584765711e-23,-8.067624276561324e-14,1.0597431448664445e-11,3.5021046558197635e-14,1.0250772635819578e-12,8.863424056075707e-15,6.910868822263797e-14,7.268364953445876e-13,1.073175723923784e-17,7.569356944778187e-13,9.875613449801664e-14,1.1748235688900168e-17,-1.0659080843224846e-15,-4.1258137630471413e-23,9.303969707176861e-26,3.6305670607882145e-17,2.0988574588352295e-17,0.5888441135759701,-2.5743279879846535
