T [K],vel [m/s],dist [m],X_AR,X_N2,X_HE,X_H2,X_H,X_O2,X_O,X_H2O,X_OH,X_H2O2,X_HO2,X_NO,X_N2O,X_NO2,X_HNO,X_HNO2,X_HONO,X_HONO2,X_N2H2,X_H2NN,X_NH2OH,X_HNOH,X_NH3,X_N2H4,X_N,X_NO3,X_NH,X_NNH,X_NH2,X_H2NO,X_N2H3,tau [ms]
550.8789639726715,0.12507379905517876,0.0,1.8409059114247807e-19,0.5888491353607622,5.556199950098443e-19,-9.568487086647053e-17,-9.45465339928637e-16,0.15652951699462878,6.281547151441026e-15,-1.847894744527089e-15,2.8998197780655233e-19,-1.7067747423412093e-15,1.87821990953044e-17,-2.3765851297578775e-17,3.5673746303808815e-16,-2.036282945756642e-17,-4.659058850008807e-16,-2.0455957330830284e-16,-2.4661867238560512e-15,-1.3950141645261547e-15,-2.383701298281582e-15,-4.647508720944491e-15,-7.50519926994505e-15,3.078939927741051e-14,0.25462134764460287,3.2686444849286647e-15,2.631072981423946e-19,1.4567566472738017e-19,-4.181222694082863e-15,1.8640844868038622e-19,1.7362358398506141e-16,-6.854027804733432e-15,-4.022499458999732e-17,-33.12306905493521
550.8789639725352,0.12507379905516333,0.005000000000000001,-1.4226527083481275e-18,0.5888491353606877,-4.775631860871951e-18,1.197984351884405e-13,-1.2310807523665926e-22,0.15652951699461443,2.7907371993483506e-18,3.861543529617359e-16,1.159816406854061e-21,-2.517431928826742e-15,3.829698713134113e-15,-4.681309165614488e-15,3.5544992754946084e-16,-4.69033132776706e-15,-9.801993237884546e-18,-2.0596916108020846e-16,-2.468018423715211e-15,-1.3962304236456037e-15,-2.385305202456543e-15,-2.573706142919302e-19,-7.489713734341407e-15,2.999531556942276e-14,0.2546213476445569,-3.4967702403473404e-15,-5.63170094930939e-23,-4.396537012510607e-19,-7.396854616032019e-19,-8.036645543218226e-27,2.193311659133212e-14,-5.9386831898449446e-15,-4.165806299463992e-17,-23.70401248391225
550.8789639721759,0.12507379905586327,0.010000000000000002,1.174801046464958e-18,0.5888491353567367,4.634785451855309e-18,6.871232729263017e-12,2.02910043119427e-24,0.1565295169935444,6.538484000154171e-21,3.997084498254127e-16,8.342950903085836e-25,-2.9024853242967834e-15,8.653757991329262e-15,-4.8129828808560946e-15,3.5748868544831424e-16,-4.788478756868598e-15,-1.6642325688586017e-18,-2.036834172576205e-16,-2.466163166278815e-15,-1.3941208588511755e-15,-2.382711732546431e-15,-5.706137467665965e-21,-7.470414043951365e-15,2.9224223602956005e-14,0.2546213476427781,-4.275121474867808e-14,9.541713939589009e-23,6.012929295351538e-19,-5.306325809330878e-21,1.3668686952329544e-26,1.0505095866879558e-13,-5.059649546677438e-15,-3.9622136138534485e-17,-14.284955912889293
550.8789639719406,0.12507379907229538,0.0125,8.544760028731034e-18,0.5888491352733078,2.673393470384023e-17,1.502578799798653e-10,1.3334293010640248e-23,0.15652951697103681,2.4916334759038608e-20,7.901409687709608e-16,4.0539091031651437e-23,-3.0863756181487354e-15,1.1165553624601617e-14,-4.837837415241906e-15,3.6341212609881602e-16,-4.8435918720670364e-15,-1.0971357454395344e-18,-1.9714823048022224e-16,-2.4598443191509227e-15,-1.3881730780365511e-15,-2.375345995619942e-15,-6.944962358032237e-21,-7.454737066965441e-15,2.88492222660887e-14,0.2546213476052963,-6.91710283240001e-14,6.194055551930666e-22,3.7019351897038586e-18,-2.9682158637488784e-21,8.897717774059742e-26,1.603645076463164e-13,-4.623568366782605e-15,-3.339273192063775e-17,-9.57542762737782
550.8789639718333,0.12507379925143683,0.01375,-5.335700022463464e-18,0.5888491343666535,-1.5292444638909445e-17,1.7087820513257002e-09,-4.8790372432498325e-23,0.15652951672646187,-7.819980692119044e-20,1.2047986376329064e-14,-1.9540804122819803e-22,-3.2096208783782405e-15,1.2302344504871495e-14,-4.940530988589923e-15,3.5230837797449327e-16,-4.910875410617381e-15,-2.0548458960350066e-18,-2.0944411088034388e-16,-2.472200900218616e-15,-1.3993028355141937e-15,-2.38893184803518e-15,-1.258291850004909e-20,-7.464555343147089e-15,2.864504870077521e-14,0.2546213471979725,-8.489980945741574e-14,-2.3111826187818e-21,-5.434905158144374e-18,-2.830093215081946e-20,-3.3237884358997093e-25,1.9288852852041458e-13,-4.425146767955218e-15,-4.5435761647874395e-17,-7.220663484622084
550.8789639732173,0.12507380190820253,0.015,2.5944349523513572e-17,0.5888491209244554,7.033003572098694e-17,2.481618016695305e-08,1.3091836812315482e-22,0.15652951310040095,1.9478616188177392e-19,5.176537323223458e-13,4.1836696062199017e-22,-3.273333609388429e-15,1.3892275905085417e-14,-4.707224785713713e-15,3.8287437878001813e-16,-4.893348782372414e-15,9.114851768279218e-19,-1.8146462659126027e-16,-2.4413784987858962e-15,-1.3739421257183342e-15,-2.3433480205219755e-15,-3.442765925129721e-21,-7.423188044794198e-15,2.8487692015684107e-14,0.2546213411583054,-1.0362768558381512e-13,5.3877893821980845e-21,1.4477098712844924e-17,3.2425837280495127e-20,7.745709641131945e-25,2.320124038251646e-13,-4.154901380223035e-15,-1.8376405916541845e-17,-4.865899341866347
550.8789640004024,0.1250738170168552,0.015625,-2.4630248816774565e-17,0.5888490445064452,-7.1412613989504e-17,1.5618450368627606e-07,-2.6139509199488e-22,0.15652949248699724,-5.964787401262752e-19,9.008764538684569e-12,-1.3760867130445042e-21,-3.164595089416204e-15,1.4298572743433427e-14,-2.985521838544999e-15,4.698425229735858e-16,-4.86058539486029e-15,-6.4741406797839914e-18,-2.2394948240959227e-16,-2.4176333076521184e-15,-1.4148178690040258e-15,-2.109028059793824e-15,-3.6902544086085824e-20,-7.35980617836299e-15,2.8344393460498743e-14,0.2546213068128911,-1.1433640125234596e-13,-1.7051948611182225e-20,-2.2174809827451445e-17,-1.513803314931628e-19,-2.4522558114185762e-24,2.535432110721251e-13,-3.5382534246336372e-15,-6.192604889493054e-17,-3.6885172704884774
550.8789642478106,0.12507386377885987,0.0159375,-2.6084822087551674e-18,0.5888488081925465,-8.675109403698908e-18,5.624597406158233e-07,6.935162867284475e-22,0.15652942874616957,4.8489223286933525e-19,8.247150835167013e-11,1.0786088372442382e-21,-8.206575717087888e-16,1.5624840454588323e-14,1.709379949084499e-14,2.1056307808168703e-15,-3.0388141379063326e-15,5.003633717397866e-18,-1.755591871834234e-16,-1.6085851382891473e-15,-1.396946453033522e-15,8.107554855476443e-16,7.024858788413447e-21,-6.205891717628303e-15,2.8342455308092714e-14,0.2546212005188724,-1.1954419140804904e-13,1.3770842947092298e-20,-4.105682835164853e-18,9.849558021534297e-20,1.9820282847059666e-24,2.663318841848681e-13,2.1893276851022786e-15,-3.910421190737051e-17,-3.099826234799541
550.8789673228835,0.1250740726255965,0.01625,7.849643988725064e-18,0.5888477551731541,-4.2809250611368175e-19,2.3732041715024214e-06,2.0613690131491293e-21,0.15652914475217047,3.498008134357991e-19,9.543786165965439e-10,7.662281892822114e-22,3.1115545344287385e-14,2.4342018215372128e-14,2.9088290671968463e-13,2.993098235922798e-14,2.49148957206007e-14,3.889683455289256e-17,2.8561594306445945e-16,1.0745757291039638e-14,-1.3845036729992946e-15,4.1097670996248574e-14,8.720151625362861e-22,9.346593747311212e-15,2.861734952480057e-14,0.25462072591538604,-1.2392187309436034e-13,9.710007654732077e-21,4.783084050420999e-18,6.57138005725132e-20,1.4011869747131474e-24,2.9364139856778423e-13,7.960675796310787e-14,3.252119145895565e-17,-2.5111351991106043
550.8790055372359,0.12507500880864827,0.0165625,-4.001382391531239e-17,0.5888430643357516,-1.4407167673552087e-16,1.044368533251635e-05,1.2022978618354448e-20,0.15652787999234002,-1.0146271236840572e-18,1.130297476110585e-08,-2.3012040098542748e-21,4.64927418051178e-13,1.2186606566676794e-13,4.040489672551657e-12,5.080813772726904e-13,4.602016758134799e-13,5.087621596204443e-16,7.301956440235701e-15,2.0371261441836454e-13,-1.3644530034779784e-15,6.008526403753338e-13,-5.408450240443476e-20,2.22910848483964e-13,3.278076433706427e-14,0.2546186006754583,-1.1046858581868217e-13,-2.9430194513007335e-20,-2.9822855983147357e-17,-2.508865579431127e-19,-4.1224174045515615e-24,4.522649874188722e-13,1.1380572987885158e-12,9.89744628493654e-16,-1.922444163421671
