T [K],vel [m/s],dist [m],X_AR,X_N2,X_HE,X_H2,X_H,X_O2,X_O,X_H2O,X_OH,X_H2O2,X_HO2,X_NO,X_N2O,X_NO2,X_HNO,X_HNO2,X_HONO,X_HONO2,X_N2H2,X_H2NN,X_NH2OH,X_HNOH,X_NH3,X_N2H4,X_N,X_NO3,X_NH,X_NNH,X_NH2,X_H2NO,X_N2H3,tau [ms]
550.8789639726715,0.10682821477897361,0.0,1.3764352285551379e-18,0.5888491353607539,4.603670078595185e-18,1.57726640624768e-14,-2.877619867839259e-15,0.15652951699463208,-1.6954768150096028e-16,-7.622381969612289e-16,2.1344773033220745e-18,4.0879503545670014e-16,4.0598074592036236e-17,1.0981516789060322e-17,-1.772456790948591e-17,2.183054651118378e-18,2.204769667629404e-16,-2.6433134655725275e-16,3.203244771558321e-15,1.5389053959556435e-16,-1.035121123656358e-15,1.9276594224456444e-16,1.7721180979182512e-16,-4.724307166932217e-15,0.2546213476446009,8.081180174104372e-16,1.9368892941562118e-18,1.0855371375645367e-18,1.4346848831199433e-15,1.3726123962206685e-18,3.648109693517907e-17,6.145363940666073e-16,1.1629486343303818e-17,-38.81722757562903
550.8789639726294,0.10682821477903152,0.005000000000000001,-8.332408857031531e-20,0.5888491353603623,-2.711333517970783e-19,6.867952027977822e-13,-7.900444113929224e-23,0.1565295169945204,-5.603831905158434e-20,5.038751618762784e-16,5.517907642669796e-22,-1.825979912961226e-15,6.736121051913849e-15,1.6764549433047181e-15,-1.8888634739610167e-17,1.9591114877676058e-16,3.29232664687318e-18,-2.656080469606164e-16,3.2019750927366505e-15,1.5272192810548594e-16,-1.0365785209561417e-15,9.481123620263598e-21,1.7269533071736652e-16,-4.585377415635382e-15,0.254621347644419,2.167286589623968e-15,-3.654353065763763e-24,-2.8999603257029957e-20,2.373252632834219e-19,-5.323901668139855e-28,3.703747022306612e-15,4.656124621210138e-16,1.0381422150181297e-17,-27.790432087053087
550.8789639724621,0.1068282147821794,0.010000000000000002,1.879818899782821e-18,0.5888491353415227,5.160074777332401e-18,3.3058045183400136e-11,3.557900371902288e-25,0.15652951698943057,3.2536004267124858e-21,5.781221890118989e-16,3.943896853949282e-24,-4.373792884677744e-15,1.7103448130073958e-14,1.6900266393635381e-15,-1.7297830321874442e-17,1.6166393592219904e-16,1.96812553365983e-19,-2.6385132311424255e-16,3.2037334589381178e-15,1.543003500892815e-16,-1.0346174257315453e-15,-1.728668282036278e-21,1.7172276098610912e-16,-4.447060373780831e-15,0.25462134763594996,-1.1904458641195409e-14,7.291888249416935e-23,5.736828669038507e-19,-1.190466848273603e-21,1.0486082497899539e-26,3.715936302643057e-14,3.30662662269591e-16,1.2018342937097508e-17,-16.76363659847714
550.8789639723853,0.10682821484006703,0.0125,-9.449273043580082e-18,0.5888491349984977,-2.9533013888290074e-17,6.227194451938668e-10,-3.9360965120177255e-24,0.15652951689689412,-2.7619528848990263e-20,4.108814104502218e-15,-6.554494866131107e-23,-5.643566996297948e-15,2.221292837242859e-14,1.6279734940420977e-15,-2.6381685309169412e-17,1.2058995673443533e-16,-1.8904467955447477e-19,-2.738731361735699e-16,3.1937301860163296e-15,1.4521743357700656e-16,-1.045868471874964e-15,-3.044358440287878e-21,1.5887093921961818e-16,-4.39124250027536e-15,0.25462134748183307,-1.919088379529771e-14,-8.090415451650675e-22,-4.5152602650823194e-18,-8.462171613399018e-21,-1.1630369077790115e-25,5.4333136475121145e-14,2.534617165302924e-16,2.2308902955070976e-18,-11.250238854189174
550.8789639726464,0.10682821538194745,0.01375,4.696934454839529e-18,0.5888491317886074,1.3134197402497579e-17,6.140645307599868e-09,1.0277533538004141e-23,0.15652951603101617,7.372753247675786e-20,1.0671098170076012e-13,1.6272019494327661e-22,-6.23431646285584e-15,2.4926963264289332e-14,1.7229641276200208e-15,-1.4143750987399717e-17,1.3743236006948426e-16,8.862053185946413e-19,-2.612988046725913e-16,3.2070881644593993e-15,1.5657992775415435e-16,-1.029722464177516e-15,6.933933828960817e-22,1.7404886101740342e-16,-4.3435331086821235e-15,0.2546213460395647,-2.3456111773986903e-14,2.048631230307289e-21,4.816752777695381e-18,1.4327667615380958e-20,2.945445751981098e-25,6.448464350428637e-14,2.3985974062560793e-16,1.4413229875894785e-17,-8.493539982045187
550.8789639849426,0.10682822232528089,0.015,-2.3358808693994346e-17,0.5888490906698287,-6.170447946071719e-17,7.68273761754988e-08,-1.7415776476603024e-23,0.156529504939364,-1.5094326113546528e-19,4.015175957967995e-12,-3.464895496418614e-22,-6.75417070435584e-15,2.729719594866956e-14,2.5624588115012777e-15,1.045378263376145e-17,1.4977745047193212e-16,-1.3654203628973528e-18,-2.8469789559841426e-16,3.2236894656762698e-15,1.337777052256385e-16,-9.666227799377869e-16,-9.119894839483697e-21,2.1700288352043048e-16,-4.337903272376752e-15,0.2546213275593465,-2.9224035991316143e-14,-4.31007480356407e-21,-1.2642548446876586e-17,-3.800476287345585e-20,-6.196844194793262e-25,7.714201869462574e-14,3.6993878965865685e-16,-9.932266665261495e-18,-5.7368411099012055
550.8789641720243,0.10682825657146815,0.015625,2.4074645814441154e-17,0.5888488880150681,6.535028986470221e-17,4.252346420877336e-07,9.251310500627669e-23,0.15652945027703066,5.073625979702244e-19,6.03988847475424e-11,1.14348435156924e-21,-5.381463388009184e-15,2.94339542370059e-14,1.9363055203391974e-14,1.0572979429472063e-15,1.7930945140015136e-15,6.502122909774183e-18,-2.1087090059057983e-16,4.0675586496336944e-15,1.7242079531438516e-16,6.319957152767611e-16,1.736049442853682e-20,1.475958909978559e-15,-4.259263741684882e-15,0.2546212364127554,-3.208216743536203e-14,1.4335387439114596e-20,2.1265922310579153e-17,1.1341128203438446e-19,2.0615214278024805e-24,8.529534493458283e-14,3.60625951606449e-15,3.2830027055667004e-17,-4.3584916738292065
550.8789656351759,0.10682834970740097,0.0159375,2.9135660789700904e-18,0.588848338025319,-1.7914904507372474e-18,1.3709670920045688e-06,2.4429864337066847e-23,0.15652930194672351,-3.916535662592047e-19,4.811650849366806e-10,-8.800760947896977e-22,8.031285953848141e-15,3.295480436644739e-14,1.6220058093136112e-13,1.2001675010609483e-14,1.7105809961245863e-14,1.0673440660548563e-17,8.201171620817674e-17,1.196456820577601e-14,1.5750849305326167e-16,1.4203994380568916e-14,-1.994848727172935e-20,1.1950595116056845e-14,-4.151079554963095e-15,0.25462098857934135,-3.369347398230273e-14,-1.1279432553823714e-20,4.101828252650712e-18,-8.837397596536871e-20,-1.6220144035733876e-24,9.517655120516662e-14,3.1272471822687253e-14,3.085169033116229e-17,-3.669316955793214
550.8789813786182,0.10682871968594444,0.01625,-2.1919242068176115e-17,0.5888461651438368,-5.512474604429653e-17,5.1090587745847506e-06,3.766518555456033e-22,0.15652871608076874,-6.146472683438903e-19,4.808092464177032e-09,-1.3872656925638014e-21,1.6726414186585756e-13,6.590058002867233e-14,1.8553911118249476e-12,1.7451780500719904e-13,2.2364501518218543e-13,1.4937263753024218e-16,4.265064326150038e-15,1.1880368810220343e-13,1.6488402602715926e-16,1.7752589682874393e-13,-2.740861589075115e-20,1.3667931123504242e-13,-2.7309741187312544e-15,0.25462000490513104,-3.114888387379323e-14,-1.7507452468869988e-20,-1.5124944647998114e-17,-1.44652877606148e-19,-2.5010335512476064e-24,1.4644072925548702e-13,3.590696103483295e-13,2.32613552468176e-16,-2.9801422377572147
550.8791507721736,0.10683020206973265,0.0165625,3.499851603757695e-17,0.5888375864631284,7.548443258561002e-17,1.988412777518629e-05,6.707030242608875e-21,0.15652640415694538,1.243895278680165e-18,4.9303485284206805e-08,3.2131085359194268e-21,2.0387073961980683e-12,4.1984618361286797e-13,2.1915773448475892e-11,2.5846976377558576e-12,3.0028038524046256e-12,1.9137218451597348e-15,6.109174485064314e-14,1.561480433745209e-12,6.294288731009984e-16,2.140481596436428e-12,5.561640889890955e-20,1.619504505107065e-12,1.433343631796942e-14,0.25461607590850466,2.5248700691958324e-14,3.5159947415887195e-20,2.983294733828679e-17,2.89580815246473e-19,5.764242844487887e-24,5.318380630922158e-13,4.239388987853331e-12,3.3854052431174576e-15,-2.2909675197212156
550.879855399478,0.1068326657192407,0.01671875,3.0773774511131055e-17,0.5888238343341378,3.033053167878581e-17,4.363072324337522e-05,4.7007499152887297e-20,0.15652270021606599,7.260268191092029e-19,2.2645019137031108e-07,9.461903646594935e-21,1.051317835326001e-11,1.8769543092888684e-12,1.1353839352037764e-10,1.6287592127089256e-11,1.7368842375660195e-11,1.158119843722783e-14,3.55614402670327e-13,9.045007311817374e-12,3.0100457044954604e-15,1.1231160049693629e-11,5.419338131152713e-20,8.413611393216651e-12,9.186328413053052e-14,0.25460960806357735,3.406092530405761e-13,1.9896738360016318e-20,3.18052860412509e-17,1.791537872928045e-19,1.48270242405084e-23,1.7394956657386336e-12,2.1947088193566078e-11,1.990700297531185e-14,-1.9463801607032192
550.8839979780369,0.10683921853059906,0.016875,-9.766673150641382e-17,0.5887899578607356,-1.8820132717253998e-16,0.00010243308615358133,4.549832265989528e-19,0.15651357510149838,-7.856600715821402e-18,1.2258255594875162e-06,2.347405436824434e-19,6.451004274081563e-11,1.0549470797312899e-11,7.021139877842837e-10,1.2472964210393248e-10,1.211718071092894e-10,1.0172327671026362e-13,2.490760744127934e-12,6.329855796621218e-11,2.1795701750178215e-14,7.039471034874154e-11,-9.235099004137158e-20,5.218498000097968e-11,5.887721359530051e-13,0.25459280676818785,2.8689044043278317e-12,-2.3806015595535247e-19,-5.459053709782239e-17,-1.8116968578342826e-18,2.718124762820373e-22,7.200118697048371e-12,1.3549747865718942e-10,1.4261691284876254e-13,-1.6017928016852228
550.893647709219,0.10684712358979247,0.016953125,2.67743819469363e-17,0.5887546161762052,2.4649424433801174e-17,0.00016438658449205443,1.7819496432032396e-18,0.15650402361110938,1.3616916369406766e-17,3.4649642034379738e-06,2.246880623049456e-18,2.002792680574884e-10,3.043482448939804e-11,2.1934357929919887e-09,4.6010075381020563e-10,4.153876888375892e-10,5.419365137004516e-13,8.562948582301778e-12,2.1757356940323348e-10,8.048510076680408e-14,2.2218115986379406e-10,2.1371652187197955e-18,1.6340543947969806e-10,1.846090387839826e-12,0.2545735042985944,1.0848410852685733e-11,3.9615793962954223e-19,9.143381273768748e-17,3.2304933987104643e-18,2.3802944350873336e-21,1.748929709089753e-11,4.227272556497242e-10,5.004927461710649e-13,-1.429499122176228
550.9268288836126,0.10686398479047705,0.01703125,-1.0783629486812459e-17,0.5886941629830091,-9.60723059592817e-17,0.0002720676648779761,7.898036366078878e-18,0.15648749326840428,4.538747962652555e-18,1.0900129233010184e-05,2.4626366676280345e-17,7.007020939602081e-10,9.843757358618102e-11,7.728528389906485e-09,1.9547031281003057e-09,1.6252152915765124e-09,3.332746217412345e-12,3.360870980669743e-11,8.538816209815102e-10,3.4211263376959376e-13,7.919644262037736e-10,1.4631464827943487e-17,5.772617502289751e-10,6.504118838572339e-12,0.254535359997244,4.719097666635355e-11,7.466696834291882e-20,1.830027400795869e-16,8.326768863539886e-19,2.1901231105478963e-20,4.676774099352213e-11,1.4867814914908778e-09,2.009139851130803e-12,-1.2572054426672197
551.0408828235858,0.1069040593732727,0.017109375000000003,-2.463377180937411e-16,0.5885921062314589,-4.081675934399499e-16,0.0004592205556289151,3.802880758969252e-17,0.15645860976307882,-2.3284214819248487e-17,3.558529151735247e-05,2.917276240711249e-16,2.544897455126344e-09,3.247360028385545e-10,2.8266969841111142e-08,8.614348650622233e-09,6.598148981438345e-09,2.223457758912804e-11,1.3690456243846158e-10,3.477773647084956e-09,1.5103617952794193e-12,2.9305436068092855e-09,1.5195559168944785e-16,2.1170189125082607e-09,2.3768807732526466e-11,0.254454417317808,2.1277937385295195e-10,-9.279415709255413e-19,2.9351870895899033e-16,-5.704158978421084e-18,2.2692300066586005e-19,1.3261254531380387e-10,5.427888752333514e-09,8.371681242064269e-12,-1.0849117631582181
551.4326017757156,0.10701082051814051,0.0171875,5.0134956485185963e-17,0.5884239964392629,2.0843952001757942e-16,0.0007844679884950941,1.96659970457223e-16,0.15640647496579393,8.32470913977359e-18,0.00011750624481674118,3.4185643931560823e-15,9.338131400874093e-09,1.0407236111933375e-09,1.0443769138353611e-07,3.827390794235419e-08,2.701608810787807e-08,1.5378658146848088e-10,5.627861540768664e-10,1.4290465983097754e-08,6.726049208780385e-12,1.09541317058469e-08,1.7224729867963919e-15,7.843357187963643e-09,8.78386754665261e-11,0.2542673189395954,9.669054404785675e-10,-1.0588964026892166e-18,1.2108664510931371e-15,2.1417383456141415e-18,2.4998598386542432e-18,3.951719656349648e-10,2.0019100332285494e-08,3.5216452375908826e-11,-0.9126180836492235
551.9855003479809,0.10714163009034548,0.0172265625,1.0204342674983198e-15,0.5883039880674276,1.2186412859713394e-15,0.0010371038410398362,4.974060165034505e-16,0.15636160261740148,3.841660980855267e-16,0.00022963011880640076,1.3195022889166611e-14,1.9563848783931124e-08,1.9133790733732108e-09,2.198488583123286e-07,9.148008701008863e-08,6.092871683822853e-08,5.123954212017559e-10,1.2742132162747697e-09,3.232668568916377e-08,1.6102312565186154e-11,2.3239497444389986e-08,6.971761054369874e-15,1.654052672650732e-08,1.8541756126008722e-10,0.2540671622637191,2.347725379774926e-09,1.1192751393258742e-17,2.618100352514274e-15,1.1261243961311771e-16,9.877799332685259e-18,7.41668891544775e-10,4.209133353064498e-08,8.112351718544986e-11,-0.8264712438947261
553.208322722341,0.10741078548501921,0.017265625,-2.8826376048428313e-16,0.5881574074125453,-9.768636800598448e-16,0.00138296065560542,1.3434481085881913e-15,0.15628861596314203,4.9796152227029605e-18,0.00047134172731249404,5.5287447802986125e-14,4.346919598450862e-08,3.6055611036925504e-09,4.912333622617887e-07,2.3629668186456353e-07,1.472163699961195e-07,1.7034496614442601e-09,3.0935611430989527e-09,7.837934923674878e-08,4.166296170223842e-11,5.23854739218544e-08,3.0897666047537134e-14,3.702981876741869e-08,4.1626357360952585e-10,0.2536984776352613,6.174713280605535e-09,-6.917244901351112e-18,2.374422606314841e-15,7.065198709666323e-17,4.303711794007904e-17,1.447100028270582e-09,9.391243093189756e-08,2.010505237685248e-10,-0.7403244041402288
555.9045996286546,0.10797760771629916,0.0173046875,-1.1413893865110987e-15,0.5879919819076775,-1.80468414441038e-15,0.0018564058585887621,3.854687429579542e-15,0.1561568195270169,1.2249245175938807e-17,0.0009911502157403584,2.357279446397769e-13,9.921634937869041e-08,6.756613544632807e-09,1.1282446974891036e-06,6.293981877555638e-07,3.6597247697682986e-07,5.587710348576293e-09,7.732844276170254e-09,1.954976171080337e-07,1.1115014561380181e-10,1.213806053465559e-07,1.4226342193467385e-13,8.518968441890467e-08,9.649559405660739e-10,0.2530007609322699,1.675169745549597e-08,-2.129788779638868e-17,2.5690848371795133e-15,2.9151497471416115e-16,1.9621701324871645e-16,2.8759186910248882e-09,2.1536323012656926e-07,5.145859507722144e-10,-0.6541775643857315
