T [K],vel [m/s],dist [m],X_NH3,X_NO2,X_NO,X_N2O,X_H2,X_O2,X_O3,X_H,X_O,X_OH,X_HO2,X_H2O,X_H2O2,X_CO,X_CO2,X_HOCO,X_CH2O,X_HCO,X_NH2,X_NH,X_N,X_NNH,X_N2H4,X_N2H3,X_tHNNH,X_cHNNH,X_H2NN,X_NH2OH,X_H2NO,X_HNOH,X_HNO,X_HON,X_HONO,X_HNO2,X_NO3,X_HONO2,X_H2NCO,X_HNCO,X_NCO,X_AR,X_HE,X_N2,tau [ms]
550.8789639726715,0.2888622002601207,0.0,0.25462134764458244,-3.0588075239173105e-18,-1.9020491598024494e-14,6.775626774643363e-15,1.6382241215879012e-14,0.15652951699462034,-9.68367725324018e-20,1.8894089745306315e-14,3.590606271351283e-14,-2.0020263088703178e-19,-3.4883116040587806e-18,-2.666533213703686e-15,7.020239147291461e-15,2.0459336675162717e-15,-3.2440308129443227e-18,-9.619554381912542e-20,-1.9355872632408225e-15,-1.0533391515610819e-19,1.900045752663183e-15,5.719585780507516e-14,-9.966024785908933e-16,-1.2851573653237694e-19,9.734995576684e-15,-2.1602469003625896e-14,1.4412958908888562e-14,-9.150133039238999e-16,-3.136590308294387e-15,4.253199601296888e-15,3.5077940147585935e-14,-1.1860231022746681e-13,4.490037596017122e-15,-1.3149353226286272e-19,3.830951705749169e-15,9.594812826389872e-16,2.4097281280125736e-15,5.5094263521321e-15,-8.968932282164925e-20,-8.751728654702542e-16,-4.011668020787363e-16,-1.283590709239994e-19,-4.366083944158586e-19,0.5888491353607407,-458.93536005833454
550.8789639701824,0.28886220025891984,0.16000000000000003,0.2546213476443601,-3.03531369974752e-15,3.988842236564315e-14,6.7755080320385025e-15,1.6394309588513245e-14,0.15652951699450035,4.4184155748223936e-20,1.3160436084888783e-20,2.1361691133181287e-18,6.487947973931878e-20,-2.394025605352396e-15,9.034188407070113e-14,2.019242803389357e-14,2.04620541028365e-15,-3.048793565325342e-18,1.0737454152914116e-26,-1.9354339580496468e-15,6.657274647541494e-27,8.826241068121251e-13,1.2231404815096846e-18,-5.0218015724673474e-20,-2.107525923361044e-27,-3.6702023133649573e-13,-2.159717486820454e-14,1.441328176987895e-14,-9.148262406522407e-16,-2.472915880338257e-19,4.2067262192711425e-15,2.899433014635009e-14,-1.125581740347435e-13,1.360985783479708e-15,6.0484524544978e-20,3.830895631852589e-15,9.597043036958437e-16,2.410251606837206e-15,5.508817482943869e-15,1.0567774877577964e-20,-8.750315633312683e-16,-4.0100812998698845e-16,5.900255679352623e-20,2.0604857460692267e-19,0.5888491353605305,-327.95258928183455
550.8789639719687,0.28886220025979414,0.32000000000000006,0.25462134764441124,-2.988495037076894e-15,4.116460415818959e-14,6.7755497801606e-15,1.6395303865498873e-14,0.1565295169945367,1.8532781538611095e-19,4.5949063051079605e-25,1.1050059113384943e-21,6.682399536840242e-22,-1.257838246896238e-14,9.134163752764767e-14,2.672862940560811e-14,2.0466533222815317e-15,-2.757609413380341e-18,3.482310488701333e-26,-1.935280861046009e-15,2.1596782252378942e-26,4.581219641690603e-13,6.3927346209520964e-21,1.1299456205313728e-23,-8.114678042913714e-28,-1.5331320516768467e-13,-2.1590984442197655e-14,1.4413512624072665e-14,-9.1464022116299e-16,3.850009516148473e-21,4.1624246455214e-15,2.3235758317770512e-14,-1.067695341633283e-13,3.9611070512287447e-16,2.5085041926617243e-19,3.8308554790472344e-15,9.598003933495648e-16,2.4107284874916187e-15,5.508209306057975e-15,3.6570033670667684e-20,-8.748861069437905e-16,-4.008538411202778e-16,2.4494771325625147e-19,7.919983076298323e-19,0.5888491353606561,-196.96981850533467
550.8789639727378,0.2888622002601712,0.4,0.2546213476444334,-2.9809935578376495e-15,4.1501869388052485e-14,6.774133555986343e-15,1.640924085114047e-14,0.15652951699455153,-1.1315936795387937e-18,-1.6858565267908008e-23,-6.900643668349893e-23,4.351977969573869e-22,-1.5032611079035346e-14,9.166037108367063e-14,2.857857656508276e-14,2.0427219807320363e-15,-5.4780821576128116e-18,-6.357042469216176e-25,-1.9367115947320847e-15,-3.9431353514079686e-25,2.7392948004660814e-13,5.397292492328847e-21,-2.525540712694186e-22,-5.9478402980850575e-27,-6.051942114268608e-14,-2.158942605841801e-14,1.4411738391610617e-14,-9.163836490495124e-16,1.4250374406581764e-21,4.138947250126603e-15,2.0431996098781372e-14,-1.0394099141375257e-13,1.752727773987522e-16,-1.5383318348583284e-18,3.829530041105476e-15,9.585330720201523e-16,2.4098030719918486e-15,5.506750805174883e-15,-4.824201360652135e-19,-8.762845126267697e-16,-4.0225574137296944e-16,-1.5015285219202794e-18,-5.093039304910936e-18,0.5888491353607105,-131.47843311708473
550.8789639730197,0.2888622002603087,0.44,0.25462134764444116,-2.9762197372356154e-15,4.161917331013185e-14,6.774909955730824e-15,1.720010796932623e-14,0.1565295169945566,-3.8933843546802015e-19,1.8524349611853568e-23,1.1586007778995169e-21,3.3426986871965635e-22,-1.560099331643376e-14,9.178356841205397e-14,2.917693230843793e-14,2.0446345139625657e-15,-3.94389430874803e-18,7.102652995364203e-25,-1.935904591002014e-15,4.4055642531216235e-25,2.0617962252579176e-13,4.22168399921942e-21,2.820987980167816e-22,5.8566626971445986e-27,-2.6279045131164043e-14,-2.158705491629286e-14,1.4412697271011658e-14,-9.153981331094495e-16,1.2879855684000877e-21,4.1292202481925876e-15,1.905116360523406e-14,-1.025416514912491e-13,1.069725662111949e-16,-5.26867278107173e-19,3.8301854042333235e-15,9.592171253647864e-16,2.4105062566940106e-15,5.507185968684314e-15,1.1968862759099808e-19,-8.754972639702328e-16,-4.0146381120643336e-16,-5.144715802289492e-19,-1.6874719839344612e-18,0.5888491353607301,-98.73274042295976
550.8789639732103,0.2888622002604135,0.48,0.2546213476444357,-2.970782244668532e-15,4.1698348648000106e-14,6.776310099788597e-15,5.821550278105865e-14,0.15652951699455342,9.451683930212816e-19,3.510324834759252e-23,1.7016105612751045e-21,2.273091646609036e-22,-1.5550864052824732e-14,9.186786213690727e-14,2.947088792240606e-14,2.0484208331840743e-15,-1.1943946388618067e-18,1.3415825558872553e-24,-1.9344597803131122e-15,8.321457086867859e-25,1.6001552957658452e-13,3.0592011885387288e-21,5.329750432423887e-22,1.1360581897153452e-26,-2.854198276914988e-15,-2.1584019869129614e-14,1.4414410097510415e-14,-9.136540578550537e-16,1.3248024515474588e-21,4.1203898796512966e-15,1.7690033243248048e-14,-1.0115961056437011e-13,6.429930446269052e-17,1.2602005417701414e-18,3.831401556337526e-15,9.604628370323683e-16,2.411710657498173e-15,5.508122264331206e-15,7.951853030419165e-19,-8.740855658410703e-16,-4.000450324768303e-16,1.2322176584155376e-18,3.509611173989709e-18,0.5888491353607199,-65.98704772883485
550.8789639732853,0.28886220026066406,0.5,0.2546213476442273,-2.982046373206434e-15,4.1695250469684967e-14,6.77070379439671e-15,8.645342351249765e-13,0.15652951699442824,-4.366299790798144e-18,-2.7557844851348214e-22,-1.0407129227892158e-20,-1.1691901846588461e-22,-1.545165670536741e-14,9.18414524966085e-14,2.953485552284756e-14,2.0344293624069774e-15,-1.2149278226891923e-17,-1.050676578316665e-23,-1.9402182617028897e-15,-6.517081253499496e-24,1.4146387319798858e-13,1.3191327550992742e-22,-4.172484588560321e-21,-9.062763440842243e-26,6.537064599431281e-15,-2.1589263357222878e-14,1.4407416036900266e-14,-9.206315447491577e-16,-4.122725887629536e-21,4.1080665682843565e-15,1.7006149654750096e-14,-1.0048105326626756e-13,4.18236945773094e-17,-5.893709302045855e-18,3.826373427839939e-15,9.554497676484508e-16,2.407305476196949e-15,5.503594749758652e-15,-3.056940629782263e-18,-8.797121565399791e-16,-4.0569549764200486e-16,-5.756406924949091e-18,-1.8332283915528183e-17,0.5888491353602566,-49.614201381772304
550.8789639733193,0.288862200262839,0.51,0.2546213476421036,-2.970042391229575e-15,4.1734627885027937e-14,6.775968849355723e-15,8.993360030209001e-12,0.15652951699315296,6.224411651157295e-19,5.112200149168216e-22,2.01132755664392e-20,5.832033610006034e-22,-1.5266928677858727e-14,9.19012862209839e-14,2.955901093783606e-14,2.046829380679592e-15,-1.8522125735513926e-18,1.950380848183153e-23,-1.9348042531106795e-15,1.209775529810636e-23,1.3332070451678584e-13,5.914115255438726e-21,7.739281658460212e-21,1.6759124523406332e-25,1.0735167258145954e-14,-2.158322925548045e-14,1.441398588661662e-14,-9.140531902612778e-16,9.339016768482797e-21,4.11209810901205e-15,1.667566736825472e-14,-1.0013267402363412e-13,4.0608942057188155e-17,8.536275890134867e-19,3.831061887309416e-15,9.601457463739194e-16,2.41149519572587e-15,5.507708592874538e-15,1.3543815516414708e-18,-8.744240089736811e-16,-4.00384031975971e-16,8.325337639133862e-19,3.0806030892328207e-18,0.5888491353555301,-41.427778208241065
550.8789639733491,0.288862200292586,0.52,0.2546213476128413,-2.971765179475494e-15,4.173994095505003e-14,6.774991448190808e-15,1.209657912293166e-10,0.15652951697558207,-3.066756981333145e-19,-1.0273142309920729e-22,-3.709157476908022e-21,-9.264092546502502e-24,-1.5121733596316243e-14,9.193019151840979e-14,2.955775712981585e-14,2.044720872261623e-15,-3.759463706800448e-18,-3.9270625962064216e-24,-1.935805315061435e-15,-2.4359180973960926e-24,1.25970215727022e-13,9.947535586954907e-22,-1.5524064154865073e-21,-3.3671447136145127e-26,1.4484777571563202e-14,-2.1583887888147275e-14,1.4412785334131372e-14,-9.152453886849447e-16,-1.2731218442257157e-21,4.108277213737829e-15,1.6338445269569465e-14,-9.979330932697372e-14,3.28666157120023e-17,-3.6579599125266004e-19,3.830171654539115e-15,9.592630541691888e-16,2.410728788162437e-15,5.506877722629229e-15,3.977581827465616e-19,-8.754031428030717e-16,-4.0136861355134506e-16,-3.6152341775368654e-19,1.304641326580796e-19,0.5888491352903944,-33.24135503470982
550.8789639733793,0.28886220070215823,0.53,0.2546213472097467,-2.9592402598169656e-15,4.177852701982504e-14,6.780545501046132e-15,1.6633608136160412e-09,0.15652951673354132,4.955732120170862e-18,5.462797754122064e-22,2.141638883062912e-20,5.651532763519417e-22,-1.4862214683490168e-14,9.320875979467373e-14,2.9547689838785265e-14,2.0582975767657377e-15,7.092892134071362e-18,2.0806980040433593e-23,-1.930100945907175e-15,1.2906056476041959e-23,1.1955524368143534e-13,5.766937938138332e-21,8.258257626139138e-21,1.78784962251833e-25,1.782167494845022e-14,-2.157755304745741e-14,1.4419712072852963e-14,-9.08331635355682e-16,9.7680991662706e-21,4.11265703664254e-15,1.6010701927965428e-14,-9.944680461124856e-14,3.302489427736429e-17,6.715791579244107e-18,3.835121736223467e-15,9.642206298598518e-16,2.415156484828379e-15,5.511229197906229e-15,4.493288957808187e-18,-8.698182199720375e-16,-3.9578194131253733e-16,6.55714824811203e-18,2.1191326271955654e-17,0.588849134393136,-25.054931861178574
