T [K],vel [m/s],dist [m],X_AR,X_N2,X_H,X_H2,X_HE,X_O,X_OH,X_H2O,X_HO2,X_H2O2,X_O2,X_OH*,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_N2H2,X_N2H3,X_N2H4,X_H2NN,X_NO,X_N2O,X_NO2,X_HNO,X_HON,X_HONO,X_H2NO,X_HNOH,X_NH2OH,X_HNO2,X_HONO2,X_NO3,X_HNO3,X_CO,X_CO2,X_CH4,X_C2H6,tau [ms]
551.2216387611246,0.26253346054326165,0.0,-6.577901175662445e-19,0.5888491353607176,-1.830966443497846e-15,3.048499122618733e-14,-2.2399667259823132e-18,3.24927581225535e-16,-1.0329381830595735e-18,2.414655875165431e-14,-5.222189391577938e-18,8.540757252323949e-16,0.15652951699462755,-2.2344409255331677e-15,1.0260076935866095e-14,-1.1086983129192748e-18,9.626941295423266e-17,0.25462134764459415,-6.626822363707625e-19,-1.8096416059796852e-15,-3.682694954119537e-16,1.82282323789141e-15,-1.8907689034099398e-17,-5.569666827523303e-17,5.654039602175836e-17,-6.067548510679175e-19,-6.749214664803802e-19,-6.747491912484191e-19,-3.1557788134603985e-16,-3.827225905385269e-16,-2.265086664207148e-16,-1.9408218789929763e-18,-5.177244962392132e-19,8.107506042189495e-18,-1.8919559066340197e-16,-5.801907660988301e-19,-6.712281981906128e-19,-5.278682309358237e-19,-7.283831740811197e-19,-4.931767463678731e-19,-506.16004379826006
551.2216387610071,0.2625334605432106,0.16000000000000003,7.004452699239289e-19,0.5888491353607093,-3.9028134028035126e-22,3.1387341210923614e-14,2.389117141210914e-18,5.788312439044048e-19,4.997458928589442e-21,3.245585798104404e-14,-1.86291087895277e-15,8.375533093286716e-16,0.15652951699461737,-1.2148771748206461e-23,4.0187303968687944e-19,-3.3810812268764725e-21,4.1115838271967204e-14,0.25462134764456884,4.029598830979104e-27,-1.9804035486720317e-15,3.611654770147322e-15,-9.988481520428748e-15,-1.4562890433793635e-21,1.0104912919415312e-14,5.762404488924101e-17,-1.7344296653283224e-17,-1.1548041237110195e-19,2.6151460287322812e-23,-3.140086682799446e-16,-3.4283533780918823e-16,-2.0341952423439942e-16,-6.009848582659846e-19,3.542999619785523e-20,9.125097487589629e-18,-6.467609002099145e-20,-1.8796013731990192e-16,7.151488697498382e-19,5.626431012431697e-19,7.764036036277374e-19,5.25434435515036e-19,-361.7368161012382
551.2216387607272,0.262533460543084,0.32000000000000006,-5.579035211808922e-19,0.5888491353606912,-4.841103356245688e-24,3.352221298356196e-14,-1.9382706055476594e-18,-7.003226430930989e-23,-1.5879460470426887e-23,3.2428759402636225e-14,-1.8294131813616217e-15,8.159175721819218e-16,0.15652951699461287,-1.0844227816514452e-26,-5.657309679142341e-23,-8.418988531642391e-22,9.866266420350883e-14,0.254621347644557,8.79552815304115e-28,-2.18114463722857e-15,8.408494241267859e-15,-4.0048720044809275e-14,-7.291151726702334e-23,1.0073570871631704e-14,5.662381921670412e-17,-2.1135981730332862e-17,-1.2411882579344615e-19,-4.666979636301299e-23,-3.158203599779838e-16,-3.530818148823774e-16,-1.849438307826051e-16,-1.9020652285940056e-18,-1.2588460593366382e-19,8.180421378663946e-18,-2.8038372013307727e-22,-1.8960408890356212e-16,-5.693700143536531e-19,-4.469384637405792e-19,-6.182732627134579e-19,-4.173996398842361e-19,-217.31358840421632
551.2216387607468,0.2625334605430931,0.4,-1.4830008312868685e-18,0.588849135360693,-7.256211036454772e-24,3.458463780509907e-14,-5.148072548524898e-18,-1.5698419761416623e-22,9.228180738622687e-24,3.243520049353669e-14,-1.80757504478363e-15,8.044551364642436e-16,0.15652951699461348,-1.5962730136800896e-26,-1.0647029577072846e-22,9.548174228252367e-22,9.08422034566365e-14,0.2546213476445562,-1.5034397972496139e-28,-2.2587387227422926e-15,1.037837940468326e-14,-3.672859997334e-14,-1.083390488524955e-22,1.0085875409749335e-14,5.588868661569684e-17,-2.377630994780852e-17,-8.7674450705306e-20,-6.87007962427e-23,-3.1720775498407674e-16,-3.6463196519830436e-16,-1.7646274195245582e-16,-2.850984029160895e-18,-1.8675836267187397e-19,7.487087922486602e-18,-3.8007361321319194e-22,-1.9076813599534267e-16,-1.5137931149727546e-18,-1.1884947236876823e-18,-1.644080124746973e-18,-1.1097615077702215e-18,-145.1019745557054
551.2216387607962,0.26253346054311555,0.44,-2.625357924552328e-18,0.588849135360695,-1.901611967618043e-23,3.789924830616667e-14,-8.793632308159423e-18,-6.493749284801762e-22,1.866328780962872e-24,3.243502103353891e-14,-1.80207797118412e-15,7.980160815669596e-16,0.156529516994614,-4.0871964145993394e-26,-2.7259380320581477e-22,1.3068574104243098e-21,7.799213646385849e-14,0.25462134764455635,-5.374182571663732e-27,-2.289016322237927e-15,1.1181893518955117e-14,-3.055496120332403e-14,-3.242499878581336e-22,1.0092542167541743e-14,5.497453960568172e-17,-2.6955532849662607e-17,-2.0101721809703543e-19,-1.7589328968215593e-22,-3.188214059302079e-16,-3.717777404759568e-16,-1.7300804932878863e-16,-4.011792665715954e-18,-3.777843896123054e-19,6.6240237940178375e-18,-9.725392589021237e-22,-1.922310906989115e-16,-2.679181433894717e-18,-2.1104501498135527e-18,-2.9060913576378718e-18,-1.972126408019389e-18,-108.99616763144998
551.2216387608546,0.26253346054317456,0.48,2.0515630269730386e-18,0.5888491353606192,7.67961089029562e-23,1.7555026031749039e-13,7.305477103755953e-18,3.34114011383864e-21,1.092605005259082e-22,3.248443984541628e-14,-1.7513668218978945e-15,8.011249718265068e-16,0.15652951699459353,1.6205188917920621e-25,1.080691676122553e-21,1.4983560271329164e-21,6.357926836883277e-14,0.2546213476445216,3.699746676028419e-26,-2.3000528968356847e-15,1.1788228965519554e-14,-2.3502271324517493e-14,1.4123925445431248e-21,1.0120966785858008e-14,5.869297352227126e-17,-1.4387631524542718e-17,8.393094213397189e-19,6.97330956911343e-22,-3.1290154464993226e-16,-3.7229146037629623e-16,-1.6387670462612353e-16,7.071652844806457e-19,1.0532905438901855e-18,1.012873953779602e-17,3.8529438299905414e-21,-1.8628453374351185e-16,2.0950994637044292e-18,1.6411423540901634e-18,2.2780383403294427e-18,1.5312396204195686e-18,-72.89036070719452
551.2216387608821,0.26253346054377985,0.5,4.938836765913407e-18,0.5888491353591916,9.40101344731399e-23,2.6328705997320902e-12,1.6723865608659795e-17,4.104100013891225e-21,1.5246398502999732e-22,3.251844203637498e-14,-1.7207893362908025e-15,8.032387017701004e-16,0.15652951699420836,1.9852854883401596e-25,1.3241311029837364e-21,2.6895540783901123e-21,5.685307270600272e-14,0.25462134764388,4.4598592952096166e-26,-2.304923583144966e-15,1.2043224879731308e-14,-2.019761832662354e-14,1.7236398980288044e-21,1.014197867457219e-14,6.099813165980815e-17,-6.602121590046731e-18,1.1901152350540947e-18,8.544042498873563e-22,-3.089033667484144e-16,-3.7180322748178427e-16,-1.5882159511573592e-16,3.62064287756834e-18,1.6126971466974876e-18,1.2303386917883132e-17,4.7257307224315494e-21,-1.8258484757252402e-16,5.041219519782648e-18,3.966505850332019e-18,5.4712989591051826e-18,3.705064397326724e-18,-54.83745724506678
551.2216387608952,0.26253346054924115,0.51,4.791449785961593e-18,0.5888491353460437,2.0596734232955963e-24,2.5235959916638304e-11,1.5370647230362068e-17,1.0519588303145148e-22,-1.9175202544259218e-23,3.252042108365818e-14,-1.7196413679190826e-15,8.026637879288705e-16,0.15652951699066164,3.703800095252084e-27,2.540460848450751e-23,-9.395216767215556e-22,5.362740249479884e-14,0.2546213476379731,3.886767123518237e-27,-2.3060604133994132e-15,1.215627580776172e-14,-1.8625200021799428e-14,5.2081704612966553e-23,1.0140139859000013e-14,6.09010902954728e-17,-6.985363883156455e-18,4.868134851730587e-19,1.6361240414214792e-23,-3.0849246164367e-16,-3.7314419496326395e-16,-1.5791931515676748e-16,3.468864978740636e-18,1.0123589529869192e-18,1.2216115216975759e-17,1.0957414470098924e-22,-1.827081278767437e-16,4.888187918428464e-18,3.8678955253430055e-18,5.293463563560467e-18,3.618003358411333e-18,-45.811005514002915
551.2216387609071,0.2625334606179703,0.52,-1.1668174743382505e-18,0.5888491351803891,-4.145266818253305e-22,3.1000016894848475e-10,-2.567484862390293e-18,-1.7358169854051078e-20,-4.977003980253127e-22,3.26760508813414e-14,-1.7699354764602791e-15,7.961812964231512e-16,0.15652951694597542,-8.789416822811768e-25,-5.858343655830688e-21,-2.6070986494422643e-21,5.060575735770975e-14,0.2546213475635516,-1.8055308001632667e-25,-2.3159131978344924e-15,1.2248737346497289e-14,-1.719279743154475e-14,-7.51745651817707e-21,1.0116552541980269e-14,5.610101126537534e-17,-2.325252737298831e-17,-2.726990557042415e-18,-3.780468344251416e-21,-3.144686720274226e-16,-3.803671793353151e-16,-1.6288961749072925e-16,-2.5488465063607387e-18,-2.5046574559521978e-18,7.677051195004915e-18,-2.0816553271613823e-20,-1.9044522088341662e-16,-1.1860251715872852e-18,-9.733269107945058e-19,-1.2656302573706234e-18,-9.187899651604394e-19,-36.78455378293904
551.221638760943,0.26253346148381046,0.53,1.0827303707816346e-17,0.5888491330933735,8.936491895083447e-22,3.897609710040429e-09,2.921616624308886e-17,3.733214284575579e-20,1.006904725609539e-21,4.060509744834116e-14,-1.663624622986636e-15,8.095639104723759e-16,0.15652951638299115,1.888026779677767e-24,1.2577943177836868e-20,2.817096484760283e-21,4.8087197803248075e-14,0.2546213466259345,3.976250375247204e-25,-2.297036224442275e-15,1.2301185119907531e-14,-1.5846915760369616e-14,1.6189592357100216e-20,1.0160388240589497e-14,6.59190382055494e-17,9.653023166747143e-18,4.688627593590415e-18,8.117521755098101e-21,-3.024548609024233e-16,-3.683147002043344e-16,-1.4970884857790887e-16,9.558774318310345e-18,4.827902520084938e-18,1.6944990851516505e-17,4.457912960283268e-20,-1.7456171493263631e-16,1.1027104653611714e-17,8.88228116611957e-18,1.1857339609534529e-17,8.345060259411262e-18,-27.75810205187512
