T [K],vel [m/s],dist [m],X_AR,X_N2,X_H,X_H2,X_HE,X_O,X_OH,X_H2O,X_HO2,X_H2O2,X_O2,X_OH*,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_N2H2,X_N2H3,X_N2H4,X_H2NN,X_NO,X_N2O,X_NO2,X_HNO,X_HON,X_HONO,X_H2NO,X_HNOH,X_NH2OH,X_HNO2,X_HONO2,X_NO3,X_HNO3,X_CO,X_CO2,X_CH4,X_C2H6,tau [ms]
551.2216387611246,0.15668363380072775,0.0,4.957640936790824e-21,0.5888491353607705,2.982260033886634e-20,5.891643253680518e-16,1.769563424981138e-20,7.910353932995316e-21,7.765167957695153e-21,7.098542429243167e-18,-1.0187144306814192e-16,-1.7633046279196843e-16,0.1565295169946302,7.765172906241067e-21,7.040750510510075e-21,8.33572173748811e-21,1.7052653404620494e-17,0.25462134764459904,4.9782669284744204e-21,-8.34579532047158e-20,5.039210733522414e-18,-7.40318728293971e-18,4.9389157131059286e-21,4.205770170847267e-21,1.2866052230356181e-19,6.744546194366579e-21,5.065925392259354e-21,5.069032494569098e-21,3.865926762880453e-21,-6.60656310047243e-20,5.009929731994491e-21,7.250706652378443e-19,3.888820045584268e-21,3.715419270497289e-21,3.1510738929483546e-21,3.1482121079354485e-21,5.060939602294248e-21,3.9769186109499315e-21,5.4952499563484495e-21,3.7137043884817356e-21,-527.8124529475191
551.2216387425827,0.15668363379562603,0.1,5.319877274824777e-20,0.588849135360256,-2.2467479035548094e-20,8.091877606055887e-13,1.0920151675864283e-18,-1.6815228467186745e-22,-1.6148500650814326e-23,3.3911299013525756e-14,-5.066632870293336e-13,-8.824350675777585e-13,0.15652951699588338,2.2367800371827946e-29,1.4851269616383953e-25,2.215477958794826e-24,5.353272701682479e-14,0.2546213476443684,-2.2557193560039046e-27,-4.566561734842601e-16,3.0380155982352786e-14,-4.939347676908604e-14,4.812693251808158e-23,-4.061507334732705e-18,8.268626550205616e-16,1.3899842240414385e-17,-1.553116814680359e-20,9.582623240438309e-26,-1.7607805947124895e-19,-3.579659797381094e-16,-1.1519295155541006e-19,3.766646233257642e-15,1.8025046289712327e-21,3.908167103855508e-20,5.302163256624256e-25,3.623153440703447e-20,5.473456348218325e-20,4.3671971871040914e-20,5.85333543904938e-20,4.027386667812585e-20,-377.039460253391
551.2216387633104,0.15668363380160175,0.2,-3.812459215318709e-20,0.5888491353596668,3.167218848644569e-26,9.765782175788373e-13,7.7892519861418655e-19,3.4701149607258993e-20,4.628483592702246e-20,1.609353111202029e-12,9.908201111465127e-13,-1.6127801295479184e-12,0.15652951699495363,4.0572839313204774e-22,5.4652149131594246e-21,1.6075378751845071e-22,3.6707387541197294e-13,0.2546213476422988,-3.5001386794806643e-28,-2.5577108006287972e-15,2.282926182413499e-13,5.163209879491928e-13,5.345673369679986e-21,2.4828664549217974e-15,8.268760028697776e-16,1.3433466927996275e-15,-1.187570500852505e-18,-1.5896403778581107e-25,-1.9039107485252435e-15,1.4239081424135961e-15,4.754945139392283e-19,3.766547240847996e-15,-1.563807756206783e-19,-1.482396810212965e-17,-4.087981405670493e-21,-2.6949042508637454e-16,-3.848565420545746e-20,-2.961538177802963e-20,-4.267021423610371e-20,-2.8172671512747487e-20,-226.26646755926282
551.2216387536611,0.1566836337989871,0.25,-2.3732158139013977e-20,0.5888491353591593,2.1362221619316307e-27,1.3618424239689415e-12,8.260530356506638e-19,2.0975856925480814e-21,9.684279975024744e-22,1.625683863027656e-12,1.4088765442099304e-12,-1.8157238792234758e-12,0.15652951699459022,1.1894947299512129e-29,9.888154671185693e-26,-1.7832485686587747e-21,1.6946075121842102e-12,0.2546213476416066,-3.8920021014513093e-28,-7.0359770890207074e-15,6.744044272248266e-13,-3.2783445653730524e-13,3.369912408954557e-20,2.0379884696817775e-15,8.292345952013728e-16,6.105803480007226e-15,7.371487353543189e-19,5.0052495326103696e-26,-1.9023320959053184e-15,1.8208134753590565e-14,5.3527233535615955e-18,3.766598377101488e-15,-1.593478856671403e-19,-1.4806448131105215e-17,5.386521108134523e-26,-2.693489426604098e-16,-2.379993883335349e-20,-1.802307471110519e-20,-2.6752676042122167e-20,-1.7335452790439542e-20,-150.87997121219877
551.2216387478318,0.15668363379740982,0.275,-2.7989202719323584e-19,0.5888491353588396,-6.299665049975531e-26,1.6442916624402217e-12,-4.917560731513101e-20,3.0839680044746763e-21,1.5512775361373454e-21,1.6387697618212993e-12,1.5257614996495238e-12,-1.873148850112035e-12,0.15652951699443327,-4.237817645308329e-28,-2.8136723311165963e-24,-2.2436155467820955e-21,2.4857460869430265e-12,0.25462134764112737,-6.210904368553189e-28,-1.03167264886105e-14,9.99928345185179e-13,-8.581178388553977e-13,7.329305883632445e-20,1.8070027815356628e-15,8.324024479132632e-16,1.1279031166590803e-14,1.349012963019249e-18,-1.8155227399560815e-24,-1.9013747135353617e-15,3.1544174950784195e-14,9.298198975669526e-18,3.766378302384374e-15,-1.9086315575078888e-19,-1.499522141002243e-17,-1.0188790741470371e-23,-2.696122587264141e-16,-2.85272860761886e-19,-2.236489671013877e-19,-3.1058344803043523e-19,-2.0939341988357294e-19,-113.18672303866667
551.2216387431203,0.15668363379612846,0.3,4.8591006207460664e-20,0.5888491353585941,9.245783723037691e-26,1.98071158228176e-12,1.0779700999210427e-18,3.738536353552755e-21,1.914906175049713e-21,1.6549318401845754e-12,1.5607779378959654e-12,-1.891000665406835e-12,0.15652951699433346,5.5740033684377745e-28,3.700803157773337e-24,-1.6825194993503928e-21,2.9620087201366472e-12,0.25462134764061606,-6.0337600554251975e-28,-1.446450406156943e-14,1.389423472946887e-12,-1.257763627533158e-12,1.213886530585761e-19,1.766190756569706e-15,8.399442804393924e-16,1.9837256489161224e-14,2.149721820423284e-18,2.3879454059717544e-24,-1.8987588801631553e-15,4.781103188802091e-14,5.306564539031717e-17,3.766813941106412e-15,-1.2494665750676085e-19,-1.4745591147231772e-17,1.3043364281655774e-23,-2.6913221563582785e-16,5.00350606791484e-20,3.994488105762727e-20,5.3449631622424756e-20,3.678570276902938e-20,-75.49347486513469
551.2216387409657,0.15668363379554148,0.3125,1.8381050666090812e-19,0.5888491353584842,6.759480862898037e-26,2.1592404267582045e-12,1.5797373243473986e-18,3.977298634602131e-21,2.03782073435056e-21,1.6635341910983854e-12,1.5596214730216928e-12,-1.890855850431585e-12,0.15652951699429546,3.943383156126316e-28,2.618231144076313e-24,-1.4887898847517692e-21,3.144069625751076e-12,0.25462134764035377,-7.4835701493013715e-28,-1.6736964344742594e-14,1.5966467850139602e-12,-1.4346865698523947e-12,1.4806960996257382e-19,1.7876196065987234e-15,8.449617288444963e-16,2.5054266972457928e-14,2.565575593785267e-18,1.6894111101000355e-24,-1.8972186742799845e-15,5.6430294973700687e-14,4.8036945152459636e-17,3.767008615898537e-15,-1.2512251485906312e-19,-1.464341993223543e-17,9.170562136831553e-24,-2.689313805521731e-16,1.8816211250455705e-19,1.4771826923594972e-19,2.0385758478606388e-19,1.372543623336134e-19,-56.64685077836867
551.2216387398904,0.1566836337952485,0.31875,1.3672795816811884e-18,0.5888491353584292,1.2220150387293173e-24,2.2510286486257476e-12,5.587334448417877e-18,4.2371058351832474e-21,2.0942287510495663e-21,1.667956563237881e-12,1.5546156139682472e-12,-1.888625627371642e-12,0.1565295169942785,7.752719445185684e-27,5.1472590175133124e-23,-1.4424655174124187e-21,3.232440556059768e-12,0.2546213476402197,8.386336915491935e-28,-1.792116969712446e-14,1.7032804466509703e-12,-1.5230341699315096e-12,1.6246175360322384e-19,1.8109827263930404e-15,8.48722402563772e-16,2.791785479297887e-14,2.8216903943597745e-18,3.321277986769594e-23,-1.8949895708917916e-15,6.084660905641782e-14,4.7115869951860287e-17,3.76823525713382e-15,2.393163532002688e-19,-1.3754073098254015e-17,1.8355520221420803e-22,-2.674075107144384e-16,1.3960863165776111e-18,1.0984012759373381e-18,1.5146504922259622e-18,1.0253790250927617e-18,-47.223538734985695
551.2216387387141,0.1566836337949281,0.32499999999999996,5.286931186270678e-19,0.5888491353583669,-8.389910136080605e-25,2.3459077162295703e-12,2.6528899303245537e-18,4.106598176479822e-21,2.141037937652889e-21,1.6724760102315154e-12,1.5454241091488442e-12,-1.8843934040882672e-12,0.15652951699426143,-5.393980628252737e-27,-3.581063209230408e-23,-1.7169381944369777e-21,3.3410724246753524e-12,0.25462134764007893,-2.1472422134827887e-27,-1.9159820394316565e-14,1.813520021562131e-12,-1.6230119418989466e-12,1.7866786299971478e-19,1.822275898718469e-15,8.513002708152175e-16,3.106281028510707e-14,2.9495188475814885e-18,-2.310697845660359e-23,-1.8949978248051875e-15,6.538156950835229e-14,4.480367711656435e-17,3.767420546632927e-15,-2.6484354624075725e-19,-1.438072444864825e-17,-1.279788353476764e-22,-2.6845545932835397e-16,5.399268358486204e-19,4.265932425980826e-19,5.844624445006166e-19,3.982373055343522e-19,-37.80022669160271
551.2216387372092,0.1566836337945197,0.33124999999999993,-2.5824747248814072e-18,0.5888491353582842,-4.619459815043784e-22,2.4456854036468556e-12,-7.884476848096621e-18,3.998959264435229e-21,2.214828742042567e-21,1.677149163951009e-12,1.5327601468305576e-12,-1.8798865305557965e-12,0.15652951699424167,-2.0466063617550616e-26,-1.3588106855303735e-22,-2.397789841432421e-21,3.5144686345689058e-12,0.25462134763992406,-5.601455884583476e-27,-2.0459706635044986e-14,1.929200888527643e-12,-1.7578400293772705e-12,1.997949481529024e-19,1.804008534542103e-15,8.526180372780974e-16,3.457472040602704e-14,3.0569154334601863e-18,-8.767744793577705e-23,-1.8980574226285185e-15,7.011095461277358e-14,4.105946458528753e-17,3.764311241197222e-15,-1.2176544493053397e-18,-1.6715719824803096e-17,-4.852660124287937e-22,-2.7240564653116656e-16,-2.635529421544574e-18,-2.0726222525028596e-18,-2.86141929543843e-18,-1.9365241550854162e-18,-28.37691464821973
