T [K],vel [m/s],dist [m],X_H,X_H2,X_O,X_OX,X_OH,X_OHX,X_H2O,X_O2,X_O2X,X_HO2,X_H2O2,X_O3,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_N2H2,X_N2H3,X_N2H4,X_NO,X_HNO,X_H2NO,X_HNOH,X_NH2OH,X_N2O,X_HNNO,X_NO2,X_HONO,X_NO3,X_HNO3,X_N2O3,X_N2O4,X_HE,X_AR,X_N2,tau [ms]
550.8789091646061,0.12268678047397265,0.0,-4.3615580813816235e-20,-2.435043130883468e-17,-1.1170089262580584e-20,-1.1171304878496631e-20,-8.975231274042498e-21,-8.975215969882174e-21,-7.556989523411972e-19,0.15652951699459225,2.1822009156708727e-14,-1.3679233887722522e-16,6.383635543642955e-17,-1.127410625666513e-22,-1.0525362106560666e-20,-1.2477205201040392e-20,3.928935014298671e-16,0.25462134764457894,-7.427957033244939e-21,-4.803109447260297e-20,-6.224946465454401e-21,-9.39499023626799e-17,2.848408241629128e-19,-6.5012248266984186e-21,-1.1385057450003547e-18,-7.81182601728799e-21,1.3388508165968793e-19,-3.2065155034906364e-21,-5.753781968506225e-21,-6.546366137659634e-21,-5.7845444633837006e-21,-4.5808719516870594e-21,-4.580372527904099e-21,-3.850145238594765e-21,-3.763666606860453e-21,-2.4393546400328388e-20,-7.111789654620643e-21,0.5888491353608067,-672.9591197392958
550.878908830828,0.12268678039969523,0.1,3.8737050339615764e-22,-2.704963786037391e-14,3.21188926380102e-21,-1.263260117016903e-29,-5.275550962759052e-23,-7.698963912001964e-30,-3.0450906102920507e-15,0.15652951687676783,1.1813907202206918e-10,-7.372195613956407e-13,3.7512040611625024e-13,2.8763882877187896e-17,-8.044517970269478e-26,-9.055417114652774e-24,9.801253050677989e-13,0.25462134764449224,2.903188407622002e-28,-1.671976887114713e-16,-9.96689737616524e-25,-5.074296633664484e-13,1.1882143714285254e-15,4.138422047712478e-18,-4.593622490863576e-15,-1.3695859885963376e-18,5.852331481789646e-16,1.3209756332590167e-17,-4.520010606402148e-22,-5.077147694977456e-19,-4.183771631569057e-19,-3.5934538278996123e-22,-5.577606341215338e-20,3.303281502489205e-27,-1.9034900789511675e-29,-1.2241877066439244e-19,-3.5813838901583993e-20,0.5888491353605233,-480.7286645584352
550.8789088302334,0.12268678039953569,0.2,-1.314824089816893e-26,-2.7049661397398952e-14,-4.143696612734636e-22,-4.1678587513911544e-30,-2.36685522088944e-23,-2.54010446961737e-30,-5.405403539146265e-15,0.15652951687601757,1.187801070182516e-10,-4.176997321836592e-13,2.059247296254964e-13,-3.549203629737701e-18,-1.0823671218313969e-21,3.9613594039503696e-24,5.150105975601225e-13,0.25462134764456984,-2.5052007217835256e-28,-7.639379438984548e-17,-4.722366866064814e-25,-2.8438161846193235e-13,1.7740492700028946e-15,2.4785867162079313e-18,-5.358279998984811e-15,-1.846029894168657e-18,5.850873644620375e-16,1.3356607214304069e-17,-1.5642627206850665e-22,6.16152585545438e-16,-6.51854555425415e-16,2.792896486637329e-22,-9.73295990934732e-17,2.0072510157911875e-23,2.619813881088721e-26,-1.6600844913280014e-19,-4.9034379212267025e-20,0.5888491353606493,-288.49820937757454
550.8789088095367,0.12268678039522371,0.25,1.0376567598311446e-25,-2.7048713916116747e-14,1.0002344682472437e-20,2.150806972942766e-28,1.4987124556511729e-22,1.3108091850025733e-28,-2.060787977477887e-15,0.156529516875516,1.1878353587259527e-10,-1.9023657146835416e-13,9.372609561464011e-14,8.900488487508807e-17,1.3665696416038653e-24,-8.515640270567689e-23,5.36295776737694e-12,0.25462134764395056,1.357891936215309e-27,-1.1732961305965217e-15,-1.3124201731223436e-23,-2.7079281575569338e-12,6.7988778259916575e-15,3.286800748362557e-17,-6.765176465886012e-15,-2.1668870812900338e-18,5.852972211286394e-16,1.510849257232686e-17,7.577097690402402e-21,9.249242916721892e-16,-1.298664918011531e-15,1.3690505994861503e-20,-9.706681212142061e-17,2.154408815820695e-23,-9.37350818757238e-27,8.920920707041509e-19,2.6104485756121386e-19,0.5888491353592212,-192.3829817871443
550.8789087986364,0.12268678039295669,0.275,1.279923054177563e-25,-2.7049370138474894e-14,1.5056677340495263e-20,-1.899665269051775e-28,2.4395712352903945e-22,-1.1577505823557482e-28,6.273937228322771e-16,0.15652951687530292,1.1878357248164297e-10,-1.824215686472333e-13,9.138402829868805e-14,1.345353013708772e-16,-1.2096922343107522e-24,-9.371750240747297e-23,7.9818753527992e-12,0.25462134764361394,3.374996089904852e-27,-2.2770906020656595e-15,-2.6393659305991225e-23,-4.016375090236926e-12,1.0497517720102048e-14,4.948795652336963e-17,-7.665052982076187e-15,-2.5594026798510257e-18,5.850812411602003e-16,1.5989181568064993e-17,-6.05923464242227e-21,1.0828973812913276e-15,-1.6309439387264585e-15,-5.396579781586973e-21,-9.709701834747427e-17,2.229208251841152e-23,-2.362509333217097e-26,4.1757582176932056e-19,1.2290750659711824e-19,0.5888491353584505,-144.32536799192908
550.8789087909034,0.12268678039134844,0.3,1.7058123490287291e-25,-2.7050874377205892e-14,1.8736604989934487e-20,-5.322568253791451e-28,3.17072411393875e-22,-3.2438390233862172e-28,4.129328734523374e-15,0.156529516875148,1.1878357322499245e-10,-1.737834379909819e-13,8.913292780204203e-14,1.6796484024149144e-16,-3.389399534801152e-24,-6.807644209422482e-23,9.839440703084418e-12,0.2546213476433728,5.5523614119376976e-27,-3.887695684968096e-15,-3.853341091144684e-23,-4.943329104488291e-12,1.5049109779938064e-14,6.136424142997497e-17,-8.635371578298902e-15,-3.049458354269529e-18,5.846033655527525e-16,1.6927627290528686e-17,-1.8541209753511604e-20,1.2381015687137292e-15,-1.9723590550952886e-15,-2.39055563710986e-20,-9.729879229511128e-17,2.3098982855632963e-23,-3.9417380505700606e-26,-8.555452573617762e-19,-2.5371216737997547e-19,0.5888491353579046,-96.26775419671397
550.878908788834,0.12268678039091616,0.3125,6.706147433965658e-25,-2.7048677332726088e-14,1.9821420634055557e-20,1.6392679953307737e-27,4.3646832729080505e-22,9.990517764171809e-28,6.634790029707483e-15,0.1565295168750799,1.18783573268624e-10,-1.1709473492874453e-13,6.177617261271986e-14,1.780769687812105e-16,1.0438693471856322e-23,-2.656221731072987e-23,1.0306334274977979e-11,0.25462134764330985,7.879182426162008e-27,-4.762308279164016e-15,-4.1904546668020655e-23,-5.17590019482845e-12,1.7504249440940748e-14,6.616164131673475e-17,-8.564147723620414e-15,-2.6753666186278342e-18,5.851699903852305e-16,1.86637839281713e-17,5.082200874083557e-20,1.3169436856863537e-15,-2.144753734986351e-15,7.534994543423827e-20,-9.690933412998068e-17,2.3731849680856956e-23,-4.570043877127197e-26,1.1254657231018215e-18,3.292175847117767e-19,0.588849135357768,-72.2389472991064
550.8789087896323,0.12268678039108014,0.32499999999999996,1.8076575481596743e-25,-2.7049846424502195e-14,1.9504523961268987e-20,-9.202337246491748e-28,5.368046191880002e-22,-5.60836387505311e-28,9.797018624707136e-15,0.15652951687506325,1.1878357323028123e-10,-5.62453558805718e-14,3.2198018837597005e-14,1.7578180302803792e-16,-5.859851946923839e-24,1.2206982521006473e-23,1.0081986983805392e-11,0.254621347643334,7.121269353336298e-27,-5.6036454574679256e-15,-4.0277417742642094e-23,-5.062544793899168e-12,1.9982456222140296e-14,6.676576735219814e-17,-7.877529333778361e-15,-2.9376899588278815e-18,5.847881660950461e-16,1.9100819547499193e-17,-2.3987239994461033e-20,1.3932792274528573e-15,-2.3204808163118323e-15,-2.2498383436258946e-20,-9.711218757013272e-17,2.3942911441778605e-23,-5.727685116179067e-26,2.3212769919680138e-20,2.9867349264918204e-21,0.5888491353578346,-48.21014040149896
550.8789087907228,0.12268678039130582,0.33124999999999993,6.269765638696556e-25,-2.7046819280398726e-14,1.910830601458495e-20,1.2496675477039872e-27,5.820507004144197e-22,7.616099555820013e-28,1.153173265863302e-14,0.15652951687506672,1.187835732685807e-10,-2.3345704410887628e-14,1.6148262709856325e-14,1.7244742987573327e-16,7.701192348037194e-24,4.4779037142947455e-23,9.802235139359015e-12,0.2546213476433672,8.502627883435244e-27,-6.0023527316411104e-15,-3.822125317966205e-23,-4.922061833541452e-12,2.1212194466277737e-14,6.603715786963366e-17,-7.376925719448683e-15,-2.7022719763491697e-18,5.849926174882629e-16,1.9844827769237212e-17,3.124071873315928e-20,1.4324655915803895e-15,-2.40875494606401e-15,4.4506962026977486e-20,-9.696928913870418e-17,2.4371307046923965e-23,-5.98358058094531e-26,6.741584908928141e-19,2.177855878511019e-19,0.5888491353579173,-36.19573695269518
550.8789087920585,0.12268678039157932,0.33749999999999997,3.034458488536733e-22,-2.6894280064602292e-14,1.8010407417095603e-20,-1.5169067981759137e-26,7.62117240807138e-22,-9.2447869968958e-27,1.384903022039938e-14,0.15652951687503028,1.1878357300943424e-10,1.0344869063208847e-13,-4.600633520316206e-14,1.6294629656403467e-16,-9.526705867315397e-23,-6.1762955116322334e-24,9.414202456274028e-12,0.25462134764341343,-4.747376142478464e-28,-6.37812319004213e-15,-3.5745768841063e-23,-4.727232955303291e-12,2.2444195625093993e-14,6.697872372738223e-17,-6.3005472513540986e-15,-4.809358544779201e-18,5.821852190372362e-16,1.6398906906559932e-17,-4.3233649200417505e-19,1.4652635472919023e-15,-2.5001266463867185e-15,-5.623645525780743e-19,-9.869219133763903e-17,2.3084129643072812e-23,-8.042363827134375e-26,-8.081808879544688e-18,-2.452227790699084e-18,0.588849135358032,-24.181333503891288
