T [K],vel [m/s],dist [m],X_AR,X_N2,X_HE,X_H2,X_H,X_O2,X_O,X_H2O,X_OH,X_OHV,X_H2O2,X_HO2,X_CO,X_CO2,X_HOCO,X_CH4,X_CH3,X_OCHO,X_C2H6,X_N,X_NO,X_NOV,X_NO2,X_N2O,X_NH3,X_HNO,X_HON,X_HONO,X_H2NO,X_NNH,X_NH2,X_NH,X_HNOH,X_NO3,X_HONO2,X_HNO3,X_N2H2,X_N2H3,X_N2H4,X_H2NN,X_NH2OH,X_HNO2,X_N2O4,X_N2O3,tau [ms]
551.483360349913,0.31612618053439356,0.0,-5.243341281182247e-20,0.5888491353607737,-2.8889535136537896e-18,3.1468350896780688e-15,-1.2830065627747774e-14,0.15652951699463524,-2.0066568210918272e-15,-1.4530155684366967e-15,-8.171270088863046e-20,-3.751315531830348e-15,-6.059534156177496e-15,1.7008639635238202e-17,-5.340550461812039e-20,-4.234564126749723e-20,-3.924086503897488e-20,-5.781392846041204e-20,-5.807540142976959e-20,-3.9240865020043035e-20,-3.8781441203189296e-20,4.4890204053709836e-15,1.528006819098675e-16,-5.280173120447859e-20,7.910938079054157e-19,-1.286782460682963e-15,0.25462134764460537,-5.3382151862329873e-20,-5.3372440538494795e-20,-9.020157816603786e-16,3.835354550971151e-16,-5.241722485554861e-20,-1.6161326018354533e-15,-8.770345886591251e-20,7.322564474131083e-17,-4.146066104426103e-20,-1.542317023093608e-15,3.278874976129766e-16,2.3207140669754223e-15,6.461886173612416e-16,1.0062695226467273e-15,6.565631324183472e-16,3.786886369460978e-15,-4.1035992725995235e-20,-2.7055908586592653e-20,-1.5013500682257914e-17,-418.305473728238
551.4833603497461,0.316126180534299,0.16000000000000003,-5.005921682774201e-20,0.5888491353607663,-2.876788012269552e-18,3.117041665152107e-15,-5.927884122282567e-20,0.15652951699462855,3.724056894526003e-19,-2.759070285316928e-15,8.981864376892839e-22,-2.1642978726982357e-23,-1.8420115583878706e-14,1.1991212151208854e-14,-5.0974258741037e-20,-1.155522466414644e-19,-9.720104538321859e-26,-5.512642613494013e-20,-5.537054604916767e-20,-7.460399871871841e-26,-3.710874141252778e-20,3.155427402884841e-19,4.639185679032811e-15,-5.038906911254178e-20,6.565711310922841e-16,-1.2868777241429392e-15,0.2546213476446009,2.2805286605352356e-20,-2.4321140525381566e-24,-9.01958342909278e-16,3.652865335292437e-16,-6.649361767345926e-28,2.675593376741262e-16,-2.7773490186120193e-24,7.03202911361193e-17,-3.939623742717664e-20,-1.5420322136539654e-15,3.278890720773067e-16,2.320717191865291e-15,6.462340041957995e-16,1.0131509531255793e-15,4.611946851380736e-20,3.786912916256701e-15,-7.210523117353442e-20,-4.223214308388225e-28,-1.5012356344965122e-17,-298.9041447579868
551.4833603496937,0.31612618053426794,0.32000000000000006,3.6311588290293467e-19,0.5888491353607663,-1.4184192370708465e-18,3.1187287546645987e-15,1.2650717371707468e-23,0.15652951699461762,1.6906614420740478e-22,-2.770699124915577e-15,-1.2455830516582774e-23,3.628379411006473e-27,-2.922685182433353e-14,3.375115524981615e-14,3.70908346333339e-19,8.359731698798191e-19,7.553011847137696e-25,4.033740417241181e-19,4.0559745429548046e-19,5.79710702550912e-25,2.6858706024549256e-19,4.628148359384433e-23,4.638292921862607e-15,3.684323981513188e-19,6.575058987662205e-16,-1.2866475161911896e-15,0.25462134764460087,8.419467158389409e-20,1.8897617117269637e-23,-9.013155641167679e-16,3.4934992000183535e-16,6.298093084460359e-28,3.795999765429334e-16,2.1587929004086562e-23,6.79317022652593e-17,2.883305915529995e-19,-1.5414224372326044e-15,3.2821575740773035e-16,2.3211307726140493e-15,6.466308536525018e-16,1.0203526724290447e-15,5.2908490066123876e-24,3.787353822383023e-15,-3.265772805663871e-20,3.281709457875576e-27,-1.479425837957666e-17,-179.50281578773547
551.4833603496686,0.3161261805342534,0.4,2.161530918732787e-18,0.5888491353607661,4.5840564589829906e-18,3.132837982295702e-15,1.1068231023207206e-22,0.15652951699461226,7.9529760454186175e-22,-2.7612807406224906e-15,6.96566388530367e-24,3.108636147332147e-26,-3.44362552261573e-14,4.4271847876786407e-14,2.2063239145877932e-18,4.99705534061367e-18,6.4708514591190365e-24,2.3939866327986106e-18,2.4066455829119987e-18,4.9665263676347846e-24,1.6073286821470885e-18,2.262214775388268e-22,4.645838521696787e-15,2.190843231685143e-18,6.639274127146009e-16,-1.2852626781847613e-15,0.2546213476446007,4.271132697184299e-19,1.618961956404886e-22,-8.987077526687397e-16,3.4295319998367413e-16,5.3956744477889605e-27,4.659979951403134e-16,1.8494574321981447e-22,6.835086436431893e-17,1.7218578200800313e-18,-1.5398513357586309e-15,3.2964546280968956e-16,2.322926942013712e-15,6.481925633854869e-16,1.025188415090703e-15,2.8728927901952927e-22,3.78918240114461e-15,2.5094447286897126e-19,2.8115206667759e-26,-1.3834319591925315e-17,-119.8021513026099
551.4833603496558,0.3161261805342463,0.44,-1.5094525266419586e-19,0.588849135360766,-3.2681557015213767e-18,3.445432315319299e-15,-2.8269281356967295e-22,0.15652951699460965,-2.0270002080437855e-21,-2.7882172839537976e-15,-7.892789365217607e-23,-7.93997557515119e-26,-3.701651867863797e-14,4.944547658860266e-14,-1.5408002153733029e-19,-3.4583882897845627e-19,-1.6527486508084524e-23,-1.676082893131518e-19,-1.6848655015768122e-19,-1.2685250076519098e-23,-1.1090230737615282e-19,-5.777055572925004e-22,4.63376777453235e-15,-1.5271418983900347e-19,6.550997827535475e-16,-1.2871281158727182e-15,0.25462134764460065,-6.409168425580956e-19,-4.1344164745460416e-22,-9.015309268947586e-16,3.363864976001535e-16,-1.378141166234378e-26,4.653658057116009e-16,-4.723282771823831e-22,6.532238527751477e-17,-1.1823287937164735e-19,-1.5416163795792388e-15,3.278096368856743e-16,2.3206187900995263e-15,6.462256385803587e-16,1.02512228066386e-15,-8.593385266607803e-22,3.7868516962627416e-15,-6.165229703843337e-19,-7.181090416207407e-26,-1.5064500431052564e-17,-89.95181906004707
551.4833603496432,0.31612618053424424,0.48,-4.937860498818615e-19,0.5888491353607553,-4.28467422347526e-18,2.1689909108470063e-14,-5.043527687772371e-23,0.15652951699460418,-3.614897823027076e-22,-2.7958859953189476e-15,-2.9373625679620866e-23,-1.4164419800829874e-26,-3.958436496339768e-14,5.462040162603214e-14,-5.036244905871634e-19,-1.1466833929040679e-18,-2.948562937659653e-24,-5.451138863974328e-19,-5.478634516778293e-19,-2.2630650344305584e-24,-3.692948501971827e-19,-1.0316304916890988e-22,4.6307941887929116e-15,-4.999036021384424e-19,6.536394130628721e-16,-1.2874287092207012e-15,0.2546213476445958,-3.2685025454568524e-19,-7.382977015547391e-23,-9.023148503913267e-16,3.3168722234691477e-16,-2.4585079790533365e-27,4.951696640738912e-16,-8.431895015509984e-23,6.430737346888144e-17,-3.9368480825945974e-19,-1.5418209336236273e-15,3.275342920536517e-16,2.3202770014639247e-15,6.459410445794982e-16,1.026575905884838e-15,-1.8273735978112272e-22,3.7865110980093646e-15,-3.8117905618207407e-19,-1.2810615750610322e-26,-1.525166266398879e-17,-60.101486817484286
551.4833603496371,0.3161261805343543,0.5,1.024770843791098e-18,0.588849135360528,6.677044461578056e-19,4.1270434325481207e-13,3.848116614802573e-22,0.15652951699454154,2.7606946252155654e-21,-2.783188729130433e-15,6.453962534168368e-23,1.0808396233372495e-25,-4.0865249084612126e-14,5.72232161832815e-14,1.0459682436079654e-18,2.371058205625362e-18,2.2498045790020475e-23,1.134537913862606e-18,1.1405266982506503e-18,1.72678383523021e-23,7.628618375062162e-19,7.86262669701154e-22,4.6374703687616445e-15,1.0387817473288e-18,6.592537862451506e-16,-1.2862288163886786e-15,0.2546213476444936,6.546880146799093e-19,5.627021171427526e-22,-9.006638755615083e-16,3.310234905605348e-16,1.8760156874876834e-26,5.344988440935897e-16,6.42878928524696e-22,6.551313432414453e-17,8.181706567545006e-19,-1.5405767714717844e-15,3.2874308718327075e-16,2.3217933112006763e-15,6.472479261384527e-16,1.02861449533217e-15,1.0857308901366987e-21,3.788047952525652e-15,4.052484835843293e-19,9.775355387224024e-26,-1.4438967564591914e-17,-45.176320696202865
551.4833603496339,0.3161261805355982,0.51,7.740619331403221e-19,0.5888491353580336,-9.13568674663107e-19,4.700254958713721e-12,-8.13694051112979e-23,0.15652951699386805,-5.787273856305133e-22,-2.7866736325630305e-15,-3.6643478476508857e-23,-2.2861188453826867e-26,-4.1506850551367644e-14,5.851492785630368e-14,7.877597017610385e-19,1.8424204907539392e-18,-4.757748893942126e-24,8.43895628927776e-19,8.476492541499653e-19,-3.6518549323780345e-24,5.979183000916354e-19,-1.6578216261205732e-22,4.636279842117642e-15,7.83215857870413e-19,6.58321755433973e-16,-1.286416492871575e-15,0.2546213476433731,2.966259444831896e-19,-1.1862539910118545e-22,-9.007666065660994e-16,3.2965108116609887e-16,-3.9680087734657615e-27,5.390122513097871e-16,-1.3569438000987627e-22,6.508812164695018e-17,6.369435507740005e-19,-1.5407399151822313e-15,3.285622574729869e-16,2.321543376221228e-15,6.470498976030439e-16,1.0288708099055695e-15,-2.710081243740108e-22,3.787794921632178e-15,1.4668763616939778e-19,-2.0676150288729346e-26,-1.454399644288712e-17,-37.71373763556218
551.4833603496302,0.31612618055422753,0.52,-5.583664456047076e-18,0.5888491353207359,-1.9384258845787427e-17,6.88163614242883e-11,-3.3161132108012156e-21,0.1565295169838061,-2.376431673893784e-20,-2.8368554056825818e-15,-7.376616548736444e-22,-9.314998616310813e-25,-4.215476038093743e-14,5.974540567298533e-14,-5.692577270470177e-18,-1.3046412257617029e-17,-1.9389168891990132e-22,-6.1472174270788395e-18,-6.177612976969171e-18,-1.4881751112353177e-22,-4.2101778393121845e-18,-6.773967724633209e-21,4.6068875139531925e-15,-5.654051053250963e-18,6.342745442823237e-16,-1.2915552285222674e-15,0.2546213476266165,-4.29015539455919e-18,-4.848006310201927e-21,-9.07435044529773e-16,3.2205250085363577e-16,-1.6168051370282482e-25,4.612748040615396e-16,-5.539183157647943e-21,5.847483208655075e-17,-4.4934142762516476e-18,-1.5458412173985153e-15,3.234432117916008e-16,2.3151973998754214e-15,6.415604318710555e-16,1.0243090175414486e-15,-9.69187678609565e-21,3.781377369544725e-15,-3.496470661528382e-18,-8.424691721146819e-25,-1.8037191991617757e-17,-30.251154574921447
551.4833603496309,0.3161261808328464,0.53,1.337636823820932e-17,0.5888491347629727,3.7969931942466864e-17,1.0276224091951222e-09,9.745963303762648e-21,0.15652951683334518,6.979073138430066e-20,-2.0859099912352836e-15,2.090852743886462e-21,2.7372895877802098e-24,-4.277731565970255e-14,6.1230690213854e-14,1.3639730361025547e-17,3.121001647369479e-17,5.697579487675912e-22,1.4738956678910614e-17,1.4812618859968345e-17,4.373073829286764e-22,1.006753938263956e-17,1.9899607446006467e-20,4.6927850009850494e-15,1.3547464648713996e-17,7.056656743345913e-16,-1.276304344465325e-15,0.2546213473760324,1.039934251931172e-17,1.4242036557057852e-20,-8.883600430780164e-16,3.4027001480206045e-16,4.751116744941184e-25,7.405891555385684e-16,1.62736974086474e-20,7.754760075432519e-17,1.0755597511012941e-17,-1.5306097687057253e-15,3.3865709190473635e-16,2.3342149760233352e-15,6.579029223415803e-16,1.039579779958957e-15,2.8323577296686195e-20,3.8005247769448194e-15,8.077078063382319e-18,2.4756654343436547e-24,-7.700474982906256e-18,-22.788571514280765
