T [K],vel [m/s],dist [m],X_NH3,X_NO2,X_NO,X_N2O,X_H2,X_O2,X_O3,X_H,X_O,X_OH,X_HO2,X_H2O,X_H2O2,X_CO,X_CO2,X_HOCO,X_CH2O,X_HCO,X_NH2,X_NH,X_N,X_NNH,X_N2H4,X_N2H3,X_tHNNH,X_cHNNH,X_H2NN,X_NH2OH,X_H2NO,X_HNOH,X_HNO,X_HON,X_HONO,X_HNO2,X_NO3,X_HONO2,X_H2NCO,X_HNCO,X_NCO,X_AR,X_HE,X_N2,tau [ms]
550.8789639726715,0.10583415533760232,0.0,0.2546213476445989,2.1978959839862005e-19,-4.5016631285709e-15,7.676789390158385e-16,5.455545825067255e-15,0.15652951699463086,2.0860890843787565e-19,-5.455547188003352e-15,1.2329091672612332e-15,5.2591863838385195e-19,-1.9572207670187286e-17,1.538299226827954e-14,-4.382998478929331e-15,4.955379805644291e-15,-4.636978611003133e-18,2.5344543978405286e-19,1.1586140979450165e-15,2.7743218652387014e-19,4.09779771433365e-15,7.014994623658032e-15,2.4468450134272117e-15,3.382109742246145e-19,-3.1994064746708327e-15,1.3615167958323527e-16,5.792697338467182e-15,5.947131843291432e-17,3.204629861648823e-16,-2.5251058602156115e-15,4.987690723559281e-15,-4.103508942102252e-17,4.2850502190765027e-19,3.5920428622076477e-19,4.3467778870059463e-16,5.195158325043017e-17,2.1291230159591806e-19,2.4601022051517265e-16,2.3678173586553477e-19,-4.028475491223031e-17,2.7703229802151882e-17,3.4039600613149675e-19,1.1684691403720922e-18,0.5888491353607356,-39.163354136880315
550.8789639709623,0.10583415533735153,0.005000000000000001,0.25462134764438243,3.2139575484446614e-16,4.9266399504824625e-15,7.67988930925653e-16,5.52235071208826e-13,0.15652951699450374,5.159033189267563e-19,-1.9218713404552777e-22,1.4535887848178924e-19,4.65919136331215e-21,-3.754974287324274e-15,2.6195393805350052e-14,-3.040682415105975e-15,4.9568172452082006e-15,-3.7507298615825625e-18,8.063087771675515e-26,1.1589466056657988e-15,5.0013654054400425e-26,4.393273907596479e-13,9.020974512631166e-20,7.884232190653351e-20,4.0114807515426565e-27,-2.091465010402936e-13,1.3591359008507556e-16,5.793033596287518e-15,5.98718204271007e-17,3.6012379610867524e-20,-2.5246622771759855e-15,4.993092647069716e-15,-4.13359904247683e-17,1.8199529392174023e-17,7.698024527326514e-19,4.349632490684239e-16,5.223641413421199e-17,4.71109777462843e-19,2.462461553434659e-16,9.849730534668181e-20,-3.995970362931263e-17,2.802970623222093e-17,7.418013841373971e-19,2.3254554332045027e-18,0.5888491353602906,-28.036691270496064
550.8789639660836,0.10583415533901473,0.010000000000000002,0.25462134763740335,3.1418275124213225e-16,4.7543442417705595e-15,7.643514598553094e-16,2.6667543517341823e-11,0.15652951699031126,-2.843440340680313e-18,-8.98873184225926e-25,2.614670660214952e-21,5.914144017282956e-23,-3.817567443605424e-15,2.635263759098802e-14,-7.484839464445078e-16,4.946138574906904e-15,-1.0688391432465909e-17,-4.699455358416332e-25,1.1552982863423326e-15,-2.9148550486993294e-25,1.6147099545714299e-12,-4.324186313732336e-21,-1.842510813398184e-22,-2.0277696839126117e-26,-7.924839159023814e-13,1.2559799328476926e-16,5.788377722034255e-15,5.543016128931952e-17,-1.9838691060966296e-22,-2.5291172831776497e-15,5.056500261408224e-15,-4.6617198162624775e-17,4.320353539405194e-17,-3.786934251470423e-18,4.317926928766912e-16,4.906012438426397e-17,-2.3322239091114286e-18,2.434279448417219e-16,-5.575988314145205e-19,-4.3522299872683096e-17,2.4450964123296155e-17,-3.706825155328126e-18,-1.2427459084761751e-17,0.5888491353447527,-16.91002840411181
550.8789639625533,0.1058341553841847,0.0125,0.2546213475141767,3.1711758247862863e-16,4.6533351885112e-15,7.654615899944262e-16,4.977575475523804e-10,0.15652951691631722,-1.7403616530242737e-18,9.287317496589377e-25,4.9950626892680326e-21,9.494939370418259e-23,-4.3020735396997235e-15,2.805117969096427e-14,6.579543225916364e-16,4.949264359369994e-15,-8.398502471701484e-18,2.742267950105171e-25,1.1565044176991948e-15,1.700926344257948e-25,2.4667329333934582e-12,-6.090546127658115e-21,1.0894256779618898e-22,1.4299633457895253e-26,-1.2159869403903817e-12,1.193356630028718e-16,5.7897223822595754e-15,5.692608671090005e-17,1.3867031548784401e-22,-2.5275726076194494e-15,5.1149428054270685e-15,-4.5543629607532045e-17,6.469885683450312e-17,-2.2490789158505437e-18,4.3282160615109647e-16,5.008396199010083e-17,-1.4239741457567947e-18,2.443231773765027e-16,1.2612540372259204e-19,-4.23448102165593e-17,2.5630124470239605e-17,-2.209051523037588e-18,-6.508204756511618e-18,0.5888491350704522,-11.346696970919687
550.8789639605741,0.10583415580851888,0.01375,0.2546213463726883,3.271787995166927e-16,4.627940355031422e-15,7.70064016057256e-16,4.865101360694341e-09,0.1565295162309335,2.4920333503582048e-18,9.626763292074422e-24,8.304131742605681e-21,1.5804376564757063e-22,-4.574735748452627e-15,7.263579720794858e-14,1.4315064028667063e-15,4.961425288935517e-15,3.085862981804652e-19,2.5651325818864523e-24,1.1610776879216317e-15,1.591046229810766e-24,2.9762593176116447e-12,-6.811404209753986e-21,1.0190658903927417e-21,1.1922528797768678e-25,-1.4688791200302985e-12,1.186161652544865e-16,5.795516645849229e-15,6.244969319036884e-17,1.1753578036357183e-21,-2.5217313008843847e-15,5.158102178329487e-15,-4.0221806094957264e-17,7.976438055247546e-17,3.3731640035523348e-18,4.3681819571498393e-16,5.4076387843683855e-17,2.1425676430285103e-18,2.478763798939862e-16,2.0077395581588866e-18,-3.786201144845338e-17,3.011135305723169e-17,3.2901289688621055e-18,8.798644666133843e-18,0.5888491325296786,-8.565031254323625
550.8789639631954,0.10583416120130715,0.015,0.2546213318795389,2.985206656618706e-16,5.052038492637226e-15,7.664368982894914e-16,6.031181703203655e-08,0.15652950753018147,-1.0721411850698821e-17,5.460274262488642e-23,-9.166477732292229e-22,-9.142620210127806e-23,-4.609520442795819e-15,1.7527794952118249e-12,2.2717287673996977e-15,4.9241816169240735e-15,-2.6916039185436274e-17,-7.657333555204885e-24,1.146771727553322e-15,-4.749515510979406e-24,3.6011702613866386e-12,-1.0569452440303616e-20,-3.0418970136431766e-21,-3.467914523451907e-25,-1.7801404462308707e-12,9.597662084816117e-17,5.796048712048876e-15,4.6639520545024466e-17,-3.433910727548046e-21,-2.5269226014534545e-15,5.280926010785135e-15,-5.706685368919038e-17,8.534734965129951e-17,-1.432853579198165e-17,4.2438476773376067e-16,4.1605757817147906e-17,-8.950279813040984e-18,2.3680343512604774e-16,-4.938210867967918e-18,-5.174495871407021e-17,1.596784451256638e-17,-1.4010536720308586e-17,-4.370457807558152e-17,0.5888491002748697,-5.783365537727563
550.8789640399999,0.10583418756631212,0.015625,0.2546212610353185,3.5224092117825173e-16,1.438482260945926e-14,9.917119720074423e-16,3.312446386690254e-07,0.15652946501858847,-3.6024481858859764e-18,4.351237748159728e-22,1.6295993320837023e-20,3.004169936197019e-22,-2.8488747171338124e-15,2.5762244345415276e-11,3.1666338609080393e-15,4.9414477146522775e-15,-1.2320659145342945e-17,8.592834812441859e-24,1.1544303846630438e-15,5.329758875233813e-24,3.946803626014716e-12,-8.311401730908787e-21,3.412241329371857e-21,3.9746682728919687e-25,-1.953056029442811e-12,1.0446487796383451e-16,6.107448012286217e-15,8.041196087688234e-17,3.9001119159652105e-21,-2.3132105813115147e-15,6.919017529727083e-15,-3.287850018429147e-17,1.108448408399171e-16,-5.049775516175129e-18,4.319916063371462e-16,4.839495208597567e-17,-2.9000768518936008e-18,2.428389441851226e-16,1.1562340461136908e-18,-4.395227581617818e-17,2.320307968558395e-17,-4.9190793291380076e-18,-2.111949333600761e-17,0.5888489426736645,-4.392532679429531
550.8789646457484,0.10583425865460827,0.0159375,0.25462107004517087,7.651326078438902e-16,9.117917753393289e-14,3.3326606734836672e-15,1.0609673389950428e-06,0.15652935054050865,-9.305910815082453e-18,1.3814434917666548e-21,-2.588832855644712e-21,-1.5626238186474019e-22,7.894674118712928e-16,2.0332204970503105e-10,7.15736897665434e-15,4.925974292318956e-15,-2.4186803735444953e-17,-1.030005125009799e-23,1.148179484623045e-15,-6.388624121717188e-24,4.1263581422205165e-12,-1.2639732394589725e-20,-4.090452945067616e-21,-4.446521569089039e-25,-2.0440716939970654e-12,1.4895802935234556e-16,8.725941214156582e-15,2.8712077584150147e-16,-4.597943835977391e-21,-5.6482768235484365e-16,2.0620359749977355e-14,8.844290240952545e-17,2.2094372114137683e-16,-1.3034271980853538e-17,4.370350322425651e-16,4.3625669270124606e-17,-7.551686767241185e-18,2.3820812299465012e-16,-3.1029520381670345e-18,-4.9546909850757027e-17,1.6586212253804532e-17,-1.2697982441353259e-17,-4.324828104930743e-17,0.5888485182414375,-3.6971162502805117
550.8789711160641,0.10583453841977482,0.01625,0.2546203187282151,7.373921038351511e-15,9.597656079049181e-13,3.780650571047509e-14,3.924900215494101e-06,0.1565289014411213,-3.5463003066577876e-17,5.238720469311745e-21,-8.37242256738653e-20,-2.0718221713677422e-21,1.663501136744201e-14,2.0134904268760088e-09,5.1215160049703446e-14,4.865514742191954e-15,-7.681761699951379e-17,-9.048728365312852e-23,1.1207375701779069e-15,-5.612446977006349e-23,4.307517401367752e-12,-2.9211733753319066e-20,-3.590754909460924e-20,-3.867952114498627e-24,-2.1376658040739107e-12,8.560289659454621e-16,3.9985023339168583e-14,2.8118897665216224e-15,-4.0496889297709717e-20,2.009791084894871e-14,1.8102337818241057e-13,1.5747667142722556e-15,1.876329431881666e-15,-4.3914705524176074e-17,5.817362675445636e-16,2.7635317242030786e-17,-3.088183240545663e-17,2.150916151100865e-16,-2.308481891713738e-17,-7.500516608787022e-17,-1.2185184026087655e-17,-4.321621716628987e-17,-7.417793222336138e-17,0.5888468529134603,-3.0016998211314996
550.8789978159181,0.10583498819016948,0.01640625,0.2546191125233861,4.751091975512806e-14,4.750898236261407e-12,2.323706356171844e-13,8.498066167773188e-06,0.15652818495893323,2.5744431588127256e-17,1.2634429346490831e-20,3.4416659471411634e-19,8.22636532514801e-21,4.738059543520424e-14,9.160490219067673e-09,2.48256559760637e-13,5.008351768562331e-15,4.793452504626093e-17,3.3044531372234347e-22,1.186084177471293e-15,2.0496330044779577e-22,4.402797095224107e-12,5.516019682469723e-20,1.3104181852696183e-19,1.6400906543182136e-23,-2.177345590058979e-12,4.819443370691848e-15,1.8376962806967421e-13,1.462375943344711e-14,1.500135362686716e-19,1.1419978838321032e-13,9.057809008801458e-13,8.516649841333118e-15,1.160790737292353e-14,3.337825824894753e-17,1.7049044265824038e-15,1.4375658057241896e-16,2.19729772870684e-17,2.691048385675112e-16,3.0943639931577584e-17,-8.640104084983634e-18,4.993185201185258e-17,3.272974929384616e-17,8.90241758327791e-17,0.588844195282219,-2.6539916065569935
