T [K],vel [m/s],dist [m],X_NO,X_NH3,X_H2,X_O2,X_H,X_O,X_OH,X_HO2,X_H2O,X_H2O2,X_NH2,X_NH,X_N,X_NNH,X_NH2OH,X_H2NO,X_HNOH,X_HNO,X_HON,X_NO2,X_HONO,X_HNO2,X_NO3,X_HONO2,X_N2O,X_N2H4,X_N2H3,X_N2H2,X_H2NN,X_AR,X_HE,X_N2,tau [ms]
552.9783505010298,0.13139607573913062,0.0,1.8694306061612773e-19,0.2546213476446037,1.0752664378394885e-17,0.1565295169946334,1.7025839254468258e-19,4.512224958633529e-20,4.429366424918155e-20,9.158486900334058e-17,7.1055063523246e-19,-5.705258411726324e-17,1.0347498230448473e-16,4.75479197307637e-20,4.016105954734846e-20,2.839677987647286e-20,2.850840058708322e-20,4.652186130886835e-19,2.890050991162641e-20,2.9286008569520526e-20,2.90461597221169e-20,-1.6135892656417708e-20,2.2070733759655373e-20,1.9387176347374527e-20,1.7977438329795908e-20,1.793581432447609e-20,2.1487644021186345e-20,-9.099067410146893e-18,-1.479671773417021e-17,2.5331443082011017e-20,2.8172122428602715e-20,2.821428450320999e-20,9.666337051035476e-20,0.5888491353607628,-630.9827736851635
552.9783504985678,0.13139607573856332,0.1,6.725964049664333e-16,0.2546213476445553,1.116862876978699e-14,0.1565295169944361,-3.127242871254614e-22,5.553426389257936e-22,6.142424138349623e-23,3.8326527963742043e-13,2.4703376798379864e-15,-2.3918859964779253e-13,2.7094015355215467e-13,-1.127612879976251e-22,-7.722401087379273e-26,-3.2436423547112434e-29,-7.094884831612969e-19,1.8499433392331803e-15,8.081012272400177e-19,1.5515708359645447e-18,5.102479256291596e-19,-1.9993337822655316e-16,-6.281779755593288e-19,-7.616254541400296e-22,-2.1588307266598064e-20,-1.8309148771729258e-20,-5.59278708036011e-18,-5.078097497170556e-14,-7.455725622207144e-14,-1.2788578324614355e-17,-5.85911331187715e-22,-3.363021383705561e-20,-1.1379573396086397e-19,0.5888491353607028,-450.74441315589144
552.9783504959354,0.13139607573794512,0.2,2.6704264633144623e-15,0.2546213476444709,1.1168780518947235e-14,0.156529516994044,3.743775274536099e-27,1.029191798182846e-21,2.4837521830966015e-22,1.1429301522829867e-12,1.2759684479479961e-14,-6.25671519145649e-13,4.4761152270545053e-13,-5.1975998114684257e-23,-1.9258703973259895e-23,8.096622278544574e-29,-4.025185945213609e-19,1.002919434615785e-14,4.663754487419707e-18,4.1069436311569744e-18,6.538291813511084e-19,-8.780674853125255e-16,-7.788903388907732e-18,7.2069556766858955e-22,7.30822816349672e-21,1.7531153819430795e-17,-5.8601797468066364e-18,-4.412874051852109e-14,-1.3901798551075056e-13,-1.0142633583045427e-16,-1.947106859502702e-21,1.1746735345309104e-20,4.1565226462087e-20,0.5888491353606677,-270.50605262661946
552.9783504861889,0.13139607573577533,0.25,7.0070434798345575e-15,0.25462134764412014,1.1168352337452851e-14,0.15652951699410597,4.340342457825896e-27,5.541263525667331e-21,1.4104568941875058e-21,1.1110554602867407e-12,4.194290817172069e-14,-8.509253032703509e-13,2.7052943781093673e-12,-2.0012841505851965e-21,-1.7190848841077408e-25,1.0937402398662023e-27,4.9547015021632125e-21,3.4782062380989985e-14,1.3945494168783733e-17,2.1050331745440785e-17,8.993478771181784e-19,-9.190167622770937e-15,-2.113356492754742e-17,-2.193988897007014e-21,-1.523639010106302e-20,1.7496977034420743e-17,-1.2998982464782317e-17,-6.670993131112653e-13,-6.216192693163606e-13,-4.188487941797518e-16,-4.876380989257412e-20,-2.363614108289711e-20,-8.041350319808994e-20,0.5888491353600119,-180.38687236198348
552.9783504829963,0.1313960757350644,0.275,1.009369138492421e-14,0.25462134764398714,1.1167988869209623e-14,0.15652951699419143,-5.797570210496109e-28,7.110629220055166e-21,1.783279841679123e-21,1.0803107659971467e-12,6.037359115813023e-14,-9.732282910388666e-13,3.446361630842746e-12,-1.3076039397652789e-21,-6.52015824867054e-25,1.955029967180755e-27,2.5016447837862377e-19,5.004591887284571e-14,2.034866483223128e-17,2.7552854932569494e-17,9.994790489819652e-19,-1.6772169476980696e-14,-3.3360990632959756e-17,-6.965012359145357e-21,-6.19038770656046e-20,1.744454695767957e-17,-2.122152465329943e-17,-7.533934600891258e-13,-8.911132402008042e-13,-6.730735421864423e-16,-8.9046695224878e-20,-9.671522439539389e-20,-3.2588521406850893e-19,0.5888491353597982,-135.32728222966546
552.9783504833438,0.1313960757351364,0.3,1.368006878622982e-14,0.2546213476439647,1.1170193930859784e-14,0.156529516994238,1.4157789423915936e-25,6.491794818758952e-21,1.8666559033069836e-21,1.1696561565927875e-12,7.966666854172648e-14,-1.1070178392148662e-12,3.3002122942955164e-12,2.923572667988701e-22,-3.0134940630668537e-22,3.3397183917081785e-27,1.2779254125707487e-18,6.565070694611767e-14,3.0738709707370155e-17,2.947322429669e-17,1.78670908019069e-18,-2.541701295073991e-14,-5.091261887923698e-17,4.5560616917484935e-20,3.1428428826254565e-19,1.7814070777174083e-17,-3.2548018562520315e-17,-4.919892963414914e-13,-1.0631990399715484e-12,-9.802337634489124e-16,-1.0172094152569697e-19,4.936057482491027e-19,1.6887534682483145e-18,0.588849135359846,-90.26769209734753
552.9783504846417,0.1313960757354207,0.3125,1.5554475389418554e-14,0.2546213476439902,1.1169550328026636e-14,0.15652951699423726,-4.43489387071874e-26,6.1634258225663064e-21,1.8105598041645906e-21,1.2637808805160624e-12,8.901947145944666e-14,-1.176876179750051e-12,2.940281584604454e-12,1.3171775611591076e-21,-2.7799251824099643e-24,2.3199883851558134e-27,1.3475513409456621e-18,7.30781695472982e-14,3.3894516182052724e-17,2.8823149771333646e-17,1.7026982891305135e-18,-2.9421469674988805e-14,-6.173002736271338e-17,-1.4303749610508145e-20,2.08879532598441e-19,1.7705970506978915e-17,-3.875909973993396e-17,-2.602875030703374e-13,-1.1068857748587215e-12,-1.137876812935764e-15,-9.434893979611879e-20,3.257447531813632e-19,1.0594187840321615e-18,0.5888491353599544,-67.73789703118848
552.978350485549,0.13139607573561973,0.31875,1.6485854435345007e-14,0.25462134764401173,1.1164343719121271e-14,0.1565295169942285,-1.2218898164047117e-24,5.52361183576647e-21,1.7399982916027417e-21,1.3252535269993352e-12,9.351223183178107e-14,-1.2125393536713976e-12,2.692920618843555e-12,1.7574610652645756e-21,-5.484427791737128e-23,-4.416719002419984e-27,1.5739404578756092e-20,7.661647469663342e-14,3.43713241762524e-17,2.801905051405394e-17,2.681187379579372e-19,-3.1271348546227466e-14,-6.916594367512415e-17,-3.576352597736329e-19,-7.126912845927738e-19,1.6785077087749968e-17,-4.286603484508105e-17,-1.2326901843000086e-13,-1.1162588403672623e-12,-1.2176655292889836e-15,-8.719886153477697e-20,-1.116114629006486e-18,-3.777374455712503e-18,0.5888491353600286,-56.47299949810902
552.9783504865461,0.13139607573583828,0.32499999999999996,1.741603812767006e-14,0.254621347644037,1.1172320585258847e-14,0.15652951699420806,1.858362652835109e-24,5.341941164677916e-21,1.6583886291420788e-21,1.4012790887637996e-12,9.779848492052615e-14,-1.2488877370739728e-12,2.417673527602442e-12,2.0837643044308503e-21,8.144667970943754e-23,1.2878441252989593e-26,2.3275417644918045e-18,7.994596562087096e-14,3.821991545267047e-17,2.715323766538749e-17,2.5193180167621266e-18,-3.2919162362716786e-14,-7.268615898664679e-17,3.955380525715439e-19,6.642621389345641e-19,1.815735097410951e-17,-4.3943990167122415e-17,1.5278566585465504e-14,-1.1130879400397564e-12,-1.292730136121791e-15,-7.789386782410492e-20,1.0418883887681099e-18,3.543568166071929e-18,0.5888491353601106,-45.208101965029556
552.9783504871278,0.13139607573596412,0.33124999999999993,1.828505906912913e-14,0.25462134764405053,1.1170544734676916e-14,0.15652951699417175,-3.760649510699069e-25,4.656323588748525e-21,1.5925400427395714e-21,1.4865984422840159e-12,1.0191527938776446e-13,-1.285830208098607e-12,2.2346390143605086e-12,1.3378164643971848e-21,-1.737440778239097e-23,1.6942400097556057e-28,2.00055641621112e-18,8.317040733334826e-14,3.951879969930941e-17,2.6576710152958582e-17,2.0879540090766414e-18,-3.443074058412963e-14,-7.920706624688429e-17,2.6170101257484698e-20,3.7704376979390463e-19,1.7869435976772295e-17,-4.701054262032808e-17,1.0010129810064115e-13,-1.102268168717782e-12,-1.3702160658300124e-15,-7.141657798653642e-20,5.829395457102929e-19,1.7893868589819266e-18,0.5888491353601657,-33.94320443195009
