T [K],vel [m/s],dist [m],X_H,X_H2,X_O,X_OX,X_OH,X_OHX,X_H2O,X_O2,X_O2X,X_HO2,X_H2O2,X_O3,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_N2H2,X_N2H3,X_N2H4,X_NO,X_HNO,X_H2NO,X_HNOH,X_NH2OH,X_N2O,X_HNNO,X_NO2,X_HONO,X_NO3,X_HNO3,X_N2O3,X_N2O4,X_HE,X_AR,X_N2,tau [ms]
550.8789091646061,0.12291707536034745,0.0,-3.5919553280187223e-16,-6.825383784594358e-15,-5.181420572694394e-19,-5.218778175935874e-19,2.5290004166588678e-14,3.493351889171794e-14,5.4808103383818995e-16,0.15652951699418366,3.9347305919042173e-13,5.315121181262695e-17,-2.7629252349456642e-17,1.2705328248902749e-17,1.6172354504976693e-15,5.397706931223253e-14,1.2217530186106748e-15,0.25462134764466876,-3.4782602922177312e-19,2.539282931037958e-15,-2.9171521386337174e-19,-6.406510129891073e-15,5.350413288691171e-14,-3.3793931375286035e-19,3.3088910937992316e-14,-1.9455300290725536e-14,2.833407676220335e-16,8.676138204213095e-16,-2.7034937461025417e-19,-1.2543719942302397e-15,-9.75550793986901e-16,-2.1543447530132924e-19,-4.507210268416314e-15,-1.8069839502613874e-19,-1.7664939960819366e-19,-1.1701425049271065e-18,-3.3776742269291196e-19,0.5888491353605857,-33.73233651225408
550.878908865991,0.12291707529372634,0.005000000000000001,6.005485189475388e-22,6.491067709641466e-14,5.054015527756007e-19,-6.172926129009272e-27,4.945137624247383e-20,1.169483458152987e-22,1.1234172039551272e-13,0.15652951688744982,1.0708224973801114e-10,1.4839937372635524e-14,-8.453691715318675e-18,4.390559612614526e-15,5.107972158940745e-20,8.83327868327041e-19,1.53915704763791e-13,0.25462134764448235,-1.297051283677843e-27,2.5369056293544124e-15,-1.2405978668772415e-25,-2.036170117423158e-14,1.0929606603103783e-13,3.051840441026198e-18,2.9187024601308574e-14,-1.5616936192209036e-14,2.73626804426393e-16,8.66895158116278e-16,-1.6992202219040203e-19,-1.2291701637730901e-15,-9.765172489181335e-16,-1.9813418569093255e-19,-4.507164351011122e-15,-5.714004163696175e-25,-5.964872994197593e-27,-2.8733062685767502e-18,-8.660614804635609e-19,0.5888491353605356,-24.13802706470233
550.878908835495,0.12291707528739707,0.010000000000000002,2.4723221745002496e-24,4.145566141452885e-12,1.2115780006467539e-19,1.1929457661103277e-26,1.333803739201861e-21,7.270799714067957e-27,1.154451221747531e-13,0.15652951687628416,1.1762631444664653e-10,1.4874508335655487e-14,2.793450720253962e-17,1.4395559096229772e-15,7.75770220388532e-23,2.4115731593461485e-23,3.797537085911455e-13,0.2546213476433971,8.020103405403243e-27,2.5375713339931517e-15,-3.6387041686827186e-26,-1.2956348542735218e-13,1.0933724027474359e-13,4.462285831229685e-18,2.605802920451204e-14,-1.2530462525301174e-14,2.6817292812740834e-16,8.699850618168148e-16,2.971037973188548e-19,-1.191014582307628e-15,-9.752324318437202e-16,3.7995700857471914e-19,-4.5055644083537094e-15,1.0989945873311436e-24,1.1490471316065611e-26,4.364053230069215e-18,9.708574310799588e-19,0.588849135358045,-14.543717617150582
550.8789088319181,0.12291707529651712,0.0125,3.5627385782947125e-23,9.170052145062189e-11,6.385361638661865e-20,1.7711819881193562e-25,7.777746280267023e-22,1.0794467599003994e-25,1.1636224017547619e-13,0.1565295168621954,1.1857479600219845e-10,1.5014218579341912e-14,5.71352101796616e-17,7.417591880608694e-16,1.1278157363015116e-21,6.387803101198072e-22,6.024398956251387e-13,0.254621347620937,1.0083841680783063e-25,2.5582487785211524e-15,2.2256377511618772e-24,-2.397288436328627e-13,1.0943207483148817e-13,7.415899499817091e-18,2.4682828593824678e-14,-1.1144830205184519e-14,2.7745214660484256e-16,8.863744952555855e-16,3.977247680466623e-18,-1.1427492605343839e-15,-9.65484776971249e-16,4.6665247223368086e-18,-4.4974545379626915e-15,1.6341642816020195e-23,1.7077423339920357e-25,4.1406007092561997e-17,1.3019633275597893e-17,0.5888491353059772,-9.746562893374712
550.878908830945,0.12291707540504564,0.01375,-8.808610349725538e-23,1.0528841356323197e-09,3.436753696603477e-20,-4.6181527907168595e-25,3.258899356914686e-22,-2.814532957453696e-25,1.167968415495153e-13,0.1565295167179646,1.1871960073773518e-10,1.4851971902631324e-14,5.591379252664672e-17,4.447831568382883e-16,-2.940329119296099e-21,-1.966375352812249e-21,7.401497602447213e-13,0.2546213473746889,-2.544577489213487e-25,2.5258483441242994e-15,-7.472675414647344e-24,-3.0818353311994787e-13,1.0935446911745319e-13,3.3013857945390794e-18,2.401334204475726e-14,-1.0514233101371412e-14,2.5900401900763126e-16,8.692991925838567e-16,-5.124265851935008e-18,-1.1742523520455618e-15,-9.785410313202512e-16,-4.170499714742738e-18,-4.507815310728963e-15,-4.2615181707113104e-23,-4.453192277968405e-25,-1.1340347569113463e-17,-3.166018712544854e-18,0.5888491347350587,-7.347985531486776
550.878908830385,0.12291707703279789,0.015,5.7306854297367634e-24,1.5442527419028426e-08,2.453557375814155e-20,-7.193579026111936e-26,3.1934887799787683e-22,-4.384125538522297e-26,1.3038823916405508e-13,0.15652951456098912,1.1876396753233455e-10,1.4872410387886008e-14,6.589986314655187e-17,2.932803828166241e-16,-4.582978476183605e-22,-4.071197110911524e-22,9.039486794704418e-13,0.25462134368833994,-3.7053853036989803e-26,2.5239187522439508e-15,-1.8340260474128455e-24,-3.8976275738281973e-13,1.0939753178639875e-13,6.562256976746942e-18,2.3403659903538603e-14,-9.904771333554323e-15,2.5660068288500987e-16,8.664132653604442e-16,-3.636343160412503e-18,-1.1671614482044776e-15,-9.795848169916598e-16,-3.7914824234288406e-18,-4.5087280996152644e-15,-6.639746103729064e-24,-6.93767724793267e-26,-7.923647418808951e-18,-4.3329222780259505e-18,0.5888491261885997,-4.949408169598837
550.8789088344304,0.12291708637602299,0.015625,4.671032536153008e-22,9.802513397157523e-08,4.081431491764841e-20,1.666205126025149e-24,8.956193063941517e-22,1.0154684844988884e-24,3.8932469311497786e-13,0.15652950218243725,1.1877436211675377e-10,1.5278960052167608e-14,9.214900207230462e-17,3.372564407311914e-16,1.0606574070619662e-20,6.618234454249436e-21,9.928801952882205e-13,0.25462132253107694,9.308710882991253e-25,2.6149512666277547e-15,2.404233401284965e-23,-4.338599637972321e-13,1.1026139926353423e-13,1.875658191429212e-17,2.3218337828604526e-14,-9.581264822232184e-15,2.877602618637421e-16,9.100942829596253e-16,1.3182496854747438e-17,-1.0708167952819224e-15,-9.562371805062515e-16,1.1680782134184083e-17,-4.491001889741643e-15,1.537445213059592e-22,1.6066316930245366e-24,6.41544675049456e-17,2.2049635256380666e-17,0.5888490771414921,-3.7501194886548697
550.8789088756765,0.12291711552820689,0.0159375,7.127952357138284e-23,3.556427548847144e-07,-2.32134925973144e-22,-2.605487698562503e-24,-5.186500253150383e-22,-1.5879175506628744e-24,2.950661949891761e-12,0.15652946356817124,1.1877762094569093e-10,1.544979851136218e-14,9.040239387303301e-17,2.1519180490651404e-16,-1.657532188276898e-20,-1.067175041186194e-20,1.0402814442498345e-12,0.254621256519595,-1.4466915191501525e-24,3.0014142678175177e-15,-3.9883196606908024e-23,-4.56816516696381e-13,1.1727957439415635e-13,1.5453879032795845e-17,2.388382378516942e-14,-9.45279929282747e-15,3.114573425694674e-16,1.1067321068302415e-15,-3.0106716260003995e-18,-8.312270966356902e-16,-9.512665715925378e-16,-1.7540228500000776e-18,-4.504471969451193e-15,-2.404139514352603e-22,-2.512368694442048e-24,1.383720842282032e-17,2.1141191831256045e-18,0.5888489241470216,-3.150475148182886
550.8789094053137,0.12291724657077567,0.01625,3.1211357131229165e-21,1.5130369699019439e-06,4.792553500541569e-20,3.1215955947466028e-24,1.3218323720144111e-21,1.9024460454400865e-24,3.7623218546898015e-11,0.15652929009539307,1.187796500114068e-10,1.8786289950777926e-14,3.134883318751939e-16,2.9633034990610836e-16,1.9854261833542047e-20,1.2492166921713702e-20,1.1021288089877212e-12,0.2546209598206913,1.7471927451513194e-24,8.948205098369935e-15,4.5675729339253037e-23,-4.799062807875011e-13,2.149185889791364e-13,3.539955256247948e-16,3.5169702766435615e-14,-9.235287468374992e-15,9.53540949463345e-16,4.855168722707379e-15,1.4390358194062077e-17,3.768448078779966e-15,-5.533748364605945e-16,1.3374304573885712e-17,-4.48770558938768e-15,2.8803052007081925e-22,3.010003174093339e-24,7.736782083352326e-17,2.6409854415286136e-17,0.5888482368896466,-2.5508308077108985
550.8789120113189,0.12291748406802815,0.01640625,6.183858709205943e-21,3.607636573718583e-06,1.178828160395399e-20,-1.4123563948709927e-24,-4.6100691384761954e-23,-8.606900802374337e-25,2.1795925806609022e-10,0.156528976191647,1.187803573927843e-10,3.234925957535294e-14,1.7995060120693745e-15,2.546683771291035e-16,-8.957476881553462e-21,-5.8408179166717665e-21,1.1769398455478786e-12,0.25462042228128495,-7.499981707891255e-25,4.0403143476676907e-14,-2.2150565644331846e-23,-4.876628935194644e-13,7.276274148347015e-13,3.4552445741813246e-15,9.512870045557616e-14,-8.910408348771836e-15,4.216687406091406e-15,2.9675318769670876e-14,8.858905671989539e-18,3.1111893650647886e-14,1.9859716369007484e-15,9.165580460737204e-18,-4.488552646047618e-15,-1.7587572153641657e-22,7.933665528563231e-24,6.251647480418627e-17,2.07313955515785e-17,0.5888469935521107,-2.251008637474905
