H    	2.050108	-0.518310	3.802355 !#10
H    	0.537716	-1.379265	3.468661 !#11
O    	2.191502	-1.785248	2.285970 !#12
O    	1.340357	-2.526916	1.375961 !#13
H    	1.456468	-2.018159	0.553045 !#14

TS 18
O    	0.001575	-0.004263	-0.000917 !#1
H    	0.001034	0.026589	0.965969 !#2
O    	1.431135	-0.002725	-0.268189 !#3
C    	1.701241	1.095952	-1.143303 !#4
H    	1.053670	1.024567	-2.023914 !#5
H    	2.730684	0.892077	-1.450836 !#6
C    	1.574010	2.449539	-0.475582 !#7
H    	2.249729	2.609636	0.365660 !#8
H    	2.103695	3.307575	-1.380112 !#9
C    	0.345955	3.097780	-0.427288 !#10
H    	-0.489683	2.764452	-1.029762 !#11
H    	0.127801	3.851229	0.318708 !#12
O    	0.838406	4.672591	-1.891884 !#13
O    	2.033081	4.321160	-2.152952 !#14

TS 19
O    	0.001817	0.001547	-0.001875 !#1
H    	0.000023	0.000276	1.202987 !#2
O    	1.392749	0.000992	-0.268055 !#3
C    	1.973178	-1.065072	0.472217 !#4
H    	3.007860	-1.124908	0.128337 !#5
H    	1.450923	-2.000322	0.248341 !#6
C    	1.900948	-0.731191	1.978333 !#7
H    	2.299822	-1.571331	2.558569 !#8
H    	2.523101	0.144289	2.176111 !#9
C    	0.484049	-0.418145	2.398800 !#10
H    	0.317783	0.386764	3.116976 !#11
O    	-0.181616	-1.586017	2.734540 !#12
O    	-1.523383	-1.242917	3.166044 !#13
H    	-2.048418	-1.691371	2.485910 !#14

TS 20
O    	0.009680	0.011303	0.028111 !#1
H    	0.037132	0.051196	1.000181 !#2
O    	1.432842	0.000647	-0.256648 !#3
C    	1.816288	1.316852	-0.612860 !#4
H    	1.280656	1.646034	-1.510402 !#5
H    	2.878484	1.206973	-0.852424 !#6
C    	1.604663	2.344256	0.519295 !#7
H    	2.117768	3.272805	0.250046 !#8
H    	0.538370	2.561152	0.610003 !#9
C    	2.108734	1.847026	1.843703 !#10
H    	3.180956	1.705866	1.998677 !#11
H    	1.695746	2.617827	2.846920 !#12
O    	1.342696	0.848860	2.450226 !#13
O    	0.936427	1.833147	3.509047 !#14

TS 21
O    	-0.000809	-0.000956	0.000503 !#1
H    	-0.000298	-0.000264	0.979959 !#2
O    	1.422619	-0.000261	-0.287757 !#3
C    	1.855926	-1.352222	-0.336694 !#4
H    	2.845013	-1.289093	-0.812194 !#5
H    	1.204259	-1.927572	-1.003491 !#6
C    	1.959687	-2.003657	1.014491 !#7
H    	1.815132	-3.079470	1.058283 !#8
C    	2.141492	-1.292317	2.185322 !#9
H    	2.347689	-1.822590	3.105559 !#10
H    	2.493934	-0.268434	2.133814 !#11
O    	0.416985	-0.647881	2.728772 !#12
O    	-0.366291	-1.667976	3.269019 !#13
H    	-0.972474	-1.904934	2.549238 !#14

TS 22
O    	-0.020328	0.077381	0.020958 !#1
H    	-0.045529	-0.070308	0.977739 !#2
O    	1.743421	0.041112	-0.056803 !#3
C    	2.136070	0.940917	-1.055401 !#4
H    	1.815616	1.968674	-0.864030 !#5
H    	1.875651	0.615989	-2.063483 !#6
C    	3.515909	0.629275	-0.621417 !#7
H    	3.908805	1.152689	0.241041 !#8
C    	4.340853	-0.473389	-1.175228 !#9
H    	5.400722	-0.182184	-1.167365 !#10
H    	4.240633	-1.381310	-0.563438 !#11
O    	3.917572	-0.738746	-2.507552 !#12
O    	4.678373	-1.891297	-2.956448 !#13
H    	3.958201	-2.481548	-3.221258 !#14

TS 25
O    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.206229 !#2
O    	1.340137	0.000000	-0.325124 !#3
C    	1.940606	-1.285592	-0.048248 !#4
H    	2.989729	-1.117622	-0.300663 !#5
H    	1.515582	-2.040421	-0.717648 !#6
C    	2.966017	-2.447571	1.971488 !#7
H    	2.790783	-2.741144	3.007407 !#8
H    	3.125097	-3.352412	1.377895 !#9
H    	3.875222	-1.843159	1.925907 !#10
C    	1.780907	-1.672139	1.427765 !#11
H    	0.846241	-2.208670	1.598246 !#12
O    	1.679683	-0.425144	2.192281 !#13
O    	0.357735	-0.059421	2.324906 !#14

TS 26 
C    	0.007408	-0.002210	0.007052 !#1
H    	0.022937	0.006816	1.094940 !#2
C    	1.376338	0.000930	-0.669748 !#3
H    	1.272044	0.250689	-1.732718 !#4
C    	2.426175	0.899182	-0.015322 !#5
H    	2.082603	1.937780	-0.054908 !#6
H    	3.385671	0.820191	-0.534457 !#7
O    	1.823693	-1.368503	-0.542041 !#8
O    	0.653431	-2.131326	-0.812335 !#9
H    	-0.107460	-1.311782	-0.356915 !#10
H    	-0.788626	0.581210	-0.447444 !#11
O    	2.601683	0.607834	1.361299 !#12
O    	3.535593	-0.495188	1.470283 !#13
H    	2.984604	-1.243411	1.181334 !#14


TS 27
O    	0.000683	0.000599	0.000766 !#1
H    	0.001425	0.004284	0.968254 !#2
O    	1.440511	0.000421	-0.244687 !#3
C    	1.714344	-1.053594	-1.171006 !#4
H    	1.316355	-1.999950	-0.791722 !#5
H    	2.806635	-1.093587	-1.171948 !#6
C    	1.188874	-0.738334	-2.541824 !#7
H    	1.660278	0.103989	-3.037456 !#8
H    	0.693846	-2.250448	-3.793799 !#9
C    	0.047815	-1.308329	-3.084007 !#10
H    	-0.586983	-1.905498	-2.433066 !#11
H    	-0.471560	-0.772211	-3.874651 !#12
O    	2.617933	-2.169165	-3.550468 !#13
O    	1.756143	-2.853860	-4.187191 !#14

TS 28
C    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.372717 !#2
C    	1.388266	0.000000	-0.134018 !#3
H    	1.872175	0.954645	-0.308464 !#4
O    	1.787837	0.190763	2.030906 !#5
O    	0.595455	0.102315	2.473232 !#6
O    	-0.685166	1.192889	-0.221516 !#7
O    	-0.791794	1.360598	-1.693361 !#8
H    	-1.664765	1.776348	-1.741559 !#9
H    	-0.562243	-0.902354	-0.250765 !#10
C    	2.191531	-1.240252	-0.329081 !#11
H    	2.392494	-1.365890	-1.400859 !#12
H    	3.154405	-1.180229	0.181569 !#13
H    	1.661091	-2.129900	0.017269 !#14

TS 29
C    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.091788 !#2
C    	1.365911	0.000000	-0.708800 !#3
H    	1.195471	0.235764	-1.766741 !#4
C    	2.438387	0.885735	-0.103411 !#5
H    	3.377249	0.768230	-0.649306 !#6
H    	2.133720	1.932937	-0.167522 !#7
H    	2.608571	0.629711	0.944443 !#8
O    	1.764279	-1.368646	-0.576466 !#9
O    	0.597675	-2.106524	-0.926778 !#10
H    	-0.179367	-1.258195	-0.413801 !#11
O    	-0.849419	0.927753	-0.541161 !#12
O    	-1.919875	1.182635	0.405952 !#13
H    	-2.646173	1.357991	-0.210903 !#14

TS 30
C    	-0.002525	0.012673	-0.016029 !#1
H    	-0.006393	0.015889	1.078127 !#2
H    	1.037281	0.014300	-0.368818 !#3
C    	-0.713278	-1.227905	-0.524697 !#4
H    	-1.842285	-1.325310	0.160266 !#5
C    	-0.941290	-1.409893	-1.998086 !#6
H    	-1.605835	-2.256689	-2.174743 !#7
H    	-1.368822	-0.506731	-2.434790 !#8
H    	0.013841	-1.618894	-2.496404 !#9
O    	-0.317885	-2.372807	0.169110 !#10
O    	-1.625955	-2.356794	0.900998 !#11
O    	-0.529649	1.217263	-0.547262 !#12
O    	-1.886989	1.352684	-0.041018 !#13
H    	-1.773806	2.098288	0.565181 !#14

TS 31
O    	-0.000195	-0.000089	0.000084 !#1
H    	-0.000219	-0.000366	1.146056 !#2
O    	1.387555	-0.000025	-0.268379 !#3
C    	1.964846	-1.068830	0.459357 !#4
H    	2.992183	-1.150518	0.105747 !#5
H    	1.420641	-2.000608	0.279775 !#6
C    	1.921912	-0.725520	1.980670 !#7
H    	2.654500	0.061277	2.185179 !#8
C    	0.543342	-0.311435	2.410454 !#9
H    	-0.102901	-1.119786	2.745294 !#10
H    	0.451804	0.616609	2.966959 !#11
O    	2.246526	-1.891163	2.750921 !#12
O    	3.606995	-2.285353	2.389591 !#13
H    	4.025665	-2.269019	3.261627 !#14

TS 32
C    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.330616 !#2
C    	1.390941	0.000000	-0.078310 !#3
H    	1.937112	-0.923715	-0.210671 !#4
H    	1.932115	0.926731	-0.209455 !#5
O    	1.794317	-0.008406	2.064061 !#6
O    	0.601775	-0.007118	2.488672 !#7
C    	-0.838792	-1.211450	-0.381427 !#8
H    	-0.352762	-2.130685	-0.047259 !#9
H    	-1.821958	-1.158472	0.088047 !#10
H    	-0.972349	-1.258977	-1.465777 !#11
O    	-0.552364	1.245119	-0.375080 !#12
O    	-1.699217	1.507277	0.504214 !#13
H    	-2.356683	1.773622	-0.153699 !#14

TS 33
C    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.330616 !#2
C    	1.390941	0.000000	-0.078310 !#3
H    	1.937112	-0.923715	-0.210671 !#4
H    	1.932115	0.926731	-0.209455 !#5
O    	1.794317	-0.008406	2.064061 !#6
O    	0.601775	-0.007118	2.488672 !#7
C    	-0.838792	-1.211450	-0.381427 !#8
H    	-0.352762	-2.130685	-0.047259 !#9
H    	-1.821958	-1.158472	0.088047 !#10
H    	-0.972349	-1.258977	-1.465777 !#11
O    	-0.552364	1.245119	-0.375080 !#12
O    	-1.699217	1.507277	0.504214 !#13
H    	-2.356683	1.773622	-0.153699 !#14

TS 34
C    	0.007363	-0.006705	0.031370 !#1
H    	0.031770	-0.035222	1.382019 !#2
C    	1.409789	0.001180	-0.519324 !#3
H    	1.896347	0.961636	-0.339739 !#4
H    	1.984278	-0.785594	-0.027693 !#5
H    	1.407657	-0.189948	-1.598761 !#6
O    	-0.674242	1.054027	-0.523576 !#7
O    	-2.032308	1.118342	-0.000745 !#8
H    	-2.054909	2.045606	0.277424 !#9
C    	-0.713847	-1.374211	0.115403 !#10
H    	-1.784851	-1.221869	0.256864 !#11
H    	-0.514159	-2.034673	-0.733311 !#12
O    	-0.112352	-1.970786	1.257986 !#13
O    	-0.150916	-0.939609	2.236514 !#14

TS 35
O    	-0.002330	0.002824	-0.000724 !#1
H    	-0.003807	0.006167	0.967273 !#2
O    	1.433822	0.000166	-0.260740 !#3
C    	1.735202	1.184623	-1.004722 !#4
H    	2.827140	1.232634	-0.978402 !#5
H    	1.322082	2.049988	-0.474745 !#6
C    	1.681281	2.059735	-3.359656 !#7
H    	1.182378	2.163381	-4.314047 !#8
H    	2.596246	2.623134	-3.210452 !#9
C    	1.243644	1.131169	-2.430363 !#10
H    	0.245598	0.725240	-2.558095 !#11
O    	2.108183	-0.462102	-2.959585 !#12
O    	1.266609	-1.543005	-2.712947 !#13
H    	1.283330	-1.606495	-1.740747 !#14

TS 36
O    	0.001575	-0.008556	-0.001152 !#1
H    	0.000746	-0.005909	0.966886 !#2
O    	1.743399	-0.000757	-0.118055 !#3
C    	2.090913	0.799870	-1.220609 !#4
H    	1.721726	1.826205	-1.129000 !#5
C    	3.484271	0.618101	-0.773331 !#6
H    	3.908732	1.289358	-0.039722 !#7
H    	4.042730	-0.256527	-1.077160 !#8
C    	1.666759	0.181220	-2.548420 !#9
H    	0.576277	0.114201	-2.568745 !#10
H    	2.092573	-0.820876	-2.667311 !#11
O    	1.978119	1.000351	-3.664663 !#12
O    	3.433458	0.989910	-3.811884 !#13
H    	3.502526	0.793990	-4.756630 !#14

TS 37
O    	0.023075	-0.078408	-0.004385 !#1
H    	0.041576	0.116145	0.944786 !#2
O    	1.805795	-0.053057	-0.141171 !#3
C    	2.118163	0.913954	-0.972835 !#4
H    	1.864696	1.930744	-0.658651 !#5
H    	1.939677	0.720666	-2.035832 !#6
C    	4.358128	2.024146	-1.647527 !#7
H    	4.318550	1.950733	-2.725412 !#8
H    	4.521721	2.991910	-1.191339 !#9
C    	4.000041	0.915646	-0.859655 !#10
H    	4.186566	-0.085604	-1.241368 !#11
O    	4.296051	1.050644	0.484996 !#12
O    	4.143744	-0.230886	1.128070 !#13
H    	3.169419	-0.320942	1.116916 !#14

TS 38
O    	0.005957	-0.062672	-0.018258 !#1
H    	0.012120	0.024453	0.944649 !#2
O    	1.686119	-0.036976	-0.169005 !#3
C    	1.825356	0.470089	-1.507314 !#4
H    	1.340793	1.442658	-1.604551 !#5
H    	1.406943	-0.231579	-2.235473 !#6
C    	3.351674	0.492026	-1.568341 !#7
H    	3.769292	1.499580	-1.479037 !#8
C    	3.661899	-0.352795	-0.363051 !#9
H    	4.104059	0.081259	0.523364 !#10
H    	3.736253	-1.423848	-0.497381 !#11
O    	3.744737	-0.081193	-2.808598 !#12
O    	5.201431	-0.038709	-2.853000 !#13
H    	5.324661	0.476003	-3.662129 !#14
