C    	-1.302779	0.000081	2.002689 !#4
H    	-2.225023	0.000020	1.389859 !#5
O    	-1.302943	-0.000046	3.205851 !#6

C3H6
C    	0.001064	0.000000	0.002885 !#1
H    	0.002500	0.000000	1.084461 !#2
H    	0.968056	0.000000	-0.486166 !#3
C    	-1.129771	0.000000	-0.691854 !#4
H    	-2.072980	0.000000	-0.153075 !#5
C    	-1.228584	0.000000	-2.185596 !#6
H    	-1.775977	-0.875932	-2.542630 !#7
H    	-1.775977	0.875932	-2.542630 !#8
H    	-0.244024	0.000000	-2.652897 !#9

n-propyl
C    	-0.000690	-0.000475	0.000136 !#1
C    	-0.000395	-0.000729	1.489594 !#2
H    	0.930433	-0.018721	-0.555250 !#3
H    	-0.917540	0.148078	-0.557752 !#4
H    	-0.905672	-0.499135	1.859829 !#5
H    	-0.081266	1.036404	1.860506 !#6
C    	1.244109	-0.648564	2.109942 !#7
H    	2.154969	-0.139343	1.780761 !#8
H    	1.211992	-0.602466	3.201745 !#9
H    	1.325690	-1.699210	1.818047 !#10

i-propyl
C    	-0.015506	-0.036588	-0.020594 !#1
H    	-0.021101	0.119507	1.066022 !#2
H    	1.043206	-0.169882	-0.301832 !#3
H    	-0.359197	0.884805	-0.496924 !#4
C    	-0.846525	-1.211127	-0.409233 !#5
H    	-1.418772	-1.168162	-1.329583 !#6
C    	-0.700915	-2.519217	0.289938 !#7
H    	-1.489197	-3.223009	0.012121 !#8
H    	0.262441	-3.005043	0.058353 !#9
H    	-0.722138	-2.397881	1.380844 !#10

C3H8
C    	0.000720	0.002798	0.000536 !#1
H    	0.000172	0.003085	1.095329 !#2
H    	1.045044	0.003076	-0.328106 !#3
H    	-0.452677	0.940767	-0.332217 !#4
C    	-0.751248	-1.212004	-0.551222 !#5
H    	-0.762927	-1.166061	-1.646160 !#6
H    	-1.799448	-1.165264	-0.234567 !#7
C    	-0.144542	-2.545483	-0.104798 !#8
H    	-0.700468	-3.395353	-0.510694 !#9
H    	0.894165	-2.637919	-0.438262 !#10
H    	-0.149180	-2.635511	0.986301 !#11

allyloxy
C    	-0.000688	0.000040	-0.002910 !#1
C    	0.008987	-0.000101	1.322275 !#2
C    	1.254453	-0.000240	2.165981 !#3
H    	0.922232	0.000068	-0.567274 !#4
H    	-0.927558	0.000134	-0.558991 !#5
H    	-0.922985	-0.000128	1.879476 !#6
H    	1.251074	-0.857518	2.870048 !#7
H    	1.251140	0.856892	2.870228 !#8
O    	2.452363	-0.000206	1.531738 !#9

propen-1-oxy
C    	-0.076087	0.000010	0.014711 !#1
H    	0.027979	0.000033	1.117967 !#2
C    	1.137097	-0.000011	-0.733186 !#3
H    	1.041335	-0.000034	-1.815587 !#4
C    	2.487347	-0.000002	-0.117357 !#5
H    	3.065628	-0.875811	-0.438621 !#6
H    	3.065629	0.875797	-0.438651 !#7
H    	2.440398	0.000017	0.974057 !#8
O    	-1.198593	0.000003	-0.500018 !#9

propen-2-oxy
C    	-0.002022	-0.007111	-0.002975 !#1
H    	-0.000615	-0.000653	1.079880 !#2
H    	0.942595	-0.021998	-0.534530 !#3
C    	-1.265464	0.004405	-0.692075 !#4
C    	-1.260015	-0.004880	-2.211175 !#5
H    	-0.747684	-0.895040	-2.588952 !#6
H    	-2.284602	0.005702	-2.579976 !#7
H    	-0.725607	0.867502	-2.599683 !#8
O    	-2.322356	0.021344	-0.053802 !#9

acetone
C    	0.003332	-0.178858	-0.009341 !#1
O    	-0.023890	-0.515617	1.154205 !#2
C    	1.309582	-0.034319	-0.767474 !#3
H    	1.279762	-0.600054	-1.703685 !#4
H    	1.466204	1.016128	-1.035113 !#5
H    	2.139613	-0.377100	-0.151227 !#6
C    	-1.266914	0.120641	-0.783053 !#7
H    	-1.204716	1.100538	-1.266184 !#8
H    	-1.396852	-0.619609	-1.579723 !#9
H    	-2.127365	0.088263	-0.116108 !#10

propanone
C    	0.000409	-0.000297	0.003066 !#1
H    	0.005126	-0.000363	1.115714 !#2
C    	1.368566	0.000245	-0.633070 !#3
H    	1.904304	0.870078	-0.227454 !#4
H    	1.904962	-0.869222	-0.227539 !#5
O    	-1.044757	-0.000638	-0.599289 !#6
C    	1.364823	0.000321	-2.158742 !#7
H    	0.849145	-0.879350	-2.549041 !#8
H    	0.848342	0.879564	-2.548946 !#9
H    	2.386062	0.000806	-2.546142 !#10

propylene-oxide
C    	0.015577	-0.022969	0.002442 !#1
C    	0.023416	0.004037	1.470476 !#2
O    	1.252523	0.024756	0.731139 !#3
H    	-0.214748	0.911299	-0.508926 !#4
H    	-0.167752	-0.914694	2.020598 !#5
H    	-0.213993	0.923647	1.999923 !#6
C    	-0.260241	-1.276988	-0.783503 !#7
H    	-1.317252	-1.329296	-1.062218 !#8
H    	0.332972	-1.292845	-1.701996 !#9
H    	-0.009057	-2.164056	-0.198051 !#10

oxetane
C    	0.007188	0.006788	0.009834 !#1
C    	-0.002115	-0.003150	2.089778 !#2
C    	1.141369	0.019786	1.054975 !#3
H    	-0.048252	-0.884079	-0.623295 !#4
H    	-0.063190	-0.900023	2.713837 !#5
H    	-0.090897	0.884995	2.722902 !#6
H    	1.785665	-0.859371	1.053654 !#7
H    	-0.075999	0.900951	-0.615533 !#8
O    	-1.007365	-0.013500	1.045213 !#9
H    	1.757351	0.918970	1.062024 !#10

2-formyl-ethoxy
O    	0.000454	0.004150	-0.000036 !#1
C    	0.000151	0.000700	1.204651 !#2
H    	0.957496	-0.001835	1.768825 !#3
C    	-1.244114	0.018803	2.066414 !#4
H    	-1.158055	-0.782570	2.809899 !#5
H    	-1.227447	0.959806	2.634846 !#6
C    	-2.545367	-0.124033	1.277804 !#7
H    	-3.413109	0.119648	1.923713 !#8
H    	-2.610009	0.608128	0.455167 !#9
O    	-2.793014	-1.375343	0.790327 !#10

1-formyl-ethoxy
C    	0.000267	0.004018	0.004309 !#1
H    	-0.001235	-0.021905	1.108491 !#2
C    	1.460000	0.000556	-0.610896 !#3
H    	1.747325	-1.039588	-0.324810 !#4
C    	1.487294	0.184142	-2.123016 !#5
H    	0.866464	-0.562180	-2.623234 !#6
H    	1.117965	1.176052	-2.389677 !#7
H    	2.514871	0.088726	-2.478646 !#8
O    	2.177077	0.864929	0.121228 !#9
O    	-0.985567	0.035771	-0.665995 !#10

acetyl-methoxy
C    	-0.000038	-0.000173	0.000028 !#1
C    	-0.000159	0.000427	1.501043 !#2
H    	1.022237	-0.001433	1.875978 !#3
H    	-0.533104	0.892761	1.842909 !#4
H    	-0.559901	-0.858684	1.878214 !#5
O    	0.961291	0.119288	-0.701607 !#6
C    	-1.430423	-0.193570	-0.700464 !#7
H    	-1.337082	0.182418	-1.729156 !#8
H    	-1.468565	-1.304591	-0.706868 !#9
O    	-2.404439	0.329169	0.039480 !#10

oxiranyl-methoxy
C    	-0.005048	-0.001912	0.002962 !#1
C    	0.006484	-0.000453	1.469847 !#2
O    	1.231992	0.006421	0.721025 !#3
H    	-0.242051	0.923061	-0.519460 !#4
H    	-0.199505	-0.922805	2.007578 !#5
H    	-0.210582	0.918160	2.007653 !#6
C    	-0.292154	-1.271586	-0.776654 !#7
H    	0.013779	-2.169954	-0.211503 !#8
H    	0.349826	-1.293374	-1.685098 !#9
O    	-1.565178	-1.377209	-1.248680 !#10

allyl-hydroperoxide
C    	0.005437	-0.029492	0.007752 !#1
H    	0.002183	-0.040310	1.089441 !#2
H    	0.973509	-0.049699	-0.477855 !#3
C    	-1.119673	-0.001274	-0.694549 !#4
H    	-2.078355	0.024011	-0.185508 !#5
C    	-1.176767	0.000990	-2.190785 !#6
H    	-0.182778	-0.089819	-2.632950 !#7
H    	-1.801795	-0.816495	-2.560307 !#8
O    	-1.834852	1.153638	-2.722969 !#9
O    	-0.941836	2.281916	-2.580007 !#10
H    	-1.278972	2.701632	-1.776704 !#11

1-propene-hydroperoxide
O    	0.000340	-0.004334	-0.002031 !#1
H    	-0.000713	0.011553	0.965371 !#2
O    	1.432103	-0.002728	-0.237870 !#3
C    	1.761207	0.934112	-1.187085 !#4
H    	2.832718	0.857110	-1.346686 !#5
C    	0.966373	1.782334	-1.830759 !#6
H    	-0.094744	1.774465	-1.613818 !#7
C    	1.475294	2.752227	-2.858925 !#8
H    	1.004066	2.580930	-3.832854 !#9
H    	1.250964	3.786052	-2.574664 !#10
H    	2.557134	2.670776	-2.993023 !#11

2-propene-hydroperoxide
C    	0.008597	-0.005263	-0.007477 !#1
H    	0.014031	-0.001869	1.071497 !#2
H    	0.952085	-0.008922	-0.534772 !#3
C    	-1.123121	-0.018083	-0.708446 !#4
C    	-1.256023	-0.047546	-2.202350 !#5
H    	-1.785279	-0.948364	-2.525183 !#6
H    	-1.821029	0.817427	-2.561470 !#7
H    	-0.267458	-0.036314	-2.660713 !#8
O    	-2.396656	-0.021682	-0.177247 !#9
O    	-2.365354	-0.054478	1.270615 !#10
H    	-2.934529	0.704309	1.462384 !#11

n-propylperoxy
C    	0.004876	0.000673	-0.001415 !#1
H    	0.007022	0.001433	1.092559 !#2
H    	1.045876	-0.004935	-0.338444 !#3
H    	-0.443986	0.939963	-0.331936 !#4
C    	-0.774199	-1.195065	-0.558577 !#5
H    	-1.813874	-1.161000	-0.221316 !#6
H    	-0.786822	-1.161873	-1.652528 !#7
C    	-0.169056	-2.517261	-0.112017 !#8
H    	0.845455	-2.656322	-0.492346 !#9
H    	-0.177492	-2.630467	0.974174 !#10
O    	-0.900994	-3.652177	-0.670198 !#11
O    	-2.050812	-3.846716	-0.055401 !#12

i-propylperoxy
C    	-0.000262	0.000334	0.000299 !#1
H    	-0.002831	0.001411	1.093506 !#2
H    	1.037587	-0.001620	-0.343186 !#3
H    	-0.479341	0.913262	-0.356675 !#4
C    	-0.722522	-1.223096	-0.539179 !#5
H    	-0.749155	-1.207224	-1.631510 !#6
C    	-0.198841	-2.549024	-0.017430 !#7
H    	-0.781581	-3.383564	-0.412122 !#8
H    	0.841513	-2.679701	-0.324756 !#9
H    	-0.239441	-2.580161	1.074262 !#10
O    	-2.141213	-1.174590	-0.116803 !#11
O    	-2.822193	-0.244700	-0.751071 !#12

QOOH-1
O    	0.000474	0.002322	0.002640 !#1
H    	0.003191	0.001934	0.969788 !#2
O    	1.438074	-0.001854	-0.252455 !#3
C    	1.717540	1.097297	-1.113449 !#4
H    	2.811568	1.117412	-1.133163 !#5
H    	1.357365	2.026368	-0.655771 !#6
C    	1.148256	0.922408	-2.525655 !#7
H    	1.546548	0.001310	-2.961719 !#8
H    	0.061957	0.771735	-2.425635 !#9
C    	1.432630	2.092685	-3.401039 !#10
H    	1.310498	3.103930	-3.028662 !#11
H    	1.649714	1.967723	-4.453755 !#12

QOOH-2
O    	-0.053500	-0.283640	-0.573763 !#1
H    	-0.110323	0.499414	-0.008975 !#2
O    	1.382452	-0.292565	-0.861977 !#3
C    	1.891198	-1.575140	-0.421317 !#4
H    	1.305040	-2.358983	-0.915781 !#5
H    	1.761614	-1.657238	0.662838 !#6
C    	3.321211	-1.625979	-0.818477 !#7
H    	4.064672	-1.303252	-0.097366 !#8
C    	3.737662	-1.865746	-2.226423 !#9
H    	4.736191	-2.309182	-2.282391 !#10
H    	3.032785	-2.519867	-2.749015 !#11
H    	3.775493	-0.925468	-2.798139 !#12

QOOH-3
C    	0.004243	-0.047149	-0.018310 !#1
H    	0.171946	0.787485	0.654186 !#2
H    	0.798918	-0.768808	-0.155751 !#3
C    	-1.258756	-0.113294	-0.802581 !#4
H    	-1.332022	-1.062423	-1.341721 !#5
C    	-2.510919	0.114231	0.043522 !#6
H    	-3.402576	0.099721	-0.586494 !#7
H    	-2.596517	-0.673765	0.794821 !#8
H    	-2.459505	1.077216	0.557658 !#9
O    	-1.325480	0.948387	-1.797782 !#10
O    	-0.347947	0.661136	-2.832661 !#11
H    	0.305282	1.356478	-2.671509 !#12

1-formyl-ethyl-hydroperoxide
C    	-0.000783	0.000554	-0.000102 !#1
H    	-0.001782	-0.001441	1.109566 !#2
C    	1.386063	0.000038	-0.636620 !#3
H    	1.357885	-0.616727	-1.541829 !#4
C    	1.825359	1.427541	-0.961332 !#5
H    	2.824169	1.421277	-1.401334 !#6
H    	1.125582	1.864791	-1.675467 !#7
H    	1.844396	2.045091	-0.060376 !#8
O    	2.358304	-0.503740	0.275881 !#9
O    	1.979485	-1.876773	0.587190 !#10
H    	2.751901	-2.355901	0.254719 !#11
O    	-1.018203	0.036917	-0.642181 !#12

2-formyl-ethyl-hydroperoxide
O    	-0.000941	0.001652	-0.000223 !#1
C    	-0.000204	0.001127	1.207423 !#2
H    	0.959218	0.002461	1.768010 !#3
C    	-1.236696	-0.005641	2.066755 !#4
H    	-1.190911	-0.889582	2.716687 !#5
H    	-1.185495	0.856804	2.742132 !#6
C    	-2.538027	0.008640	1.273533 !#7
H    	-2.615155	0.904496	0.650561 !#8
H    	-2.613210	-0.867942	0.624913 !#9
O    	-3.683052	-0.108056	2.111889 !#10
O    	-3.755129	1.109556	2.913762 !#11
H    	-4.642950	1.414093	2.679896 !#12

acetyl-methyl-hydroperoxide
C    	-0.000106	-0.000571	0.000199 !#1
H    	0.000865	0.000882	2.667313 !#2
C    	0.420291	0.000147	-1.450943 !#3
H    	1.099166	0.830385	-1.641360 !#4
H    	0.891272	-0.945760	-1.732236 !#5
H    	-0.469205	0.119896	-2.079381 !#6
O    	0.143468	0.960985	0.724538 !#7
C    	-0.628936	-1.290551	0.525656 !#8
H    	-1.450628	-1.599241	-0.130845 !#9
H    	0.126537	-2.088570	0.521107 !#10
O    	-1.211719	-1.151641	1.799739 !#11
O    	-0.141983	-0.957479	2.759282 !#12

oxiranyl-methyl-hydroperoxide
C    	-0.000531	0.000845	0.000079 !#1
C    	0.000297	-0.000785	1.466295 !#2
H    	0.942469	0.000599	-0.538458 !#3
H    	-0.858989	-0.404288	-0.526225 !#4
H    	0.959092	-0.002807	1.983438 !#5
C    	-1.160570	-0.561203	2.265478 !#6
H    	-1.046622	-1.645211	2.377182 !#7
H    	-1.207067	-0.107039	3.260275 !#8
O    	-0.268294	1.212640	0.738179 !#9
O    	-2.403092	-0.385169	1.603461 !#10
O    	-2.839043	0.982382	1.824993 !#11
H    	-2.237100	1.467671	1.230483 !#12

3-hydroperoxide-propylperoxy
O    	-0.000808	-0.001070	0.000056 !#1
H    	-0.001460	0.007809	0.967238 !#2
O    	1.438105	-0.001414	-0.250993 !#3
C    	1.712002	1.088756	-1.128292 !#4
H    	2.805323	1.092891	-1.170426 !#5
H    	1.372581	2.025292	-0.673604 !#6
C    	1.103694	0.909043	-2.516809 !#7
H    	0.015316	0.850487	-2.428448 !#8
H    	1.331439	1.788734	-3.126578 !#9
C    	1.590065	-0.336553	-3.240344 !#10
H    	1.510025	-1.228567	-2.618332 !#11
H    	1.072328	-0.486166	-4.188621 !#12
O    	3.022077	-0.255302	-3.540950 !#13
O    	3.276548	0.626762	-4.487063 !#14

1-methyl-2-hydroperoxide-ethylperoxy
O    	-0.000141	0.000102	-0.000818 !#1
H    	-0.001499	0.000255	0.972054 !#2
O    	1.428898	-0.000129	-0.248487 !#3
C    	1.824648	-1.318102	-0.573293 !#4
H    	2.893286	-1.214991	-0.784978 !#5
H    	1.309417	-1.664892	-1.477667 !#6
C    	2.231293	-3.687410	0.239527 !#7
H    	2.037219	-4.394892	1.046961 !#8
H    	1.813358	-4.097609	-0.682915 !#9
H    	3.312431	-3.590161	0.114166 !#10
C    	1.594159	-2.342562	0.540254 !#11
H    	0.528145	-2.436785	0.749911 !#12
O    	2.210003	-1.859397	1.782592 !#13
O    	1.458994	-0.974728	2.409058 !#14

2-hydroperoxide-propylperoxy
C    	0.000222	0.000603	-0.000428 !#1
H    	-0.000729	0.000772	1.098350 !#2
C    	1.428113	0.000007	-0.533773 !#3
H    	1.949941	0.898561	-0.201903 !#4
H    	1.966728	-0.872186	-0.155483 !#5
H    	1.437993	-0.027431	-1.624626 !#6
O    	-0.563444	1.223926	-0.467591 !#7
O    	-1.910947	1.353415	0.047871 !#8
H    	-2.418580	1.090429	-0.739118 !#9
C    	-0.824939	-1.216369	-0.432166 !#10
H    	-0.308034	-2.140391	-0.167645 !#11
H    	-1.820163	-1.201147	0.009821 !#12
O    	-0.982509	-1.282940	-1.875389 !#13
O    	-1.942787	-0.484759	-2.306222 !#14

1,3-dihydroperoxide-2-propyl
O    	-0.001603	0.002338	0.000363 !#1
H    	-0.001473	0.003709	0.975714 !#2
O    	1.422676	-0.000178	-0.275010 !#3
C    	1.852119	1.363644	-0.380609 !#4
H    	1.257742	1.881407	-1.138657 !#5
H    	2.876903	1.250619	-0.764127 !#6
C    	1.825658	2.088633	0.923152 !#7
H    	1.316155	3.042635	1.003031 !#8
C    	2.415837	1.506467	2.156275 !#9
H    	2.943110	0.568839	1.954996 !#10
H    	3.108282	2.207855	2.640008 !#11
O    	1.459760	1.303598	3.224172 !#12
O    	0.531243	0.254895	2.828003 !#13
H    	0.812506	-0.474122	3.399506 !#14

2,3-dihydroperoxide-1-propyl
O    	-0.000867	0.000453	-0.002482 !#1
H    	-0.004628	0.001889	0.971055 !#2
O    	1.425741	0.000461	-0.262375 !#3
C    	1.851546	-1.346739	-0.408740 !#4
H    	2.908022	-1.246978	-0.675613 !#5
H    	1.310550	-1.828375	-1.232057 !#6
C    	2.334112	-3.524809	0.724142 !#7
H    	2.440747	-4.155207	1.596410 !#8
H    	2.693580	-3.879529	-0.233145 !#9
C    	1.706970	-2.188305	0.864391 !#10
H    	0.643461	-2.292618	1.122053 !#11
O    	2.350926	-1.569147	2.001981 !#12
O    	1.482511	-0.504942	2.503467 !#13
H    	2.017222	0.271728	2.280609 !#14

TS 2
O    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.161757 !#2
O    	1.386877	0.000000	-0.277068 !#3
C    	1.969786	-1.067607	0.458541 !#4
H    	2.998225	-1.138798	0.097994 !#5
H    	1.433836	-1.998054	0.244525 !#6
C    	1.919436	-0.719140	1.965596 !#7
H    	2.308859	-1.584451	2.518664 !#8
H    	2.593436	0.121439	2.144834 !#9
C    	0.518288	-0.378704	2.405194 !#10
H    	0.390827	0.490551	3.045166 !#11
H    	-0.136654	-1.212392	2.652676 !#12

TS 3
O    	-0.000807	0.002382	0.000684 !#1
H    	0.000136	0.000784	1.234214 !#2
O    	1.418707	0.000897	-0.093090 !#3
C    	1.807678	0.779611	1.041018 !#4
H    	1.591365	1.841640	0.872912 !#5
H    	2.884036	0.629702	1.167640 !#6
C    	0.944425	0.239050	2.183332 !#7
C    	0.498740	1.162191	3.277486 !#8
H    	-0.249778	0.688862	3.917813 !#9
H    	1.342632	1.438469	3.926507 !#10
H    	0.081019	2.090286	2.876964 !#11
H    	1.219215	-0.768229	2.502938 !#12

TS 4
C    	0.000370	-0.000032	0.000341 !#1
H    	0.000314	0.000044	1.084088 !#2
H    	1.750531	-0.000153	-0.929403 !#3
C    	0.782310	0.886521	-0.729643 !#4
H    	0.474455	1.052538	-1.763306 !#5
O    	1.449320	-1.690687	-0.017763 !#6
O    	2.342468	-1.149162	-0.740581 !#7
H    	-0.740868	-0.629296	-0.474979 !#8
C    	1.475542	2.067244	-0.060009 !#9
H    	2.357439	2.384043	-0.622122 !#10
H    	0.803876	2.927891	0.012081 !#11
H    	1.800082	1.809356	0.951624 !#12

TS 5
C    	-0.000196	-0.000358	0.000384 !#1
H    	-0.000930	-0.000583	1.093770 !#2
H    	1.041015	-0.000529	-0.334874 !#3
H    	-0.454929	0.934628	-0.333218 !#4
C    	-0.768492	-1.202232	-0.556305 !#5
H    	-1.811146	-1.194305	-0.224942 !#6
H    	-0.797523	-1.156859	-1.654564 !#7
C    	-0.152903	-2.519669	-0.178012 !#8
H    	0.929624	-2.644293	-0.282764 !#9
H    	-0.381156	-2.876154	1.084610 !#10
O    	-0.868009	-3.661018	-0.519364 !#11
O    	-1.020353	-3.982542	0.937883 !#12

TS 6
O    	0.000029	0.002035	0.000542 !#1
H    	0.000054	-0.000218	0.967635 !#2
O    	1.686996	0.001540	-0.151558 !#3
C    	1.840930	0.537793	-1.483686 !#4
H    	1.317294	1.491274	-1.573283 !#5
H    	1.437598	-0.171521	-2.213606 !#6
C    	3.370170	0.612609	-1.504777 !#7
H    	3.723082	1.609771	-1.237252 !#8
C    	3.662985	-0.375968	-0.408666 !#9
H    	4.132952	-0.070134	0.516320 !#10
H    	3.652831	-1.436842	-0.625397 !#11
H    	3.802774	0.335713	-2.471388 !#12

TS 7
O    	-0.000226	0.004721	0.001877 !#1
H    	0.002556	0.001422	0.970958 !#2
O    	1.831675	-0.005623	-0.046043 !#3
C    	2.180344	0.668164	-1.104112 !#4
H    	1.900413	1.726784	-1.132614 !#5
H    	2.084292	0.163558	-2.072138 !#6
C    	4.531197	1.479024	-1.973215 !#7
H    	4.738607	1.006199	-2.926555 !#8
H    	4.582435	2.561483	-1.941482 !#9
C    	4.030190	0.742228	-0.888516 !#10
H    	4.245522	-0.321368	-0.871357 !#11
H    	4.076925	1.210985	0.089068 !#12

TS 8
O    	0.016671	0.028360	0.039765 !#1
H    	0.069643	-0.002389	1.006734 !#2
O    	1.360048	0.010633	-0.355844 !#3
C    	1.871488	1.736323	-0.985420 !#4
H    	0.904766	1.960090	-1.418244 !#5
H    	2.602705	1.312452	-1.665348 !#6
C    	2.305585	2.435547	0.123806 !#7
H    	1.574374	2.999036	0.698635 !#8
C    	3.692917	2.368710	0.669880 !#9
H    	3.707870	1.886497	1.655659 !#10
H    	4.361132	1.809495	0.011513 !#11
H    	4.108029	3.373534	0.813107 !#12

TS 9
O    	-0.000779	0.000154	-0.003696 !#1
H    	-0.003245	0.003548	0.964364 !#2
O    	1.753359	-0.001782	-0.115509 !#3
C    	2.085718	-0.648661	-1.312271 !#4
H    	1.770998	-0.096387	-2.204063 !#5
H    	1.743538	-1.687101	-1.350089 !#6
C    	3.495312	-0.456429	-0.916569 !#7
C    	4.285173	0.745218	-1.275698 !#8
H    	4.792671	1.173285	-0.405904 !#9
H    	5.073305	0.469666	-1.992868 !#10
H    	3.662907	1.513285	-1.737685 !#11
H    	3.932883	-1.199639	-0.259761 !#12

TS 11
C    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.087043 !#2
H    	0.990777	0.000000	-0.453748 !#3
C    	-1.072305	0.815848	-0.724195 !#4
H    	-1.958034	0.892427	-0.081998 !#5
C    	-0.642102	2.181088	-1.230319 !#6
H    	-1.452096	2.653202	-1.791656 !#7
H    	-0.390325	2.829002	-0.386856 !#8
H    	0.231618	2.094625	-1.879844 !#9
O    	-1.398621	-0.002080	-1.867872 !#10
O    	-1.474406	-1.311768	-1.322336 !#11
H    	-0.624914	-1.123376	-0.487999 !#12

TS 12
C    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.092201 !#2
H    	1.032550	0.000000	-0.355459 !#3
C    	-0.770839	-1.152985	-0.552295 !#4
H    	-0.673594	-1.328213	-1.618925 !#5
H    	-0.930731	-2.883633	0.503719 !#6
C    	-1.735309	-1.859848	0.155606 !#7
H    	-2.050810	-1.472291	1.122792 !#8
H    	-2.504141	-2.386686	-0.404804 !#9
O    	0.850899	-2.703552	-0.229576 !#10
O    	0.182157	-3.512831	0.495800 !#11
H    	-0.461345	0.938401	-0.335260 !#12

TS 13
C    	0.000034	0.000001	0.000169 !#1
H    	-0.001858	0.000597	1.097607 !#2
H    	1.038603	-0.000554	-0.337853 !#3
H    	-0.491766	0.912715	-0.338542 !#4
C    	-0.736634	-1.216459	-0.500052 !#5
H    	-1.011655	-1.067822	-1.788033 !#6
C    	-0.158461	-2.588521	-0.263811 !#7
H    	-0.752250	-3.348259	-0.773595 !#8
H    	0.876921	-2.645337	-0.606842 !#9
H    	-0.174638	-2.809803	0.810965 !#10
O    	-2.126817	-1.150036	-0.317979 !#11
O    	-2.300660	-0.986863	-1.795455 !#12

TS 14
C    	-0.000058	-0.000407	-0.000335 !#1
H    	0.006567	-0.004132	1.091086 !#2
H    	1.032789	0.004014	-0.355177 !#3
C    	-0.481989	-1.710830	-1.790513 !#4
H    	-1.120976	-2.464680	-2.232446 !#5
H    	0.444467	-1.475159	-2.302037 !#6
C    	-0.749743	-1.188384	-0.536841 !#7
H    	-1.755573	-1.324367	-0.148127 !#8
O    	0.037432	-2.497357	0.618997 !#9
O    	-0.673305	-3.700490	0.632059 !#10
H    	-1.372845	-3.544786	1.285938 !#11
H    	-0.479105	0.926287	-0.333081 !#12

TS 15
O    	-0.000520	0.004993	0.001378 !#1
H    	0.000632	-0.006651	0.969453 !#2
O    	1.736469	0.001692	-0.119930 !#3
C    	2.092552	0.756288	-1.256177 !#4
H    	1.678983	1.768718	-1.201019 !#5
C    	3.466046	0.663102	-0.715426 !#6
H    	3.815666	1.381341	0.013302 !#7
H    	4.074438	-0.206756	-0.927431 !#8
C    	1.789828	0.088323	-2.581883 !#9
H    	0.709511	-0.004987	-2.706065 !#10
H    	2.230868	-0.910694	-2.620064 !#11
H    	2.186524	0.685134	-3.408632 !#12

TS 17
O    	0.000000	0.000000	0.000000 !#1
H    	0.000000	0.000000	1.232764 !#2
O    	1.419351	0.000000	-0.091378 !#3
C    	1.813768	0.804715	1.033868 !#4
H    	1.623171	1.860261	0.822324 !#5
H    	2.880162	0.621433	1.180009 !#6
C    	0.921071	0.319837	2.184461 !#7
H    	0.442552	1.094678	2.783692 !#8
C    	1.382862	-0.863143	2.998117 !#9
