1.0,[2.74773766]
3.25,[2.70697369]
5.5,[2.68143627]
7.75,[2.6611101]
10.0,[2.64359519]
12.25,[2.62788893]
14.5,[2.61346559]
16.75,[2.60001107]
19.0,[2.58732094]
21.25,[2.57525377]
23.5,[2.56370715]
25.75,[2.5526042]
28.0,[2.54188556]
30.25,[2.53150431]
32.5,[2.52142258]
34.75,[2.51160937]
37.0,[2.50203888]
39.25,[2.49268938]
41.5,[2.48354239]
43.75,[2.47458201]
46.0,[2.46579446]
48.25,[2.45716772]
50.5,[2.4486912]
52.75,[2.44035553]
55.0,[2.43215236]
57.25,[2.42407423]
59.5,[2.41611442]
61.75,[2.40826686]
64.0,[2.40052606]
66.25,[2.392887]
68.5,[2.3853451]
70.75,[2.37789618]
73.0,[2.37053636]
75.25,[2.3632621]
77.5,[2.3560701]
79.75,[2.3489573]
82.0,[2.34192088]
84.25,[2.33495818]
86.5,[2.32806675]
88.75,[2.32124427]
91.0,[2.31448859]
93.25,[2.30779767]
95.5,[2.30116961]
97.75,[2.2946026]
100.0,[2.28809495]
