T [K],vel [m/s],dist [m],X_H,X_H2,X_O,X_OX,X_OH,X_OHX,X_H2O,X_O2,X_O2X,X_HO2,X_H2O2,X_O3,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_N2H2,X_N2H3,X_N2H4,X_NO,X_HNO,X_H2NO,X_HNOH,X_NH2OH,X_N2O,X_HNNO,X_NO2,X_HONO,X_NO3,X_HNO3,X_N2O3,X_N2O4,X_HE,X_AR,X_N2,tau [ms]
550.8789091646061,0.12268678047624089,0.0,-1.5142430336651448e-19,-7.925205529123784e-17,-3.878600900771359e-20,-3.8783649705868106e-20,-3.115942643482833e-20,-3.115940862582642e-20,-6.551106668051487e-19,0.156529516994604,2.18219953067076e-14,1.5510878351994788e-17,-1.2832157242203872e-18,-2.3725478043265605e-20,-3.654111374751489e-20,-4.331739479033629e-20,8.699694776627998e-17,0.2546213476445981,-2.5787750148674476e-20,1.4782378098611514e-19,-2.1611227189921708e-20,-2.03085633106794e-17,8.565564811041328e-20,-2.574850155410465e-20,5.570268189612238e-20,-2.5923300668478763e-20,-6.418587682051197e-19,-5.1953359297738895e-20,-1.9975065664548392e-20,-2.225118842973048e-20,-1.9910622641966574e-20,-1.5903109949391495e-20,-1.5853785064816505e-20,-1.336658399116232e-20,-1.3066354888004548e-20,-8.421850842612492e-20,-2.4649952799338143e-20,0.5888491353607761,-672.9591176379137
550.8789088321761,0.12268678040220848,0.1,5.939645039262343e-22,-8.858206971298568e-14,-6.420835233794768e-21,1.6758791915101153e-29,-5.5110823038748e-23,1.0213648044621194e-29,-2.522016370823087e-15,0.1565295168764094,1.1813907202788439e-10,8.366940585309528e-14,-6.975800587098926e-15,-5.749133536793215e-17,1.05952777337163e-25,-1.8767999853450717e-24,2.1712489655616472e-13,0.2546213476445929,3.301618372210075e-28,6.981479856790593e-16,-1.5986069530746447e-25,-1.095809234205493e-13,4.532442554768457e-16,1.5660503227215845e-18,3.314452152645303e-16,1.0730047619907874e-19,-2.520981520513175e-15,-1.6002825010726798e-16,5.997148752636111e-22,4.884047875920988e-19,-5.036982970304355e-19,1.077155044579565e-21,8.002053179804767e-20,7.574252350448324e-27,-2.69092790615372e-29,1.634623564589123e-19,4.776734916297483e-20,0.5888491353607667,-480.7286630573119
550.8789088260005,0.12268678040083847,0.2,3.955767065294073e-26,-8.858265344014306e-14,4.187480782539489e-21,-5.341847542869331e-29,1.86646545769508e-22,-3.2555884729131557e-29,1.0101969214204366e-14,0.1565295168750145,1.1877977999588623e-10,1.3834940533026102e-12,-6.238221583861144e-13,3.715190665402662e-17,2.52591632183903e-21,-1.9168365910365932e-24,4.887375214789057e-13,0.2546213476444981,1.0035882126353416e-27,6.353195354667318e-16,-3.3625556548849466e-25,-2.0571091563360213e-13,4.448744853964109e-15,5.95787123366243e-18,6.306614731384897e-15,1.86221205390774e-18,-2.5209652719445126e-15,-1.6011851182576768e-16,-1.9022942550300628e-21,5.914654218692849e-16,-1.0705154796224742e-15,-1.6477504576131353e-21,3.3226923684492587e-16,1.987544681065535e-23,-5.214859493321547e-29,-3.5721210230806936e-19,-1.0494539423022309e-19,0.5888491353607348,-288.4982084767101
550.8789087990195,0.12268678039519341,0.25,3.1778283228913995e-25,-8.858176263893817e-14,1.2248283601634273e-20,2.091455135063279e-28,3.011536734684903e-21,1.2746370487180176e-28,8.686946153093023e-14,0.15652951687400954,1.1878353227521876e-10,2.30048021131113e-12,-1.0794943177864028e-12,1.0946929812634344e-16,1.3101856248820393e-24,-1.0449462246912596e-22,6.48259340694657e-12,0.2546213476436087,5.806758247802134e-27,-8.478554453802206e-16,-1.7706206607193158e-23,-3.171608346898891e-12,1.8553115158007014e-14,9.565591242040956e-17,6.631596540783174e-14,1.7278608878302826e-17,-2.519708670374502e-15,-1.5822025704385571e-16,7.31327092487769e-21,9.681714998217384e-16,-1.8383254346662634e-15,1.6636350136662312e-20,3.3235782664726216e-16,2.6163842968100811e-23,2.0098198682909954e-28,6.658710486008574e-19,1.9539522972013125e-19,0.5888491353589866,-192.38298118640924
550.8789087867136,0.12268678039261571,0.275,4.6576658792367475e-25,-8.858303952506032e-14,1.7353704208533226e-20,-4.2965837970187015e-28,5.112975646324287e-21,-2.618552738535641e-28,1.520854199460733e-13,0.15652951687348338,1.1878357234695964e-10,2.8201893659424466e-12,-1.3449088117704508e-12,1.552167475622834e-16,-2.736041868693534e-24,-9.611765113547306e-23,9.174838184144851e-12,0.2546213476431711,1.1269172482338208e-26,-2.2325927986365546e-15,-3.309769000701647e-23,-4.498651306810088e-12,2.972782146926735e-14,1.5309200775854502e-16,1.17943348866399e-13,3.0564273159075456e-17,-2.519228441089515e-15,-1.5744300573950762e-16,-1.4268967731689176e-20,1.1797616376717557e-15,-2.2657138451010783e-15,-1.2177085096638074e-20,3.3216032584532574e-16,2.9175593651011224e-23,-4.149648656349406e-28,-3.872563426368262e-19,-1.1340202320352322e-19,0.5888491353582045,-144.3253675412587
550.8789087789347,0.1226867803909772,0.3,9.741962023497132e-25,-8.858245130183251e-14,2.055373072351995e-20,2.3058669990270674e-28,7.153564712678512e-21,1.4053104979336794e-28,2.4341340988158534e-13,0.1565295168729876,1.1878357318165224e-10,3.4175857605087983e-12,-1.6555874964708105e-12,1.844416923854624e-16,1.468350661883705e-24,-5.354578696806903e-23,1.0747850100594697e-11,0.2546213476428442,1.9378932845597728e-26,-4.077389783912495e-15,-4.415251935613371e-23,-5.26205897183603e-12,4.4622503927728856e-14,2.0520684008123925e-16,1.9042822193994777e-13,5.0936333899960624e-17,-2.5178178365552846e-15,-1.5536556754028775e-16,7.043902028137359e-21,1.4213466293391836e-15,-2.734275200175994e-15,2.2652130340371824e-20,3.323595033763135e-16,3.2236940264075934e-23,2.217268952846949e-28,1.689329787028761e-19,5.049609438217572e-20,0.588849135357754,-96.2677538961083
550.8789087779935,0.1226867803907702,0.3125,9.937407145300084e-25,-8.858300696153425e-14,2.0845551749528703e-20,-4.497943966954671e-28,7.847659159881502e-21,-2.7412724156349413e-28,2.9353166894302037e-13,0.15652951687278077,1.1878357318339454e-10,3.740552304176608e-12,-1.8237817622766293e-12,1.8760653588821213e-16,-2.864236505997968e-24,-5.1054187584791126e-24,1.0813549552081173e-11,0.2546213476427667,2.2296497384620342e-26,-5.008063144700981e-15,-4.456377996282791e-23,-5.282588574411271e-12,5.2658085429307423e-14,2.2172198989191104e-16,2.301256194253694e-13,6.246827957910799e-17,-2.5172464094219305e-15,-1.5455889554446545e-16,-1.368441531578414e-20,1.5497896361423125e-15,-2.97898616362044e-15,-3.37957751414718e-21,3.3233611284548183e-16,3.3658608218645526e-23,-4.342984551516238e-28,-3.494662597424401e-19,-1.0506061826600658e-19,0.5888491353577419,-72.23894707353307
550.8789087805297,0.12268678039128526,0.32499999999999996,1.6042651042229946e-24,-8.857999141391954e-14,1.9633173842621542e-20,2.217829001568085e-27,7.960212935498629e-21,1.3516558240008575e-27,3.4439292744446606e-13,0.15652951687262356,1.1878357323948119e-10,4.095125914523964e-12,-2.0068983955099584e-12,1.773577107389618e-16,1.4244973185628033e-23,6.653303538877432e-23,1.0025976166799662e-11,0.25462134764279515,2.508928020065397e-26,-5.812022370377709e-15,-3.855670976130003e-23,-4.874868091241421e-12,6.073982706050307e-14,2.2281313514669164e-16,2.701251099588208e-13,7.570426636579037e-17,-2.5155869498453605e-15,-1.522793656803855e-16,6.988346727919432e-20,1.6901876325929797e-15,-3.2334707045678702e-15,1.1658600569662981e-19,3.3295168215454643e-16,3.5376393658574886e-23,2.1380073023178818e-27,2.2594172732006324e-18,6.750148210292279e-19,0.5888491353579811,-48.210140250957934
550.8789087822596,0.12268678039163854,0.33124999999999993,-1.3941872628994327e-25,-8.858183877087638e-14,1.8508810018675935e-20,-6.390358424155592e-27,7.892802913983386e-21,-3.894603526263081e-27,3.696138235731599e-13,0.15652951687254943,1.1878357310829068e-10,4.281327544314389e-12,-2.102531565106907e-12,1.6756931533657113e-16,-4.0609837185207355e-23,4.8353658784645713e-23,9.516059277491045e-12,0.25462134764282374,2.0413235714723227e-26,-6.1789259846405235e-15,-3.5059555228335244e-23,-4.6124490028641226e-12,6.472863126839366e-14,2.2034818526426932e-16,2.898749614831187e-13,8.119061387104798e-17,-2.5163169340939806e-15,-1.533262352797607e-16,-1.7105653837409478e-19,1.7592911588061216e-15,-3.3646900748953543e-15,-1.9333956292699187e-19,3.3228890498647446e-16,3.5315831238971786e-23,-6.162439362507165e-27,-1.509135164808568e-18,-4.531674288776085e-19,0.5888491353581349,-36.19573683967037
550.8789087837796,0.12268678039194696,0.33749999999999997,1.6906879035003508e-22,-8.841082277060017e-14,1.8030299704783097e-20,1.1331469092925752e-26,7.866935730628593e-21,6.905960742437211e-27,3.947579194557209e-13,0.1565295168724597,1.1878357339284375e-10,4.4908424259961545e-12,-2.2087958261496987e-12,1.6297891070798667e-16,7.262635596117693e-23,1.145846748560872e-22,9.04590913525803e-12,0.2546213476428467,3.0388449143977427e-26,-6.506511165696661e-15,-3.160169208700269e-23,-4.369493629359304e-12,6.87026275102529e-14,2.1869889411736243e-16,3.094633286413326e-13,8.959676540758045e-17,-2.51376712107559e-15,-1.5001560211603946e-16,2.929294752777125e-19,1.8391345375565865e-15,-3.4962397304811936e-15,3.835506759650612e-19,3.3364839059528613e-16,3.768202839040059e-23,1.092590804612568e-26,5.051931087332643e-18,1.5320821430631756e-18,0.5888491353582771,-24.18133342838269
