T [K],vel [m/s],dist [m],X_NO,X_NH3,X_H2,X_O2,X_H,X_O,X_OH,X_HO2,X_H2O,X_H2O2,X_NH2,X_NH,X_N,X_NNH,X_NH2OH,X_H2NO,X_HNOH,X_HNO,X_HON,X_NO2,X_HONO,X_HNO2,X_NO3,X_HONO2,X_N2O,X_N2H4,X_N2H3,X_N2H2,X_H2NN,X_AR,X_HE,X_N2,tau [ms]
552.9783505010298,0.13139607573533982,0.0,-2.342367501262559e-19,0.25462134764460387,-4.376397820832216e-17,0.15652951699463397,-1.2698390186976603e-19,-3.3652031938752276e-20,-3.303444995523586e-20,-7.588505016671323e-16,-2.9199889583028335e-18,3.459891758140219e-16,7.800123299565227e-17,-3.546153873252571e-20,-2.995222942508159e-20,-2.1178336300929732e-20,-1.85625465286763e-20,-2.3517571202195865e-18,-2.243833034798225e-20,-2.1941056770731384e-20,-2.189928763900733e-20,-6.35775670772866e-20,-1.664700669874601e-20,-1.4458835322418694e-20,-1.3404831485185168e-20,-1.337287777269005e-20,-1.6276227453676678e-20,-1.3280206769738367e-17,-2.1565867637561343e-17,-1.977485484738747e-20,-2.1011035519690893e-20,-2.1035538229444736e-20,-7.201415773242542e-20,0.5888491353607626,-630.9827744194804
552.9783505079108,0.13139607573699644,0.1,-9.061395223571328e-16,0.2546213476447459,-4.976059755142729e-14,0.15652951699632572,3.178176711060069e-23,4.1889636515699643e-22,-2.5827356414236016e-22,-3.1745797999855032e-12,-1.0540731821971323e-14,1.4579681724758877e-12,2.0442746735783965e-13,-1.640065399203585e-22,1.2596515166756447e-25,8.639447410225746e-30,1.2048405737254628e-17,-9.873729970817323e-15,-4.3493705548780725e-18,-1.5790556212454726e-18,-1.3823795207599429e-18,-2.1924670885046234e-16,-5.532197731874211e-19,1.1929954414439947e-21,3.451021559260678e-20,3.697144966249942e-20,1.891257097116723e-18,-7.392464034666799e-14,-1.085107870819456e-13,4.281521462416001e-18,-6.429743417219845e-22,5.395554809646882e-20,1.8385009585547054e-19,0.5888491353606943,-450.7444136804529
552.9783505070232,0.13139607573680492,0.2,-3.071112507791749e-15,0.25462134764487887,-4.976171244726398e-14,0.15652951699644232,-1.8633224812224422e-26,1.3680634145138997e-21,-4.83475598991449e-22,-3.1302223309850093e-12,-3.080109203091379e-14,1.291002644791234e-12,3.943822353763089e-13,-1.5562395697563062e-22,1.1177810328215216e-22,-1.6665339105971255e-28,1.102701037754588e-17,-2.8244263390302092e-14,-1.377784039017418e-17,-4.252793867034758e-18,-1.914423273311136e-18,-1.1812329823595263e-15,3.954275828079738e-18,-6.360966675336247e-21,-1.5039156048308716e-19,1.1751055712389294e-17,1.4312409313357791e-18,-9.990097536001879e-14,-2.5486417759922274e-13,-9.842397783787501e-18,-2.800509691085334e-21,-2.362004945364377e-19,-8.075225232787137e-19,0.5888491353605915,-270.5060529414255
552.97835049563,0.13139607573425693,0.25,-7.356160337123341e-15,0.2546213476446853,-4.97597073811255e-14,0.15652951699643627,5.510465389226399e-26,5.698208250420435e-21,-3.088751900262536e-21,-2.7788133916281958e-12,-9.541448980012822e-14,8.29631280491025e-13,2.780688869347097e-12,-2.1990264152381746e-21,2.9070467742774744e-24,-8.463606535310552e-28,1.0535144663557347e-17,-8.854337839797291e-14,-3.612203395126079e-17,-1.3801285770779032e-17,-2.0160234950914925e-18,-1.2263231830938501e-14,-1.2868306989888935e-17,2.6251526296040845e-20,2.458173999328906e-19,1.2136843278707381e-17,-7.73116624239494e-18,-7.634930376271891e-13,-8.058237792494098e-13,-1.7051429225142515e-16,-6.499014946501812e-20,3.854791542394876e-19,1.317597630901143e-18,0.5888491353598699,-180.38687257191182
552.9783504915304,0.13139607573333287,0.275,-9.748988564099294e-15,0.2546213476446417,-4.976132395093696e-14,0.15652951699642648,-1.0240194987820554e-25,7.258581351268235e-21,-3.4315137866437385e-21,-2.4819661791082894e-12,-1.3135511667378006e-13,5.279257169010824e-13,3.523413980059517e-12,-1.3900134252601606e-21,-3.836903099468926e-24,-2.519127815777798e-27,9.345383347630833e-18,-1.2208658276041908e-13,-5.129061295943721e-17,-1.7044615895920417e-17,-2.8522001331899068e-18,-2.1882496777005338e-14,-2.920701868700287e-17,-3.122657695093937e-20,-1.506989062103303e-20,1.187189314802373e-17,-1.8934461528368452e-17,-8.400537051458579e-13,-1.1053085913418854e-12,-3.079656517701218e-16,-1.129485712438194e-19,-2.40743596479599e-20,-8.86422435574697e-20,0.5888491353596432,-135.32728238715492
552.9783504908603,0.13139607573316467,0.3,-1.1901908894693014e-14,0.2546213476446973,-4.976341318746224e-14,0.15652951699633566,-1.389971586689841e-25,6.86371682789763e-21,-2.5412478370246308e-21,-1.9954991605591795e-12,-1.580539282216967e-13,1.8019077038102117e-13,3.3682611483421813e-12,2.3082108291216497e-22,-1.1025959082215766e-22,-3.030626005227588e-27,7.817865065774089e-18,-1.4664146966926906e-13,-6.568574992835927e-17,-1.7468399437111825e-17,-3.767433519397479e-18,-3.2700330891611596e-14,-5.3638823520089796e-17,-5.235702623787443e-20,-3.8744914693177415e-19,1.1495475191659763e-17,-3.491291607005319e-17,-5.659260097130295e-13,-1.302615708589542e-12,-4.526413817747179e-16,-1.2722789337931673e-19,-6.071000301639415e-19,-2.0433767453048444e-18,0.5888491353596822,-90.26769220239817
552.9783504916746,0.13139607573333412,0.3125,-1.2838820494044643e-14,0.2546213476447583,-4.975634002951668e-14,0.15652951699625825,7.9507101115149615e-25,6.382909521771482e-21,-1.8389739687519406e-21,-1.6922715694857143e-12,-1.6773740365556199e-13,-2.3191527591157427e-15,2.993951796273966e-12,1.3386336695178015e-21,3.58873891018895e-23,2.3605666101357217e-27,9.254212524224387e-18,-1.553965637563185e-13,-7.124197010185644e-17,-1.725139398217808e-17,-1.923461719961633e-18,-3.769876486651846e-14,-6.473188048302323e-17,2.677269507475454e-19,8.359660030780549e-19,1.271359028858358e-17,-4.1332996618012716e-17,-3.2418465780455813e-13,-1.3571641740979378e-12,-5.1271911830278345e-16,-1.1773924714793378e-19,1.3090838385705286e-18,4.4334017521716094e-18,0.5888491353597897,-67.73789711001965
552.978350492319,0.1313960757334711,0.31875,-1.3294681792176263e-14,0.2546213476447957,-4.976147715520842e-14,0.15652951699620915,-1.2255301374329164e-24,5.6314595469914655e-21,-1.4791002446382928e-21,-1.52462923980104e-12,-1.716402738822776e-13,-9.539720082973132e-14,2.743879808539343e-12,1.716057431167285e-21,-5.353678461823723e-23,-8.950700395529888e-27,7.568463802813114e-18,-1.5884497418795678e-13,-7.600649510597242e-17,-1.7271887456014512e-17,-3.421066943172634e-18,-4.001603892472615e-14,-7.351726102535152e-17,-2.51315822955324e-19,-6.722384459638535e-20,1.1811364553826725e-17,-4.632544222710563e-17,-1.8449630684926934e-13,-1.3717583032693999e-12,-5.4125953138754e-16,-1.0915284020974996e-19,-1.0509542590883117e-19,-3.376899974204152e-19,0.588849135359862,-56.47299956383045
552.9783504930392,0.13139607573362438,0.32499999999999996,-1.372664560322295e-14,0.254621347644835,-4.9756956704824966e-14,0.15652951699614687,1.0294382547608411e-24,5.34754624356707e-21,-1.1232537647671798e-21,-1.3415652412174914e-12,-1.746115781484233e-13,-1.899500148166478e-13,2.469240313241506e-12,1.988523948924459e-21,4.615781440526573e-23,3.954328569546468e-27,8.538857836980537e-18,-1.6138859529311314e-13,-7.802657322890173e-17,-1.7152515620272904e-17,-2.2100437528303933e-18,-4.2098042069527244e-14,-7.97694948061168e-17,2.0586758895384958e-19,7.111700398811283e-19,1.2586723469977118e-17,-4.901611441612024e-17,-4.4899141601393166e-14,-1.3737514869744949e-12,-5.627182938289688e-16,-9.823703300345177e-20,1.114560008589451e-18,3.795469036665382e-18,0.5888491353599417,-45.20810201764136
552.9783504933296,0.13139607573368176,0.33124999999999993,-1.4197898160339592e-14,0.25462134764486116,-4.9758447116504e-14,0.15652951699606754,-3.8783774229818425e-25,4.770484967759494e-21,-8.812660113444749e-22,-1.1486436697809792e-12,-1.7695104133822882e-13,-2.8562058315743425e-13,2.290198003828142e-12,1.252022824800677e-21,-1.656122876001597e-23,-3.9981496948052475e-27,7.832462067280252e-18,-1.6325851574172186e-13,-8.137761039513354e-17,-1.7110547395724137e-17,-2.687241590433932e-18,-4.4023408198243784e-14,-8.811020201367332e-17,-3.5253964302538605e-20,4.340188390465524e-19,1.2309081016224472e-17,-5.291677963156277e-17,3.9478529780138633e-14,-1.3681575842912896e-12,-5.828191031928488e-16,-9.083091311054402e-20,6.788692523402483e-19,2.284586026430835e-18,0.5888491353599931,-33.94320447145216
