T [K],vel [m/s],dist [m],X_AR,X_N2,X_HE,X_H2,X_H,X_O2,X_O,X_H2O,X_OH,X_H2O2,X_HO2,X_NO,X_N2O,X_NO2,X_HNO,X_HNO2,X_HONO,X_HONO2,X_N2H2,X_H2NN,X_NH2OH,X_HNOH,X_NH3,X_N2H4,X_N,X_NO3,X_NH,X_NNH,X_NH2,X_H2NO,X_N2H3,tau [ms]
550.8789639726715,0.12507379905826158,0.0,5.621153951325666e-19,0.5888491353607546,1.788809556169029e-18,5.332579275851624e-15,1.0705014160460367e-15,0.15652951699463463,3.2188252920580245e-15,-3.0664483066983306e-15,8.307662694863571e-19,2.121266536009596e-15,4.27238539251394e-17,6.34977808368609e-18,-2.8546949286891926e-16,1.389034087228127e-17,-1.4792423117697058e-16,7.743109718194215e-17,6.418196929501443e-16,6.420337888843665e-16,-2.2836097369086108e-15,3.1676740212608748e-15,-1.2481275551337263e-16,-5.7635838562079785e-15,0.25462134764460187,2.8512987497180783e-15,7.53747657333932e-19,4.223401434906979e-19,1.3757807880340499e-15,5.339542842201771e-19,-3.160960849783584e-16,2.7335640357299507e-16,-2.5445821020757477e-16,-33.123069053642155
550.8789639728907,0.12507379905832222,0.005000000000000001,1.1112297113470455e-19,0.5888491353607015,3.0018185271861096e-19,1.2532860566278094e-13,1.537859023460288e-22,0.15652951699460868,1.5740757936465511e-18,1.584914902235636e-15,2.4716873028118238e-21,3.984620205982076e-16,8.677948657444937e-15,1.288031501300532e-15,-2.8584016665246697e-16,3.2565153642232063e-15,-1.4397980727934967e-18,7.7032010307193e-17,6.416949944874067e-16,6.41645256390314e-16,-2.2840595534167727e-15,1.9153570148691916e-19,-1.284210854114502e-16,-5.6184737488861135e-15,0.25462134764456573,3.0617840779257474e-14,2.5391309959319806e-24,2.2480128085979476e-20,2.868363642388394e-19,3.793227160118652e-28,-4.011478898536647e-14,1.3141810843381458e-16,-2.545602171445916e-16,-23.704012482986897
550.8789639725298,0.12507379905902097,0.010000000000000002,1.5208236721477781e-18,0.5888491353567515,4.332230561382172e-18,6.876761115455118e-12,1.3048466244888546e-24,0.15652951699353615,3.505639983851925e-21,1.5784347445009284e-15,-6.150796186771372e-24,-2.3192499775726943e-15,1.8614754022495718e-14,1.2623779752162189e-15,-2.847020396051772e-16,3.157440578146376e-15,-2.2420147618338958e-20,7.828110330329601e-17,6.432104572159313e-16,6.427509001216187e-16,-2.2826495623725317e-15,-5.649407726093813e-21,-1.3007615412631933e-16,-5.475055792912117e-15,0.25462134764278715,-7.152467081847901e-15,6.169223926214266e-23,4.725542958548451e-19,-5.170974999589367e-21,8.864555169668657e-27,4.017848981160068e-14,2.6349902750949746e-18,-2.5336484135022823e-16,-14.284955912331643
550.8789639723105,0.1250737990754568,0.0125,-6.0601797537555586e-18,0.5888491352733248,-2.0178496293822072e-17,1.502633660624113e-10,-1.3267002713293133e-23,0.15652951697102763,-2.0395128687332887e-20,1.8535952433128857e-15,-6.136180874364347e-23,-3.9069939961017966e-15,2.401532066034023e-14,1.2029186748434068e-15,-2.9075727842755534e-16,3.079885936652538e-15,-2.2645488722815243e-19,7.159090054061072e-17,6.366511103293848e-16,6.366946514898618e-16,-2.2902098926900273e-15,-8.006450838572117e-21,-1.3925446141739247e-16,-5.412491979867158e-15,0.2546213476053062,-3.0575663190250126e-14,-6.183396488431991e-22,-3.156983270699886e-18,-1.2125579207237058e-20,-8.889610966840209e-26,8.93948838988185e-14,-6.709452748359696e-17,-2.598968030809229e-16,-9.575427627004016
550.87896397222,0.1250737992546012,0.01375,-3.0651171989393933e-18,0.5888491343666717,-8.641637237652812e-18,1.7087875960119372e-09,1.0100476052197222e-23,0.15652951672645196,1.7850067727310915e-20,1.3234421330845357e-14,2.3518675119110652e-23,-4.7439343472108684e-15,2.6896850044019628e-14,1.2098034544796691e-15,-2.883275835640262e-16,3.049587693379433e-15,1.9474915812332111e-19,7.420667835334125e-17,6.393807174645643e-16,6.39030322847132e-16,-2.2869464480139974e-15,-7.46676216061492e-21,-1.368727279720175e-16,-5.3745275586151285e-15,0.25462134719798274,-4.389791289495186e-14,4.471614294770291e-22,-6.128718806891182e-19,-4.431099792376928e-21,6.429753499510725e-26,1.1739161253407353e-13,-9.369507494310119e-17,-2.573816555003924e-16,-7.220663484340205
550.8789639736212,0.12507380191137146,0.015,1.0704591005806553e-17,0.5888491209244754,3.231204083753049e-17,2.4816185594424202e-08,5.878911191331101e-23,0.15652951310039076,8.344180899326787e-20,5.187111369141576e-13,1.6865616671474657e-22,-5.5979769797928625e-15,2.9999413397138155e-14,1.3736603618881724e-15,-2.72102170287514e-16,3.0394448290098193e-15,9.524215424414518e-19,8.650457081106869e-17,6.546951350290488e-16,6.500538589371859e-16,-2.2588475006764984e-15,-6.498401788272533e-21,-1.179872847606698e-16,-5.325787853399538e-15,0.25462134115831647,-5.988126984573211e-14,2.2808319723803604e-21,7.542792139053458e-18,8.853696247943522e-21,3.2791558298202357e-25,1.5086059629774594e-13,-8.031570605854687e-17,-2.455455108074423e-16,-4.865899341676392
550.8789640008226,0.12507381702002773,0.015625,5.3488840638343335e-18,0.5888490445064657,4.49092179699142e-18,1.5618450881887716e-07,4.4284124993845194e-23,0.1565294924869863,-3.866669685852061e-20,9.010149068864142e-12,-1.091050658646624e-22,-5.81057665301306e-15,3.1577954171417195e-14,3.336270530729534e-15,-1.4809379682807442e-16,3.1629458857141193e-15,-2.2256667640058824e-20,8.449092970443515e-17,7.189991880178187e-16,6.461080946691814e-16,-1.9793719721855522e-15,-1.2354704763932612e-20,-1.1382123239933698e-17,-5.311707438226027e-15,0.2546213068129019,-6.865340259488962e-14,-1.1783716176621968e-21,3.0327787579972917e-18,-2.0206172595977203e-20,-1.694087057620322e-25,1.6922631899291998e-13,4.634249804556857e-16,-2.495984595768029e-16,-3.688517270344485
550.8789642482309,0.12507386378203142,0.0159375,-1.8620588158076e-17,0.5888488081925688,-5.546924016498371e-17,5.624597444363722e-07,-1.3711709591141522e-22,0.1565294287461595,-6.577795487978795e-19,8.247255928494843e-11,-1.5152095038194667e-21,-3.706739739131204e-15,3.284156127590005e-14,2.319823488596546e-14,1.4500848199293776e-15,4.898046257818926e-15,-3.014079502179476e-18,9.175169857215776e-17,1.4869600365370612e-15,6.264557792317431e-16,8.94488041444079e-16,-3.8208280283890724e-20,1.0949277069148627e-15,-5.304565862247529e-15,0.2546212005188842,-7.329835942798546e-14,-1.882646006741607e-20,-1.5568853201497145e-17,-1.6399624849091884e-19,-2.7077597678123898e-24,1.8039113801265685e-13,6.08512430535243e-15,-2.6685221655663746e-16,-3.09982623467853
550.8789673233115,0.125074072628769,0.01625,3.5126307993065617e-17,0.5888477551731789,4.802608586366491e-17,2.3732041707107065e-06,2.1781299860361937e-21,0.15652914475216073,1.4337690865263857e-18,9.543799753441294e-10,3.237089795239836e-21,2.8085618070300858e-14,4.2012684881953956e-14,2.971993983848546e-13,2.931095238417995e-14,3.293671657131309e-14,4.7796789627322036e-17,5.917136589040353e-16,1.388012773644147e-14,6.743219010352611e-16,4.122463967917347e-14,4.710547569089129e-20,1.668987650394332e-14,-4.9300102134120764e-15,0.2546207259153984,-7.667182325802482e-14,4.087231944968667e-20,2.6809645619525503e-17,3.1996050809330903e-19,5.8842712731855425e-24,2.0667681766750953e-13,8.348739136820508e-14,-1.5737481835009022e-16,-2.5111351990125783
550.8790055376564,0.12507500881181824,0.0165625,-6.33213722681561e-17,0.5888430643357885,-2.818143345894774e-16,1.0443685312890276e-05,8.883709212766341e-21,0.1565278799923352,-2.1303977370077376e-18,1.1302975722282907e-08,-4.8349565132711224e-21,4.616469791688235e-13,1.3818432968862735e-13,4.04657017150577e-12,5.074200014532681e-13,4.681287796112108e-13,5.008970608000576e-16,7.562879561357098e-15,2.0680183240260132e-13,6.532222511513178e-16,6.009291376448196e-13,-9.796435655112547e-20,2.302018245724003e-13,-7.614786255265621e-16,0.25461860067547537,-6.248902819091616e-14,-6.125258887837781e-20,-4.72918544423172e-17,-5.066834448126194e-19,-8.722225830093978e-24,3.647823280417572e-13,1.1418269550528686e-12,7.558794125976919e-16,-1.9224441633466234
550.8791883935279,0.1250767155821625,0.01671875,-7.998697183870298e-17,0.5888346481826587,-3.991686613084789e-16,2.4941418950151017e-05,6.00413224809253e-20,0.15652561177692995,-1.170679067023903e-18,5.8657158392276765e-08,-1.9903768304208012e-21,2.7250064561251427e-12,5.964615886156063e-13,2.377744015814069e-11,3.649862596895833e-12,3.06614038282793e-12,3.593099359651717e-15,4.981440731045795e-14,1.3625606153562098e-12,1.0233268750807923e-15,3.588644056981627e-12,-4.6649148972884904e-20,1.357932586571459e-12,2.160451170443852e-14,0.2546147399164314,6.227460665813716e-14,-3.319905782905188e-20,-5.768839362064674e-17,-2.71382312849687e-19,-3.466300096026975e-24,8.978487250742923e-13,6.70511767193415e-12,6.8807043107663925e-15,-1.628098645513644
550.8804158961557,0.1250815328552397,0.016875,-6.083080866244182e-17,0.5888117446133759,-5.476424325780671e-16,6.449874052109288e-05,6.2580941333075805e-19,0.15651944141756624,-1.172345534726283e-18,3.633585213404208e-07,2.0227936349282442e-20,1.9224606799475803e-11,3.7484317163349884e-12,1.6880416204913508e-10,3.2231336617536155e-11,2.4602446210022422e-11,3.5810892129181405e-14,4.0137271241471026e-13,1.0975783007486409e-11,4.536356635924648e-15,2.5845348388556777e-11,-1.8647564615670228e-20,9.67227730514308e-12,1.857534399404401e-13,0.25460395152190624,1.228000673244349e-12,-5.14612072730509e-20,-4.149518190376123e-17,-3.6537489122772647e-19,2.930541766355787e-23,3.5731915657457866e-12,4.751737852204126e-11,5.928049041231909e-14,-1.3337531276806716
