T,D,X_AR,X_N2,X_HE,X_H2,X_H,X_O2,X_O,X_H2O,X_OH,X_H2O2,X_HO2,X_NO,X_N2O,X_NO2,X_HNO,X_HNO2,X_HONO,X_HONO2,X_N2H2,X_H2NN,X_NH2OH,X_HNOH,X_NH3,X_N2H4,X_N,X_NO3,X_NH,X_NNH,X_NH2,X_H2NO,X_N2H3,t
1576.93393,2.52471829e-06,0,0.708049642,0,0.0252960144,0.0123177449,0.11836954,0.0073872028,0.0880057109,0.00678489737,5.64420941e-10,2.79607061e-07,0.0178727598,0.00633894791,2.29796162e-08,2.03295469e-05,3.57367183e-12,1.07860321e-09,7.65008003e-17,2.97273043e-06,2.41651067e-09,5.35213624e-11,1.59523947e-08,0.00812686671,1.14290701e-10,0.00015818598,2.8827957e-16,0.000288760364,2.13293291e-12,0.000979985424,1.16193007e-07,3.90996627e-10,87.2339962
1577.66125,2.52341702e-06,0,0.708061807,0,0.0251980607,0.012365889,0.118187257,0.00743425366,0.0882285176,0.00682824797,5.54735731e-10,2.75843494e-07,0.0179148074,0.00632871581,2.29087491e-08,2.01159099e-05,3.57184378e-12,1.0738033e-09,7.6182375e-17,2.89490267e-06,2.35784382e-09,5.27111711e-11,1.57834992e-08,0.00801651992,1.10636461e-10,0.000157245133,2.88405976e-16,0.000286343886,2.10410685e-12,0.000968889933,1.14821778e-07,3.80688508e-10,87.2362367
1578.38676,2.52212074e-06,0,0.708074161,0,0.0250993524,0.0124139671,0.118005212,0.00748155025,0.0884509619,0.00687172495,5.45195233e-10,2.72109153e-07,0.0179567471,0.00631823539,2.28403723e-08,1.99025538e-05,3.56991013e-12,1.06896758e-09,7.58731233e-17,2.81854665e-06,2.3001246e-09,5.19080665e-11,1.5614746e-08,0.00790691968,1.07078507e-10,0.000156290308,2.88529451e-16,0.000283914433,2.075455e-12,0.000957814321,1.13455248e-07,3.70575982e-10,87.2384772
1579.11039,2.52082954e-06,0,0.708086702,0,0.0249999015,0.0124619726,0.11782342,0.00752909005,0.0886730247,0.00691532318,5.357986e-10,2.68404232e-07,0.0179985743,0.00630750673,2.27744766e-08,1.96895041e-05,3.56787071e-12,1.06409666e-09,7.55729941e-17,2.74365156e-06,2.24335194e-09,5.11120648e-11,1.54461561e-08,0.00779807387,1.03623147e-10,0.00015532167,2.88649984e-16,0.000281472463,2.04698275e-12,0.00094676022,1.12093553e-07,3.60657597e-10,87.2407177
1579.83209,2.51954352e-06,0,0.708099432,0,0.02489972,0.0125098986,0.117641898,0.00757687045,0.0888946869,0.00695903741,5.26544963e-10,2.64728917e-07,0.0180402847,0.00629652996,2.27110523e-08,1.94767868e-05,3.56572616e-12,1.05919119e-09,7.52819345e-17,2.67020627e-06,2.18752231e-09,5.03231822e-11,1.52777511e-08,0.00768999028,1.00251923e-10,0.000154339392,2.8876757e-16,0.00027901844,2.01869541e-12,0.000935729271,1.10736832e-07,3.50932092e-10,87.2429582
1580.34404,2.5186323e-06,0,0.708108597,0,0.024828049,0.0125439239,0.117513001,0.00761098925,0.0890520441,0.00699018774,5.20051721e-10,2.62133717e-07,0.018069869,0.00628857418,2.26674524e-08,1.9325752e-05,3.56413684e-12,1.05568252e-09,7.50804652e-17,2.6188591e-06,2.14839827e-09,4.97665917e-11,1.51581321e-08,0.00761360598,9.79134616e-11,0.000153632753,2.88849381e-16,0.000277266453,1.99869722e-12,0.000927900769,1.09775245e-07,3.44133005e-10,87.2445513
1580.70866,2.51798383e-06,0,0.708115194,0,0.0247766952,0.0125681716,0.11742113,0.00763540463,0.0891641787,0.00701244539,5.15462779e-10,2.60291383e-07,0.0180909378,0.00628282147,2.26371039e-08,1.92181105e-05,3.56297025e-12,1.05316889e-09,7.4939499e-17,2.58266704e-06,2.12077594e-09,4.93716943e-11,1.50728568e-08,0.00755934814,9.62784733e-11,0.000153124473,2.88906836e-16,0.000276012997,1.98448906e-12,0.000922323426,1.09090798e-07,3.39340813e-10,87.2456879
1581.07276,2.51733675e-06,0,0.708121839,0,0.0247251607,0.0125923949,0.117329337,0.00765988032,0.0892761993,0.00703472978,5.10910122e-10,2.58456771e-07,0.018111974,0.00627700505,2.26073853e-08,1.91105696e-05,3.56177691e-12,1.05064674e-09,7.48008345e-17,2.54684143e-06,2.09339451e-09,4.89786382e-11,1.49876416e-08,0.00750529078,9.46576865e-11,0.000152612789,2.88963529e-16,0.000274756714,1.97033143e-12,0.000916752981,1.08407711e-07,3.34597519e-10,87.2468245
1581.43631,2.51669106e-06,0,0.708128532,0,0.0246734471,0.0126165928,0.117237626,0.00768441594,0.0893881032,0.00705704017,5.06393629e-10,2.56629902e-07,0.018132977,0.00627112495,2.2578295e-08,1.90031326e-05,3.56055649e-12,1.04811618e-09,7.46644639e-17,2.5113807e-06,2.06625343e-09,4.85874257e-11,1.49024895e-08,0.00745143484,9.30629756e-11,0.00015209773,2.8901946e-16,0.000273497669,1.95622499e-12,0.000911189649,1.07726001e-07,3.29902669e-10,87.2479611
1581.70561,2.51621307e-06,0,0.708133528,0,0.024634977,0.0126345233,0.117169658,0.00770265228,0.0894710246,0.00707360398,5.03067065e-10,2.55279941e-07,0.0181485329,0.00626672264,2.25571238e-08,1.89235165e-05,3.5596336e-12,1.04623391e-09,7.45647958e-17,2.48531448e-06,2.04627937e-09,4.82984583e-11,1.48393751e-08,0.00741162096,9.18970056e-11,0.000151713549,2.8906045e-16,0.0002725621,1.94579579e-12,0.000907068089,1.07221283e-07,3.26451623e-10,87.2488041
1581.97459,2.51573586e-06,0,0.708138549,0,0.0245964101,0.012652439,0.117101737,0.00772092121,0.0895538794,0.00709018138,4.99760277e-10,2.53934261e-07,0.01816407,0.00626228535,2.25362968e-08,1.88439609e-05,3.55869601e-12,1.04434709e-09,7.44663819e-17,2.45944743e-06,2.02643749e-09,4.8010507e-11,1.47762982e-08,0.0073719188,9.07371622e-11,0.000151327537,2.8910102e-16,0.000271625075,1.93539537e-12,0.000902950649,1.06717341e-07,3.23027148e-10,87.2496471
1582.24327,2.51525943e-06,0,0.708143597,0,0.0245577471,0.0126703396,0.117033863,0.00773922254,0.0896366666,0.00710677206,4.96473213e-10,2.5259287e-07,0.018179588,0.0062578131,2.25158132e-08,1.87644673e-05,3.5577435e-12,1.04245577e-09,7.43692189e-17,2.43377889e-06,2.00672707e-09,4.77235728e-11,1.47132599e-08,0.00733232873,8.95921711e-11,0.000150939705,2.89141169e-16,0.000270686619,1.92502398e-12,0.000898837416,1.06214183e-07,3.19629007e-10,87.2504902
1582.51164,2.51478379e-06,0,0.708148671,0,0.0245189888,0.0126882245,0.116966038,0.00775755612,0.0897193851,0.00712337571,4.93205822e-10,2.51255778e-07,0.0181950867,0.00625330593,2.24956724e-08,1.8685037e-05,3.55677631e-12,1.04055999e-09,7.42733034e-17,2.40830819e-06,1.98714831e-09,4.74376564e-11,1.46502617e-08,0.00729285113,8.84630441e-11,0.000150550064,2.89180899e-16,0.000269746762,1.91468188e-12,0.000894728479,1.05711815e-07,3.1625718e-10,87.2513332
1582.7797,2.51430894e-06,0,0.708153772,0,0.0244801359,0.0127060936,0.116898262,0.00777592178,0.0898020339,0.00713999202,4.89958052e-10,2.49922991e-07,0.0182105658,0.00624876385,2.24758736e-08,1.86056714e-05,3.55579416e-12,1.03865979e-09,7.41786319e-17,2.38303465e-06,1.96770126e-09,4.71527587e-11,1.45873043e-08,0.00725348638,8.73458441e-11,0.000150158626,2.89220207e-16,0.000268805529,1.90436934e-12,0.000890623925,1.05210246e-07,3.12911511e-10,87.2521762
1583.04744,2.5138349e-06,0,0.708158898,0,0.0244411892,0.0127239463,0.116830537,0.00779431932,0.089884612,0.00715662067,4.8672985e-10,2.4859452e-07,0.0182260252,0.00624418691,2.24564162e-08,1.8526372e-05,3.55479775e-12,1.03675521e-09,7.40852009e-17,2.35795759e-06,1.9483863e-09,4.68688806e-11,1.45243901e-08,0.00721423484,8.62337291e-11,0.000149765402,2.89259095e-16,0.000267862949,1.89408659e-12,0.000886523844,1.04709482e-07,3.09592218e-10,87.2530192
1583.31486,2.51336166e-06,0,0.708164051,0,0.0244021494,0.0127417823,0.116762862,0.00781274859,0.0899671182,0.00717326136,4.83521163e-10,2.47270371e-07,0.0182414645,0.00623957511,2.24372995e-08,1.84471402e-05,3.55378555e-12,1.03484629e-09,7.39930069e-17,2.3330763e-06,1.92920134e-09,4.65860228e-11,1.44615175e-08,0.00717509689,8.513713e-11,0.000149370406,2.89297562e-16,0.000266919049,1.8838339e-12,0.000882428321,1.04209534e-07,3.06298521e-10,87.2538622
1583.58195,2.51288923e-06,0,0.70816923,0,0.0243630172,0.0127596012,0.11669524,0.00783120939,0.0900495517,0.00718991374,4.80331939e-10,2.45950553e-07,0.0182568835,0.0062349285,2.24185226e-08,1.83679774e-05,3.55275915e-12,1.03293306e-09,7.39020464e-17,2.3083901e-06,1.91014803e-09,4.63041862e-11,1.43986915e-08,0.00713607289,8.40538247e-11,0.000148973649,2.89335608e-16,0.000265973858,1.87361151e-12,0.000878337447,1.03710405e-07,3.03030917e-10,87.2547052
1583.84872,2.51241761e-06,0,0.708174435,0,0.0243237936,0.0127774027,0.116627671,0.00784970155,0.0901319112,0.00720657751,4.77162123e-10,2.44635074e-07,0.0182722819,0.00623024712,2.24000849e-08,1.8288885e-05,3.55171878e-12,1.03101558e-09,7.38123157e-17,2.28389829e-06,1.89122631e-09,4.60233717e-11,1.43359118e-08,0.00709716319,8.29768223e-11,0.000148575144,2.89373233e-16,0.000265027402,1.86341966e-12,0.000874251308,1.03212105e-07,2.99789572e-10,87.2555482
1584.11516,2.5119468e-06,0,0.708179667,0,0.0242844792,0.0127951864,0.116560155,0.00786822488,0.0902141959,0.00722325235,4.74011662e-10,2.43323942e-07,0.0182876597,0.00622553098,2.23819856e-08,1.82098645e-05,3.55066347e-12,1.02909389e-09,7.37238111e-17,2.25960014e-06,1.87243418e-09,4.574358e-11,1.42731805e-08,0.00705836817,8.19156989e-11,0.000148174902,2.89410437e-16,0.000264079711,1.8532586e-12,0.000870169992,1.0271464e-07,2.96573773e-10,87.2563912
1584.38126,2.51147682e-06,0,0.708184924,0,0.0242450748,0.0128129518,0.116492695,0.0078867792,0.0902964046,0.00723993791,4.70880502e-10,2.42017165e-07,0.0183030164,0.00622078013,2.23642239e-08,1.81309174e-05,3.54959236e-12,1.02716802e-09,7.36365289e-17,2.23549496e-06,1.85377193e-09,4.54648119e-11,1.42104938e-08,0.00701968816,8.08677832e-11,0.000147772938,2.89447219e-16,0.000263130813,1.84312858e-12,0.000866093588,1.02218023e-07,2.93383205e-10,87.2572343
1584.64703,2.51100767e-06,0,0.708190208,0,0.0242055812,0.0128306987,0.11642529,0.00790536432,0.0903785363,0.00725663388,4.67768587e-10,2.40714749e-07,0.0183183519,0.0062159946,2.23467991e-08,1.80520449e-05,3.54850695e-12,1.02523802e-09,7.35504654e-17,2.21158201e-06,1.83524055e-09,4.51870683e-11,1.41478579e-08,0.00698112353,7.98251446e-11,0.000147369263,2.89483581e-16,0.000262180736,1.83302982e-12,0.000862022183,1.01722257e-07,2.90218446e-10,87.2580773
1584.91246,2.51053935e-06,0,0.708195517,0,0.0241659993,0.0128484265,0.116357941,0.00792398004,0.09046059,0.00727333992,4.64675863e-10,2.39416704e-07,0.0183336659,0.00621117443,2.23297102e-08,1.79732487e-05,3.54740752e-12,1.02330393e-09,7.34656167e-17,2.18786058e-06,1.81683841e-09,4.49103499e-11,1.40852749e-08,0.00694267462,7.87952987e-11,0.000146963891,2.89519521e-16,0.000261229509,1.82296257e-12,0.000857955864,1.01227349e-07,2.8707933e-10,87.2589203
1585.17755,2.51007187e-06,0,0.708200852,0,0.0241263297,0.012866135,0.116290651,0.00794262617,0.0905425646,0.0072900557,4.61602274e-10,2.38123035e-07,0.0183489582,0.00620631967,2.23129566e-08,1.78945301e-05,3.54629295e-12,1.0213658e-09,7.33819791e-17,2.16432993e-06,1.79856558e-09,4.46346575e-11,1.40227425e-08,0.00690434177,7.77819232e-11,0.000146556836,2.8955504e-16,0.00026027716,1.81292706e-12,0.000853894721,1.00733309e-07,2.83965294e-10,87.2597633
1585.4423,2.50960522e-06,0,0.708206213,0,0.0240865734,0.0128838238,0.116223418,0.00796130251,0.0906244591,0.00730678088,4.58547763e-10,2.36833751e-07,0.0183642285,0.00620143035,2.22965374e-08,1.78158905e-05,3.54516429e-12,1.01942367e-09,7.32995486e-17,2.14098932e-06,1.78042227e-09,4.4359992e-11,1.39602659e-08,0.00686612533,7.67779811e-11,0.00014614811,2.89590138e-16,0.00025932372,1.80292352e-12,0.000849838839,1.00240141e-07,2.80876732e-10,87.2606063
1585.70669,2.50913942e-06,0,0.7082116,0,0.0240467311,0.0129014924,0.116156245,0.00798000887,0.0907062724,0.00732351513,4.55512276e-10,2.35548858e-07,0.0183794766,0.00619650651,2.22804517e-08,1.77373314e-05,3.54402073e-12,1.01747759e-09,7.32183212e-17,2.11783802e-06,1.76240871e-09,4.4086354e-11,1.38978417e-08,0.00682802562,7.57793472e-11,0.000145737727,2.89624815e-16,0.000258369216,1.79295218e-12,0.000845788307,9.97478589e-08,2.77813353e-10,87.2614493
1585.97074,2.50867447e-06,0,0.708217013,0,0.0240068037,0.0129191405,0.116089133,0.00799874504,0.0907880035,0.0073402581,4.52495754e-10,2.34268364e-07,0.0183947023,0.00619154821,2.22646987e-08,1.76588542e-05,3.54286209e-12,1.01552759e-09,7.3138293e-17,2.09487527e-06,1.74452328e-09,4.38137443e-11,1.3835473e-08,0.00679004299,7.47945184e-11,0.000145325701,2.89659071e-16,0.000257413679,1.78301326e-12,0.000841743212,9.92564669e-08,2.7477473e-10,87.2622923
1586.23443,2.50821038e-06,0,0.708222452,0,0.023966792,0.0129367677,0.116022081,0.00801751082,0.0908696514,0.00735700946,4.49498142e-10,2.32992275e-07,0.0184099054,0.00618655548,2.22492775e-08,1.75804604e-05,3.54168955e-12,1.01357373e-09,7.305946e-17,2.07210033e-06,1.72676616e-09,4.35421636e-11,1.37731639e-08,0.00675217776,7.38240536e-11,0.000144912046,2.89692906e-16,0.000256457137,1.77310699e-12,0.000837703642,9.87659702e-08,2.71761229e-10,87.2631354
1586.49776,2.50774714e-06,0,0.708227916,0,0.0239266969,0.0129543736,0.115955092,0.008036306,0.090951215,0.00737376885,4.46519381e-10,2.31720598e-07,0.0184250855,0.00618152837,2.22341873e-08,1.75021515e-05,3.54050203e-12,1.01161605e-09,7.29818181e-17,2.04951243e-06,1.70913699e-09,4.32716127e-11,1.37109119e-08,0.00671443025,7.28647292e-11,0.000144496777,2.8972632e-16,0.000255499621,1.76323359e-12,0.000833669683,9.82763805e-08,2.68772392e-10,87.2639784
1586.76073,2.50728477e-06,0,0.708233407,0,0.0238865191,0.0129719579,0.115888166,0.00805513038,0.0910326933,0.00739053593,4.43559414e-10,2.30453339e-07,0.0184402425,0.00617646693,2.22194271e-08,1.74239287e-05,3.53930201e-12,1.00965459e-09,7.29053631e-17,2.02711081e-06,1.69163729e-09,4.30020924e-11,1.36487233e-08,0.0066768008,7.19084119e-11,0.000144079907,2.89759314e-16,0.000254541159,1.75339328e-12,0.000829641422,9.77877001e-08,2.65809365e-10,87.2648214
1587.02334,2.50682327e-06,0,0.708238922,0,0.0238462595,0.0129895201,0.115821303,0.00807398373,0.0911140851,0.00740731036,4.40618183e-10,2.29190505e-07,0.0184553761,0.00617137122,2.22049961e-08,1.73457937e-05,3.5380856e-12,1.00768941e-09,7.2830091e-17,2.0048947e-06,1.6742638e-09,4.27336033e-11,1.35865901e-08,0.00663928972,7.09646297e-11,0.00014366145,2.89791887e-16,0.000253581782,1.74358627e-12,0.000825618947,9.72999462e-08,2.62870155e-10,87.2656644
1587.2076,2.50649959e-06,0,0.708242812,0,0.0238179299,0.0130018436,0.115774373,0.00808724492,0.0911712085,0.00741909815,4.38563219e-10,2.28306048e-07,0.018465993,0.00616777115,2.2195055e-08,1.72909592e-05,3.53722178e-12,1.00630673e-09,7.27779193e-17,1.989399e-06,1.66213515e-09,4.25456139e-11,1.35429819e-08,0.00661301014,7.03118254e-11,0.000143366555,2.89814517e-16,0.000252907315,1.73671714e-12,0.000822796773,9.69578654e-08,2.60819607e-10,87.2662566
1587.34068,2.50626589e-06,0,0.708245632,0,0.0237974265,0.013010745,0.115740469,0.0080968398,0.0912124741,0.00742762124,4.37083479e-10,2.27668066e-07,0.0184736603,0.00616515827,2.21879696e-08,1.72513487e-05,3.53659425e-12,1.0053061e-09,7.27405674e-17,1.97825428e-06,1.65340768e-09,4.24100397e-11,1.35114792e-08,0.00659405001,6.98407034e-11,0.000143152905,2.89830747e-16,0.000252419498,1.731762e-12,0.000820758535,9.67108721e-08,2.59345513e-10,87.2666847
1587.47366,2.50603241e-06,0,0.708248458,0,0.0237769026,0.0130196404,0.115706581,0.00810644204,0.0912537169,0.00743614602,4.35608537e-10,2.27031228e-07,0.0184813214,0.00616253657,2.21809686e-08,1.72117617e-05,3.53596242e-12,1.00430455e-09,7.27035181e-17,1.96715694e-06,1.64471232e-09,4.22747317e-11,1.34799921e-08,0.00657512058,6.93725507e-11,0.000142938855,2.89846869e-16,0.000251931462,1.72681557e-12,0.000818721838,9.64641214e-08,2.57877534e-10,87.2671128
1587.60655,2.50579916e-06,0,0.708251291,0,0.0237563583,0.0130285299,0.115672711,0.0081160516,0.0912949366,0.00744467246,4.34138385e-10,2.26395535e-07,0.0184889763,0.00615990608,2.21740518e-08,1.71721983e-05,3.53532663e-12,1.00330206e-09,7.26667709e-17,1.9561069e-06,1.63604954e-09,4.21396902e-11,1.34485221e-08,0.00655622188,6.89079694e-11,0.000142724405,2.89862882e-16,0.000251443211,1.72187788e-12,0.000816686694,9.6217613e-08,2.56415641e-10,87.2675408
1587.73934,2.50556613e-06,0,0.708254131,0,0.0237357935,0.0130374133,0.115638859,0.00812566844,0.0913361332,0.00745320049,4.32673015e-10,2.25760988e-07,0.018496625,0.00615726679,2.2167219e-08,1.71326588e-05,3.53468753e-12,1.00229865e-09,7.26303251e-17,1.94510404e-06,1.6274198e-09,4.20049151e-11,1.3417069e-08,0.00653735397,6.84457195e-11,0.000142509559,2.89878786e-16,0.000250954749,1.71694894e-12,0.000814653114,9.59713484e-08,2.54960161e-10,87.2679689
1587.87204,2.50533334e-06,0,0.708256977,0,0.0237152085,0.0130462908,0.115605023,0.00813529256,0.0913773066,0.00746173007,4.3121242e-10,2.25127589e-07,0.0185042674,0.00615461872,2.21604703e-08,1.70931432e-05,3.53404479e-12,1.00129433e-09,7.25941801e-17,1.93414827e-06,1.61882261e-09,4.18704066e-11,1.33856328e-08,0.00651851688,6.79855855e-11,0.000142294319,2.89894583e-16,0.00025046608,1.7120288e-12,0.000812621109,9.57253286e-08,2.53511038e-10,87.268397
1588.00464,2.50510077e-06,0,0.708259829,0,0.0236946034,0.013055162,0.115571205,0.0081449239,0.0914184565,0.00747026116,4.2975659e-10,2.24495337e-07,0.0185119036,0.00615196186,2.21538054e-08,1.70536518e-05,3.53339817e-12,1.0002891e-09,7.25583355e-17,1.92323948e-06,1.61025776e-09,4.17361647e-11,1.33542137e-08,0.00649971064,6.75282671e-11,0.000142078685,2.89910271e-16,0.000249977208,1.70711747e-12,0.000810590691,9.54795546e-08,2.52068073e-10,87.2688251
1588.13714,2.50486843e-06,0,0.708262689,0,0.0236739782,0.0130640272,0.115537405,0.00815456246,0.0914595829,0.00747879371,4.2830552e-10,2.23864234e-07,0.0185195334,0.00614929624,2.21472242e-08,1.70141848e-05,3.53274787e-12,9.99282968e-10,7.25227906e-17,1.91237757e-06,1.6017255e-09,4.16021895e-11,1.3322812e-08,0.00648093531,6.70738353e-11,0.000141862661,2.89925852e-16,0.000249488137,1.70221498e-12,0.00080856187,9.52340273e-08,2.50631294e-10,87.2692531
1588.26954,2.50463632e-06,0,0.708265554,0,0.0236533331,0.0130728861,0.115503622,0.00816420818,0.0915006855,0.00748732767,4.268592e-10,2.23234279e-07,0.0185271569,0.00614662185,2.21407266e-08,1.69747424e-05,3.53209399e-12,9.98275939e-10,7.24875449e-17,1.90156243e-06,1.59322584e-09,4.14684812e-11,1.32914278e-08,0.00646219091,6.66218803e-11,0.000141646248,2.89941324e-16,0.000248998871,1.69732135e-12,0.000806534658,9.49887477e-08,2.49200784e-10,87.2696812
1588.40185,2.50440444e-06,0,0.708268427,0,0.0236326683,0.0130817388,0.115469857,0.00817386106,0.0915417644,0.007495863,4.25417624e-10,2.22605475e-07,0.018534774,0.0061439387,2.21343124e-08,1.69353247e-05,3.53143644e-12,9.97268019e-10,7.24525978e-17,1.89079397e-06,1.58475855e-09,4.13350397e-11,1.32600613e-08,0.00644347748,6.61723538e-11,0.000141429449,2.89956688e-16,0.000248509415,1.69243662e-12,0.000804509066,9.47437169e-08,2.47776501e-10,87.2701093
1588.60893,2.50404163e-06,0,0.708272939,0,0.0236002546,0.0130955949,0.115416997,0.00818899784,0.0916060716,0.00750923733,4.23168722e-10,2.21622686e-07,0.0185466943,0.00613971762,2.21244314e-08,1.68736221e-05,3.53039891e-12,9.95687209e-10,7.23984475e-17,1.87401734e-06,1.5715585e-09,4.11265231e-11,1.32109575e-08,0.00641422283,6.54732552e-11,0.000141089032,2.8998054e-16,0.000247742242,1.684802e-12,0.000801338997,9.43603467e-08,2.45557614e-10,87.2707799
1588.81576,2.5036794e-06,0,0.708277468,0,0.0235677931,0.0131094354,0.115364181,0.00820415197,0.0916703195,0.00752261472,4.20931412e-10,2.20642723e-07,0.0185585988,0.00613547509,2.21147543e-08,1.68119814e-05,3.52935238e-12,9.94104255e-10,7.23450263e-17,1.85735459e-06,1.55843779e-09,4.0918662e-11,1.31618982e-08,0.00638504445,6.47806091e-11,0.000140747678,2.90004128e-16,0.000246974626,1.67718936e-12,0.000798172975,9.39775933e-08,2.43353827e-10,87.2714506
1589.02235,2.50331773e-06,0,0.708282013,0,0.0235352842,0.01312326,0.11531141,0.00821932333,0.0917345076,0.00753599497,4.18705662e-10,2.1966559e-07,0.0185704873,0.00613121116,2.21052808e-08,1.67504033e-05,3.52829689e-12,9.92519183e-10,7.2292332e-17,1.84080532e-06,1.54539625e-09,4.07114568e-11,1.31128839e-08,0.00635594247,6.40942827e-11,0.000140405397,2.9002745e-16,0.000246206582,1.66959881e-12,0.000795011044,9.35954605e-08,2.41165111e-10,87.2721212
1589.22869,2.50295664e-06,0,0.708286574,0,0.0235027284,0.0131370685,0.115258684,0.00823451181,0.0917986353,0.00754937791,4.1649144e-10,2.18691289e-07,0.0185823597,0.00612692584,2.20960103e-08,1.66888887e-05,3.52723248e-12,9.90932018e-10,7.22403622e-17,1.82436911e-06,1.53243369e-09,4.05049077e-11,1.30639154e-08,0.00632691704,6.34140733e-11,0.000140062195,2.90050508e-16,0.000245438126,1.66203044e-12,0.000791853245,9.32139521e-08,2.38991444e-10,87.2727919
1589.69082,2.50214843e-06,0,0.708296866,0,0.0234295045,0.0131679953,0.115140537,0.00826865652,0.0919423158,0.00757941809,4.11564522e-10,2.16515277e-07,0.0186089423,0.00611723194,2.20759436e-08,1.65510842e-05,3.52481155e-12,9.87362924e-10,7.21263673e-17,1.78789562e-06,1.50363223e-09,4.00438003e-11,1.29541998e-08,0.00626206319,6.19098729e-11,0.00013928874,2.90101288e-16,0.000243712285,1.64512819e-12,0.000784782394,9.23601379e-08,2.34168185e-10,87.2742968
1590.15169,2.50134314e-06,0,0.708307238,0,0.0233560519,0.013198838,0.115022626,0.00830288547,0.0920856839,0.00760946876,4.06695151e-10,2.14353569e-07,0.018635442,0.00610743094,2.20568906e-08,1.64136108e-05,3.52234598e-12,9.83783705e-10,7.20159831e-17,1.75198478e-06,1.47522559e-09,3.95860015e-11,1.28447253e-08,0.0061975971,6.0436069e-11,0.000138510783,2.90150737e-16,0.000241984622,1.62833917e-12,0.000777733055,9.15095303e-08,2.29419744e-10,87.2758017
1590.61127,2.50054079e-06,0,0.70831769,0,0.0232823758,0.0132295944,0.114904957,0.00833719726,0.0922287338,0.00763952777,4.01882975e-10,2.12206193e-07,0.0186618575,0.00609752323,2.20388454e-08,1.62764769e-05,3.51983602e-12,9.80194656e-10,7.19091827e-17,1.71663188e-06,1.44721167e-09,3.91315143e-11,1.27354993e-08,0.00613352028,5.89921806e-11,0.000137728419,2.90198859e-16,0.000240255316,1.61166437e-12,0.000770705709,9.06621723e-08,2.24745498e-10,87.2773066
1591.06956,2.49974141e-06,0,0.708328221,0,0.0232084815,0.0132602622,0.114787536,0.00837159051,0.0923714595,0.007669593,3.97127633e-10,2.10073175e-07,0.0186881875,0.00608750923,2.20218017e-08,1.61396905e-05,3.51728192e-12,9.76596071e-10,7.1805939e-17,1.68183219e-06,1.41958837e-09,3.86803416e-11,1.26265291e-08,0.00606983422,5.75777609e-11,0.000136941743,2.90245656e-16,0.000238524546,1.5951048e-12,0.000763700832,8.98181066e-08,2.20144815e-10,87.2788115
1591.79671,2.49847449e-06,0,0.708345154,0,0.0230903621,0.0133089149,0.114601057,0.00842652898,0.0925980775,0.00771748167,3.89670826e-10,2.06705879e-07,0.0187299403,0.0060713428,2.19967104e-08,1.59225854e-05,3.51312384e-12,9.70846105e-10,7.16487895e-17,1.62754125e-06,1.37639714e-09,3.7968663e-11,1.24535325e-08,0.00596921953,5.53849523e-11,0.000135680237,2.90317455e-16,0.000235765582,1.56897262e-12,0.000752592589,8.84807694e-08,2.1296816e-10,87.2812082
1592.52047,2.49721523e-06,0,0.708362285,0,0.0229717252,0.0133573288,0.114415241,0.00848166447,0.0928238351,0.00776537183,3.82355777e-10,2.03375151e-07,0.0187714677,0.00605490967,2.19741173e-08,1.57064155e-05,3.5088556e-12,9.65073946e-10,7.15004767e-17,1.5746218e-06,1.33418198e-09,3.72654067e-11,1.22812336e-08,0.00586960512,5.3263923e-11,0.000134408436,2.90385913e-16,0.000233004088,1.54313879e-12,0.000741544443,8.71520614e-08,2.05973873e-10,87.283605
1593.24077,2.49596371e-06,0,0.708379613,0,0.022852593,0.0134054949,0.114230109,0.00853699092,0.0930487089,0.00781325456,3.75180994e-10,2.00081072e-07,0.0188127646,0.00603821176,2.19539956e-08,1.54912135e-05,3.50447838e-12,9.59280844e-10,7.13608841e-17,1.5230541e-06,1.29293347e-09,3.65705805e-11,1.21096625e-08,0.00577099631,5.12128151e-11,0.000133126747,2.90451044e-16,0.0002302408,1.51760681e-12,0.000730558275,8.58321524e-08,1.99159334e-10,87.2860017
1593.95756,2.49472002e-06,0,0.708397136,0,0.0227329884,0.0134534045,0.114045681,0.0085925021,0.0932726757,0.00786112088,3.68144963e-10,1.96823715e-07,0.0188538259,0.00602125107,2.19363179e-08,1.52770123e-05,3.49999341e-12,9.53468072e-10,7.12298926e-17,1.47281822e-06,1.2526419e-09,3.58841913e-11,1.1938849e-08,0.0056733981,4.92298281e-11,0.000131835585,2.90512862e-16,0.000227476454,1.49237994e-12,0.000719635944,8.45212104e-08,1.92521894e-10,87.2883984
1594.67078,2.49348423e-06,0,0.708414853,0,0.0226129343,0.0135010489,0.11386198,0.00864819163,0.0934957124,0.00790896169,3.61246155e-10,1.93603143e-07,0.0188946465,0.00600402971,2.19210557e-08,1.50638441e-05,3.495402e-12,9.47636925e-10,7.11073806e-17,1.42389403e-06,1.21329723e-09,3.5206244e-11,1.1768823e-08,0.00557681519,4.7313188e-11,0.000130535375,2.90571385e-16,0.000224711793,1.46746129e-12,0.000708779285,8.32194014e-08,1.86058872e-10,87.2907951
