T,D,X_AR,X_N2,X_HE,X_H2,X_H,X_O2,X_O,X_H2O,X_OH,X_H2O2,X_HO2,X_NO,X_N2O,X_NO2,X_HNO,X_HNO2,X_HONO,X_HONO2,X_N2H2,X_H2NN,X_NH2OH,X_HNOH,X_NH3,X_N2H4,X_N,X_NO3,X_NH,X_NNH,X_NH2,X_H2NO,X_N2H3,t
1299.57643,3.20721486e-06,0,0.714777148,0,8.16307543e-05,1.040707e-06,0.189971106,1.99969338e-06,0.00020058222,3.60539904e-07,3.19545103e-08,3.1503234e-07,2.82050974e-05,8.89627566e-07,3.23290704e-08,3.51125236e-08,2.11303243e-16,4.02620053e-13,1.47535721e-19,2.7918109e-07,4.23928981e-10,8.23638999e-08,3.42411228e-07,0.0946971787,5.80300191e-10,1.36409573e-09,9.42392199e-19,1.84950966e-06,3.3531018e-15,0.000232492765,4.39541856e-06,2.15188693e-10,68.9572726
1299.57508,3.20721138e-06,0,0.714776524,0,8.31642644e-05,1.07094906e-06,0.189968746,2.04695194e-06,0.000203969017,3.70054438e-07,3.16581607e-08,3.12402127e-07,2.86550783e-05,9.1655068e-07,3.23873597e-08,3.61031514e-08,2.12984601e-16,4.05899239e-13,1.51689417e-19,2.87338062e-07,4.33641161e-10,8.24334258e-08,3.42216079e-07,0.0946917285,5.94930762e-10,1.41400926e-09,9.56075956e-19,1.88571399e-06,3.45041805e-15,0.000235402887,4.39293025e-06,2.20140528e-10,69.1790512
1299.57373,3.20720773e-06,0,0.714775884,0,8.47425227e-05,1.1025054e-06,0.189966323,2.09598228e-06,0.000207445571,3.79959392e-07,3.13628735e-08,3.09796819e-07,2.91167712e-05,9.44440254e-07,3.24439159e-08,3.71385754e-08,2.14718988e-16,4.09229128e-13,1.56007748e-19,2.95836535e-07,4.43700286e-10,8.24947562e-08,3.42001986e-07,0.0946861353,6.10102169e-10,1.46644604e-09,9.7012483e-19,1.92305309e-06,3.55177894e-15,0.000238383037,4.39019889e-06,2.25267776e-10,69.4008299
1299.57237,3.20720391e-06,0,0.714775227,0,8.63674952e-05,1.13545396e-06,0.189963834,2.14687823e-06,0.000211015582,3.90277038e-07,3.10686668e-08,3.07217518e-07,2.95907185e-05,9.73342114e-07,3.2498799e-08,3.82215963e-08,2.16510349e-16,4.1261313e-13,1.6050022e-19,3.04696143e-07,4.541244e-10,8.25477284e-08,3.41768626e-07,0.0946803933,6.25842557e-10,1.52157617e-09,9.84556162e-19,1.96158131e-06,3.65741637e-15,0.000241436044,4.38722033e-06,2.30579433e-10,69.6226086
1299.571,3.2071999e-06,0,0.714774554,0,8.80412664e-05,1.16987856e-06,0.189961276,2.1997401e-06,0.000214682962,4.01031281e-07,3.07755606e-08,3.04665408e-07,3.00774977e-05,1.003305e-06,3.25520746e-08,3.93552362e-08,2.18362943e-16,4.16054912e-13,1.65177068e-19,3.1393797e-07,4.64932777e-10,8.25921743e-08,3.41515657e-07,0.0946744961,6.42181979e-10,1.5795842e-09,9.9938841e-19,2.00135654e-06,3.76757938e-15,0.000244564894,4.38399017e-06,2.36085101e-10,69.8443873
1299.56962,3.2071957e-06,0,0.714773862,0,8.97660484e-05,1.20586949e-06,0.189958646,2.25467521e-06,0.000218451853,4.12247812e-07,3.04835765e-08,3.02141763e-07,3.05777242e-05,1.03438079e-06,3.26038146e-08,4.054276e-08,2.20281381e-16,4.19558427e-13,1.70049329e-19,3.23584684e-07,4.76146024e-10,8.26279197e-08,3.41242717e-07,0.0946684369,6.59152556e-10,1.64067066e-09,1.01464124e-18,2.04244048e-06,3.88253567e-15,0.000247772744,4.38050379e-06,2.41795036e-10,70.066166
1299.56823,3.20719131e-06,0,0.714773152,0,9.15441906e-05,1.24352406e-06,0.189955942,2.31179846e-06,0.000222326641,4.23954264e-07,3.01927384e-08,2.99647956e-07,3.10920544e-05,1.06662479e-06,3.2654098e-08,4.17876991e-08,2.2227066e-16,4.23127931e-13,1.75128917e-19,3.33660678e-07,4.877862e-10,8.26547845e-08,3.40949423e-07,0.0946622089,6.76788658e-10,1.70505376e-09,1.03033561e-18,2.08489893e-06,4.00257339e-15,0.000251062932,4.37675628e-06,2.47720203e-10,70.2879447
1299.56682,3.20718671e-06,0,0.714772421,0,9.33781907e-05,1.28294729e-06,0.189953158,2.37123304e-06,0.000226311977,4.361804e-07,2.99030722e-08,2.97185466e-07,3.16211892e-05,1.10009598e-06,3.27030108e-08,4.30938769e-08,2.24336199e-16,4.26768013e-13,1.80428706e-19,3.44192232e-07,4.99876936e-10,8.26725819e-08,3.40635371e-07,0.0946558043,6.95127088e-10,1.77297118e-09,1.04649392e-18,2.1288022e-06,4.12800293e-15,0.000254438992,4.37274246e-06,2.53872341e-10,70.5097234
1299.56541,3.2071819e-06,0,0.714771671,0,9.52707068e-05,1.32425269e-06,0.189950293,2.43311115e-06,0.000230412797,4.48958309e-07,2.9614606e-08,2.94755886e-07,3.21658775e-05,1.13485736e-06,3.27506471e-08,4.44654403e-08,2.26483886e-16,4.3048363e-13,1.85962632e-19,3.55207695e-07,5.12443581e-10,8.26811183e-08,3.40300133e-07,0.0946492153,7.14207312e-10,1.84468225e-09,1.06314007e-18,2.17422543e-06,4.25915916e-15,0.000257904667,4.36845683e-06,2.60264028e-10,70.7315021
1299.56398,3.20717687e-06,0,0.714770898,0,9.72245705e-05,1.36756305e-06,0.189947342,2.4975748e-06,0.000234634345,4.62322633e-07,2.93273705e-08,2.92360938e-07,3.27269207e-05,1.17097628e-06,3.27971094e-08,4.59068905e-08,2.28720128e-16,4.34280134e-13,1.917458e-19,3.66737686e-07,5.25513355e-10,8.26801925e-08,3.39943255e-07,0.0946424335,7.34071685e-10,1.9204704e-09,1.08029965e-18,2.22124905e-06,4.39640376e-15,0.000261463927,4.3638936e-06,2.66908755e-10,70.9532808
1299.56254,3.20717161e-06,0,0.714770103,0,9.92428013e-05,1.4130114e-06,0.189944301,2.56477673e-06,0.000238982195,4.76310816e-07,2.90413991e-08,2.90002479e-07,3.33051772e-05,1.20852484e-06,3.28425093e-08,4.74231206e-08,2.310519e-16,4.38163313e-13,1.97794601e-19,3.78815311e-07,5.39115516e-10,8.26695955e-08,3.39564256e-07,0.0946354497,7.54765714e-10,2.00064575e-09,1.09800006e-18,2.26995923e-06,4.54012782e-15,0.000265120985,4.35904661e-06,2.73821009e-10,71.1750595
1299.56108,3.20716611e-06,0,0.714769283,0,0.000101328623,1.46074202e-06,0.189941166,2.6348814e-06,0.000243462283,4.90963378e-07,2.8756728e-08,2.8768252e-07,3.39015673e-05,1.2475803e-06,3.28869686e-08,4.90194573e-08,2.33486814e-16,4.42139436e-13,2.04126851e-19,3.91476418e-07,5.53281558e-10,8.26491102e-08,3.39162628e-07,0.0946282544,7.76338356e-10,2.0855482e-09,1.11627067e-18,2.32044841e-06,4.69075482e-15,0.000268880318,4.35390933e-06,2.81016365e-10,71.3968382
1299.5596,3.20716035e-06,0,0.714768439,0,0.000103485479,1.51091163e-06,0.189937932,2.70806611e-06,0.000248080931,5.06324229e-07,2.84733965e-08,2.85403234e-07,3.45170789e-05,1.28822557e-06,3.29306196e-08,5.0701707e-08,2.36033186e-16,4.46215293e-13,2.10761942e-19,4.0475987e-07,5.68045415e-10,8.26185103e-08,3.3873783e-07,0.0946208374,7.98842334e-10,2.17555095e-09,1.135143e-18,2.37281589e-06,4.84874392e-15,0.000272746686,4.34847483e-06,2.88511586e-10,71.6186169
1299.5581,3.20715434e-06,0,0.714767567,0,0.000105717057,1.56369071e-06,0.189934594,2.78452223e-06,0.000252844885,5.2244102e-07,2.81914473e-08,2.83166977e-07,3.5152774e-05,1.33054973e-06,3.29736066e-08,5.24762086e-08,2.38700116e-16,4.50398253e-13,2.17721018e-19,4.18707861e-07,5.83443702e-10,8.25775601e-08,3.38289289e-07,0.0946131877,8.22334501e-10,2.27106441e-09,1.15465093e-18,2.42716844e-06,5.01459365e-15,0.000276725155,4.34273577e-06,2.96324738e-10,71.8403956
1299.55658,3.20714805e-06,0,0.714766668,0,0.000108027305,1.61926493e-06,0.189931146,2.86445658e-06,0.000257761348,5.39365529e-07,2.79109266e-08,2.80976303e-07,3.58097954e-05,1.3746486e-06,3.30160863e-08,5.43498922e-08,2.41497579e-16,4.54696322e-13,2.25027165e-19,4.33366266e-07,5.99515974e-10,8.25260138e-08,3.37816395e-07,0.0946052938,8.46876241e-10,2.37254072e-09,1.1748309e-18,2.48362101e-06,5.18884608e-15,0.000280821125,4.33668435e-06,3.04475313e-10,72.0621743
1299.55505,3.20714147e-06,0,0.714765739,0,0.000110420457,1.67783686e-06,0.189927584,2.94809299e-06,0.000262838022,5.57154103e-07,2.76318849e-08,2.78833982e-07,3.64893742e-05,1.42062544e-06,3.30582295e-08,5.63303464e-08,2.4443653e-16,4.59118208e-13,2.32705637e-19,4.48785034e-07,6.16305023e-10,8.24636149e-08,3.373185e-07,0.0945971431,8.72533915e-10,2.48047887e-09,1.1957222e-18,2.54229756e-06,5.37209148e-15,0.000285040355,4.33031227e-06,3.12984371e-10,72.2839529
1299.5539,3.20713645e-06,0,0.714765038,0,0.00011223337,1.72288782e-06,0.189924892,3.01201174e-06,0.000266673034,5.70803432e-07,2.74279349e-08,2.77293232e-07,3.70035777e-05,1.45565031e-06,3.30890715e-08,5.78575549e-08,2.46691901e-16,4.62449891e-13,2.38597645e-19,4.60623972e-07,6.29117846e-10,8.24107235e-08,3.36936536e-07,0.0945909861,8.92128618e-10,2.56418004e-09,1.21154186e-18,2.58688219e-06,5.51276229e-15,0.000288220935,4.32542342e-06,3.19474728e-10,72.4468233
1299.55274,3.20713126e-06,0,0.714764318,0,0.000114095358,1.76976914e-06,0.189922131,3.07816051e-06,0.00027060235,5.84977995e-07,2.72248351e-08,2.75781462e-07,3.75312234e-05,1.49179504e-06,3.31199109e-08,5.94503914e-08,2.49035238e-16,4.65857497e-13,2.44717192e-19,4.72925533e-07,6.42361847e-10,8.23517242e-08,3.36540429e-07,0.0945846779,9.12394275e-10,2.65190119e-09,1.22778585e-18,2.63279489e-06,5.65890419e-15,0.000291473881,4.32035318e-06,3.26180335e-10,72.6096937
1299.55157,3.20712589e-06,0,0.71476358,0,0.000116008445,1.8185821e-06,0.189919301,3.14664883e-06,0.00027462962,5.99705787e-07,2.702261e-08,2.74300037e-07,3.80729071e-05,1.52910956e-06,3.31508321e-08,6.11126895e-08,2.51472121e-16,4.69345345e-13,2.51077004e-19,4.85714568e-07,6.56057953e-10,8.22865029e-08,3.3612988e-07,0.0945782125,9.33363279e-10,2.7438998e-09,1.24447317e-18,2.68009574e-06,5.81081097e-15,0.000294801904,4.31509772e-06,3.33111454e-10,72.772564
1299.55037,3.20712035e-06,0,0.714762823,0,0.000117974768,1.86943512e-06,0.189916397,3.21759318e-06,0.00027875869,6.15016712e-07,2.6821286e-08,2.72850411e-07,3.86292601e-05,1.56764686e-06,3.31819247e-08,6.28485634e-08,2.54008557e-16,4.7291805e-13,2.57690734e-19,4.99017637e-07,6.70228412e-10,8.22149413e-08,3.35704571e-07,0.0945715838,9.55070047e-10,2.84045418e-09,1.26162395e-18,2.72884848e-06,5.96879661e-15,0.000298207857,4.30965297e-06,3.40278985e-10,72.9354344
1299.54917,3.20711462e-06,0,0.714762047,0,0.000119996587,1.92244434e-06,0.189913416,3.29111755e-06,0.000282993615,6.30942745e-07,2.66208907e-08,2.71434137e-07,3.92009524e-05,1.60746311e-06,3.32132844e-08,6.46624338e-08,2.5665101e-16,4.76580539e-13,2.64573047e-19,5.12863158e-07,6.84896901e-10,8.2136917e-08,3.35264171e-07,0.094564785,9.77551187e-10,2.94186542e-09,1.27925954e-18,2.77912074e-06,6.1331971e-15,0.00030169474,4.30401469e-06,3.47694515e-10,73.0983048
1299.54794,3.20710869e-06,0,0.714761249,0,0.000122076294,1.97773432e-06,0.189910356,3.36735399e-06,0.000287338673,6.47518111e-07,2.64214539e-08,2.70052867e-07,3.97886952e-05,1.64861801e-06,3.32450129e-08,6.65590559e-08,2.59406463e-16,4.80338085e-13,2.71739711e-19,5.27281559e-07,7.00088641e-10,8.20523032e-08,3.34808334e-07,0.0945578093,1.00084567e-09,3.04845951e-09,1.29740261e-18,2.83098442e-06,6.30437225e-15,0.000305265716,4.29817843e-06,3.55370371e-10,73.2611751
1299.5467,3.20710256e-06,0,0.71476043,0,0.000124216421,2.03543875e-06,0.189907213,3.44644335e-06,0.000291798385,6.64779475e-07,2.6223007e-08,2.68708367e-07,4.03932443e-05,1.691175e-06,3.32772188e-08,6.8543549e-08,2.62282452e-16,4.84196334e-13,2.792077e-19,5.42305455e-07,7.1583052e-10,8.19609684e-08,3.34336694e-07,0.0945506495,1.024995e-09,3.16058994e-09,1.31607727e-18,2.88451596e-06,6.48270774e-15,0.000308924114,4.29213954e-06,3.63319681e-10,73.4240455
1299.54544,3.20709622e-06,0,0.714759588,0,0.000126419651,2.09570128e-06,0.189903984,3.52853593e-06,0.000296377527,6.82766156e-07,2.60255834e-08,2.67402525e-07,4.10154038e-05,1.73520161e-06,3.3310018e-08,7.06214305e-08,2.65287125e-16,4.88161335e-13,2.86995305e-19,5.57969834e-07,7.32151229e-10,8.18627761e-08,3.33848869e-07,0.0945432976,1.05004345e-09,3.27864047e-09,1.33530912e-18,2.93979674e-06,6.66861743e-15,0.000312673449,4.2858931e-06,3.71556437e-10,73.5869159
1299.54415,3.20708967e-06,0,0.714758722,0,0.00012868883,2.15867645e-06,0.189900665,3.61379224e-06,0.000301081152,7.01520356e-07,2.58292188e-08,2.66137358e-07,4.16560292e-05,1.78076976e-06,3.33435338e-08,7.27986541e-08,2.6842931e-16,4.92239582e-13,2.9512226e-19,5.74312283e-07,7.49081412e-10,8.17575846e-08,3.33344457e-07,0.0945357455,1.07603828e-09,3.40302836e-09,1.35512546e-18,2.99691343e-06,6.86254592e-15,0.000316517427,4.27943397e-06,3.80095564e-10,73.7497862
1299.54284,3.20708289e-06,0,0.714757831,0,0.000131026978,2.22453062e-06,0.189897251,3.70238393e-06,0.00030591461,7.21087429e-07,2.56339511e-08,2.64915024e-07,4.23160326e-05,1.82795612e-06,3.33778983e-08,7.5081649e-08,2.7171857e-16,4.96438046e-13,3.03609883e-19,5.91373207e-07,7.66653829e-10,8.16452468e-08,3.32823037e-07,0.0945279846,1.10302996e-09,3.53420764e-09,1.37555535e-18,3.05595849e-06,7.06497122e-15,0.000320459964,4.27275675e-06,3.88952999e-10,73.9126566
1299.54151,3.20707587e-06,0,0.714756915,0,0.000133437307,2.29344316e-06,0.189893739,3.79449466e-06,0.000310883569,7.4151616e-07,2.54398208e-08,2.63737837e-07,4.29963863e-05,1.87684252e-06,3.34132521e-08,7.74773699e-08,2.75165292e-16,5.00764225e-13,3.12481228e-19,6.09196097e-07,7.84903544e-10,8.15256096e-08,3.32284163e-07,0.0945200057,1.13107246e-09,3.67267325e-09,1.39662978e-18,3.11703062e-06,7.27640798e-15,0.000324505199,4.26585575e-06,3.98145776e-10,74.0755269
1299.54016,3.20706861e-06,0,0.71475597,0,0.000135923231,2.36560762e-06,0.189890124,3.8903212e-06,0.000315994041,7.62859088e-07,2.52468707e-08,2.62608274e-07,4.36981286e-05,1.92751641e-06,3.34497457e-08,7.99933446e-08,2.78780768e-16,5.05226191e-13,3.21761265e-19,6.27827821e-07,8.03868116e-10,8.13985138e-08,3.3172737e-07,0.094511799,1.16022357e-09,3.81896552e-09,1.41838183e-18,3.18023525e-06,7.49741087e-15,0.000328657511,4.25872499e-06,4.07692119e-10,74.2383973
1299.53877,3.20706109e-06,0,0.714754998,0,0.000138488385,2.44123315e-06,0.189886401,3.99007454e-06,0.000321252407,7.85172856e-07,2.50551469e-08,2.61528994e-07,4.44223688e-05,1.98007131e-06,3.34875403e-08,8.26377333e-08,2.82577286e-16,5.09832642e-13,3.31477069e-19,6.47318938e-07,8.23587823e-10,8.12637938e-08,3.31152167e-07,0.0945033541,1.19054518e-09,3.97367498e-09,1.44084689e-18,3.24568521e-06,7.72857834e-15,0.000332921534,4.2513582e-06,4.17611542e-10,74.4012677
1299.53736,3.2070533e-06,0,0.714753995,0,0.000141136643,2.52054595e-06,0.189882566,4.09398119e-06,0.000326665449,8.08518602e-07,2.48646981e-08,2.60502855e-07,4.51702938e-05,2.03460737e-06,3.35268078e-08,8.54193919e-08,2.8656825e-16,5.14592968e-13,3.41658038e-19,6.67724056e-07,8.44105904e-10,8.11212767e-08,3.30558035e-07,0.09449466,1.22210369e-09,4.13744803e-09,1.46406276e-18,3.31350128e-06,7.97055688e-15,0.000337302182,4.24374874e-06,4.27924968e-10,74.564138
1299.53592,3.20704523e-06,0,0.71475296,0,0.000143872138,2.60379105e-06,0.189878612,4.20228454e-06,0.000332240378,8.32962397e-07,2.46755767e-08,2.59532925e-07,4.59431743e-05,2.09123195e-06,3.3567733e-08,8.83479439e-08,2.9076829e-16,5.19517314e-13,3.52336139e-19,6.89102225e-07,8.65468832e-10,8.09707825e-08,3.29944432e-07,0.094485705,1.25497041e-09,4.31099346e-09,1.48806995e-18,3.38381296e-06,8.22404577e-15,0.000341804664,4.23588965e-06,4.38654846e-10,74.7270084
1299.53444,3.20703688e-06,0,0.714751892,0,0.000146699283,2.69123415e-06,0.189874534,4.31524644e-06,0.000337984872,8.58575733e-07,2.44878384e-08,2.58622509e-07,4.67423728e-05,2.15006032e-06,3.36105133e-08,9.14338606e-08,2.95193413e-16,5.24616658e-13,3.63546182e-19,7.11517389e-07,8.8772661e-10,8.08121233e-08,3.29310782e-07,0.0944764767,1.28922196e-09,4.49508959e-09,1.5129119e-18,3.45675924e-06,8.48980234e-15,0.000346434508,4.22777357e-06,4.498253e-10,74.8898788
1299.53293,3.20702821e-06,0,0.714750789,0,0.000149622796,2.78316377e-06,0.189870326,4.4331489e-06,0.000343907115,8.85436062e-07,2.43015427e-08,2.57775163e-07,4.75693512e-05,2.21121632e-06,3.3655361e-08,9.4688551e-08,2.99861149e-16,5.29902899e-13,3.75326129e-19,7.35038872e-07,9.10933102e-10,8.06451027e-08,3.2865648e-07,0.0944669618,1.32494082e-09,4.69059251e-09,1.53863521e-18,3.53248945e-06,8.76864787e-15,0.000351197592,4.21939275e-06,4.61462273e-10,75.0527491
1299.53138,3.20701923e-06,0,0.714749649,0,0.000152647728,2.87989365e-06,0.18986598,4.55629604e-06,0.000350015837,9.13627409e-07,2.41167532e-08,2.56994725e-07,4.84256806e-05,2.27483325e-06,3.37025036e-08,9.81244634e-08,3.04790737e-16,5.35388947e-13,3.87717444e-19,7.59741938e-07,9.35146404e-10,8.04695157e-08,3.27980887e-07,0.094457146,1.36221585e-09,4.89844542e-09,1.56528996e-18,3.61116426e-06,9.06147418e-15,0.000356100163,4.21073902e-06,4.73593702e-10,75.2156195
1299.5302,3.20701236e-06,0,0.714748779,0,0.000154956853,2.95483625e-06,0.18986267,4.65108478e-06,0.000354666263,9.35420313e-07,2.39808903e-08,2.56462213e-07,4.90798775e-05,2.32362506e-06,3.37390451e-08,1.00794243e-07,3.08623279e-16,5.39589504e-13,3.97316397e-19,7.78849194e-07,9.53767066e-10,8.03338095e-08,3.27466353e-07,0.0944496726,1.39088492e-09,5.06097323e-09,1.58566523e-18,3.67143854e-06,9.28795214e-15,0.00035982533,4.20414817e-06,4.82915888e-10,75.3362579
1299.52901,3.2070053e-06,0,0.714747888,0,0.000157326919,3.03274885e-06,0.189859277,4.74907322e-06,0.000359428117,9.58033265e-07,2.38459205e-08,2.55970472e-07,4.97518341e-05,2.37390793e-06,3.37770856e-08,1.03576857e-07,3.1262038e-16,5.43913493e-13,4.07295516e-19,7.98685238e-07,9.73001692e-10,8.0193195e-08,3.26939481e-07,0.0944420194,1.42050182e-09,5.23130702e-09,1.60660434e-18,3.73349808e-06,9.52305503e-15,0.000363633522,4.19739918e-06,4.92538901e-10,75.4568962
1299.52779,3.20699805e-06,0,0.714746973,0,0.000159760388,3.11379104e-06,0.189855799,4.85041267e-06,0.000364305621,9.81508757e-07,2.37118745e-08,2.55521411e-07,5.04423249e-05,2.42574784e-06,3.38167367e-08,1.06478698e-07,3.16792082e-16,5.48367457e-13,4.17676165e-19,8.19288208e-07,9.9287921e-10,8.00475783e-08,3.26399971e-07,0.0944341794,1.45111067e-09,5.4099442e-09,1.62813198e-18,3.79742236e-06,9.76723509e-15,0.000367527733,4.19048821e-06,5.02476593e-10,75.5775346
1299.52654,3.20699058e-06,0,0.714746034,0,0.000162259859,3.19813332e-06,0.189852232,4.95526362e-06,0.000369303218,1.00589208e-06,2.3578785e-08,2.55117051e-07,5.11521689e-05,2.47921472e-06,3.38581167e-08,1.09506612e-07,3.21149196e-16,5.52958378e-13,4.2848125e-19,8.40698784e-07,1.01343031e-09,7.98968621e-08,3.25847511e-07,0.0944261455,1.48275824e-09,5.59742183e-09,1.65027427e-18,3.86329554e-06,1.00209748e-14,0.000371511107,4.18341126e-06,5.12743638e-10,75.698173
1299.52527,3.20698291e-06,0,0.714745069,0,0.000164828076,3.28595789e-06,0.189848574,5.06379643e-06,0.000374425587,1.03123155e-06,2.34466862e-08,2.54759538e-07,5.18822334e-05,2.53438273e-06,3.39013506e-08,1.12667934e-07,3.25703364e-16,5.57693709e-13,4.39735351e-19,8.62960403e-07,1.0346876e-09,7.97409455e-08,3.25281777e-07,0.09441791,1.51549413e-09,5.79432034e-09,1.67305887e-18,3.93120683e-06,1.02847896e-14,0.000375586944,4.17616417e-06,5.23355601e-10,75.8188113
1299.52397,3.20697502e-06,0,0.714744079,0,0.000167467937,3.37745971e-06,0.189844819,5.17619213e-06,0.000379677657,1.05757879e-06,2.33156141e-08,2.54451151e-07,5.26334373e-05,2.59133058e-06,3.39465705e-08,1.15970532e-07,3.30467149e-16,5.6258142e-13,4.51464874e-19,8.8611948e-07,1.05668572e-09,7.9579724e-08,3.24702427e-07,0.094409465,1.54937105e-09,6.00126758e-09,1.69651508e-18,4.00125087e-06,1.055923e-14,0.000379758712,4.16874259e-06,5.34328999e-10,75.9394497
1299.52264,3.20696689e-06,0,0.714743061,0,0.000170182506,3.4728475e-06,0.189840964,5.29264318e-06,0.000385064626,1.08498892e-06,2.31856068e-08,2.5419431e-07,5.34067553e-05,2.65014189e-06,3.39939164e-08,1.19422855e-07,3.35454112e-16,5.67630041e-13,4.63698213e-19,9.10225649e-07,1.07946151e-09,7.9413089e-08,3.24109108e-07,0.0944008019,1.58444496e-09,6.2189435e-09,1.72067398e-18,4.07352814e-06,1.08448854e-14,0.000384030055,4.16114199e-06,5.4568138e-10,76.0600881
1299.52128,3.20695853e-06,0,0.714742014,0,0.000172975027,3.57234496e-06,0.189837006,5.41335441e-06,0.000390591979,1.11352096e-06,2.30567044e-08,2.5399159e-07,5.42032213e-05,2.71090556e-06,3.40435365e-08,1.23033984e-07,3.4067892e-16,5.72848709e-13,4.76465932e-19,9.35332048e-07,1.1030542e-09,7.92409281e-08,3.23501449e-07,0.0943919119,1.6207754e-09,6.44808541e-09,1.74556857e-18,4.1481454e-06,1.11423865e-14,0.00038840481,4.15335763e-06,5.57431391e-10,76.1807265
1299.51989,3.20694992e-06,0,0.714740937,0,0.000175848932,3.67619207e-06,0.189832938,5.53854394e-06,0.000396265508,1.14323806e-06,2.29289491e-08,2.53845731e-07,5.50239338e-05,2.77371619e-06,3.40955881e-08,1.26813686e-07,3.46157445e-16,5.78247223e-13,4.8980097e-19,9.61495609e-07,1.1275056e-09,7.90631242e-08,3.22879066e-07,0.0943827855,1.65842575e-09,6.6894938e-09,1.77123386e-18,4.22521619e-06,1.14524095e-14,0.000392887012,4.14538456e-06,5.69598876e-10,76.3013648
1299.51846,3.20694106e-06,0,0.714739829,0,0.00017880786,3.78464653e-06,0.189828758,5.66844426e-06,0.000402091334,1.1742079e-06,2.28023857e-08,2.53759649e-07,5.58700604e-05,2.83867458e-06,3.41502379e-08,1.30772477e-07,3.51906891e-16,5.83836106e-13,5.03738859e-19,9.88777397e-07,1.15286027e-09,7.88795559e-08,3.22241553e-07,0.0943734128,1.69746349e-09,6.94403867e-09,1.79770713e-18,4.30486135e-06,1.17756798e-14,0.000397480914,4.13721762e-06,5.82204959e-10,76.4220032
1299.51699,3.20693192e-06,0,0.714738689,0,0.000181855671,3.89798529e-06,0.189824459,5.80330337e-06,0.000408075931,1.20650311e-06,2.26770612e-08,2.53736455e-07,5.6742843e-05,2.90588818e-06,3.42076628e-08,1.34921695e-07,3.57945925e-16,5.89626671e-13,5.18317977e-19,1.01724297e-06,1.17916579e-09,7.86900968e-08,3.2158849e-07,0.0943637833,1.73796058e-09,7.21266684e-09,1.82502798e-18,4.38720963e-06,1.21129763e-14,0.000402190998,4.12885142e-06,5.95272152e-10,76.5426416
1299.51549,3.2069225e-06,0,0.714737514,0,0.000184996461,4.01650637e-06,0.189820037,5.94338609e-06,0.000414226151,1.24020165e-06,2.25530255e-08,2.53779464e-07,5.76436044e-05,2.97547169e-06,3.42680509e-08,1.39273573e-07,3.64294835e-16,5.95631094e-13,5.33579824e-19,1.04696277e-06,1.20647298e-09,7.84946156e-08,3.20919435e-07,0.0943538857,1.77999382e-09,7.49641013e-09,1.85323863e-18,4.4723983e-06,1.24651366e-14,0.000407021993,4.12028032e-06,6.08824464e-10,76.6632799
1299.51395,3.2069128e-06,0,0.714736303,0,0.000188234584,4.14053072e-06,0.189815485,6.08897541e-06,0.000420549255,1.27538732e-06,2.24303313e-08,2.53892216e-07,5.8573754e-05,3.04754764e-06,3.43316021e-08,1.43841323e-07,3.7097569e-16,6.01862498e-13,5.49569327e-19,1.07801259e-06,1.23483618e-09,7.82929754e-08,3.20233928e-07,0.0943437084,1.8236452e-09,7.79639439e-09,1.88238407e-18,4.56057388e-06,1.28330617e-14,0.000411978888,4.1114984e-06,6.22887528e-10,76.7839183
1299.51237,3.20690278e-06,0,0.714735054,0,0.000191574671,4.27040442e-06,0.189810799,6.24037401e-06,0.000427052939,1.31215031e-06,2.23090342e-08,2.54078493e-07,5.95347956e-05,3.1222471e-06,3.43985292e-08,1.48639235e-07,3.7801254e-16,6.08335043e-13,5.66335188e-19,1.11047405e-06,1.26431357e-09,7.80850336e-08,3.19531487e-07,0.0943332387,1.8690024e-09,8.11384978e-09,1.91251227e-18,4.65189288e-06,1.32177227e-14,0.000417066956,4.10249951e-06,6.37488729e-10,76.9045567
1299.51074,3.20689245e-06,0,0.714733766,0,0.000195021649,4.40650099e-06,0.189805971,6.39790597e-06,0.000433745373,1.35058773e-06,2.21891932e-08,2.54342337e-07,6.05283346e-05,3.19971038e-06,3.44690587e-08,1.53682777e-07,3.85431626e-16,6.15064033e-13,5.83930265e-19,1.14443515e-06,1.29496745e-09,7.78706417e-08,3.18811605e-07,0.0943224633,1.91615922e-09,8.45012235e-09,1.9436745e-18,4.7465227e-06,1.36201665e-14,0.000422291769,4.09327718e-06,6.52657356e-10,77.025195
1299.50907,3.20688178e-06,0,0.714732436,0,0.00019858077,4.5492241e-06,0.189800995,6.56191861e-06,0.000440635234,1.39080432e-06,2.20708708e-08,2.54688076e-07,6.1556087e-05,3.28008789e-06,3.45434323e-08,1.58988714e-07,3.93261622e-16,6.22066026e-13,6.02412002e-19,1.17999085e-06,1.32686468e-09,7.76496447e-08,3.18073755e-07,0.0943113682,1.96521612e-09,8.80668705e-09,1.97592554e-18,4.84464251e-06,1.40415239e-14,0.000427659224,4.08382464e-06,6.68424763e-10,77.1458334
